match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_interceptionWon,stat_shotOffTarget,stat_accurateCross,stat_dispossessed,stat_wonContest,captain,player_sofascoreId,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_totalOffside
14131986,home,Moreirense,André Ferreira,,,andre-ferreira,A. Ferreira,G,13,193,225,M,788197,EUR,833328000,G,13,13,False,34.0,27.0,8.0,3.0,0.0,25.0,29.0,2.0,5.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,41.0,4.8,7.0,0.00046706,19.334435873451,4.0,2.625,1.89,0.1055,0,-1.9063,-0.1,0.0,-0.84,-0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131986,home,Moreirense,Dinis Pinto,Dinis Pinto,,dinis-pinto,D. Pinto,D,76,178,150,M,1160980,EUR,967075200,D,76,76,False,53.0,46.0,5.0,2.0,0.0,27.0,32.0,19.0,21.0,,3.0,3.0,2.0,,,,,,,,90.0,70.0,6.0,10.0,0.0210894,140.9013329532,11.0,88.305,41.475,,0,,0.0,0.06,-0.44,,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
14131986,home,Moreirense,Gilberto Batista,,,batista-gilberto,G. Batista,D,66,185,135,M,1153099,EUR,1072656000,D,66,66,False,97.0,86.0,7.0,3.0,0.0,79.0,84.0,7.0,13.0,1.0,3.0,2.0,4.0,1.0,,,,,,,90.0,105.0,5.5,11.0,0.00852054,131.77492980088,20.0,67.515,12.495,,2,,-0.18,0.06,-0.85,,,3.0,3.0,,,1.0,2.0,2.0,,,,,1.0,1.0,0.1645,0.1184,-0.24,,,,,,,,,,,
14131986,home,Moreirense,Maracás,,,maracas,Maracás,D,26,184,121,M,931485,EUR,767404800,D,26,26,False,76.0,69.0,7.0,3.0,0.0,62.0,65.0,7.0,11.0,2.0,5.0,5.0,2.0,,,,,,,,90.0,85.0,5.9,7.0,0.00391649,32.119576227553,6.0,-0.21,3.78,,0,,0.03,0.0,-0.68,,,1.0,3.0,1.0,,,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,
14131986,home,Moreirense,Kiko,,,kiko,Kiko,D,27,180,151,M,1395583,EUR,1018915200,D,27,27,False,44.0,37.0,6.0,1.0,0.0,22.0,25.0,15.0,19.0,1.0,4.0,3.0,3.0,,,,,,,,82.0,66.0,5.7,12.0,0.0103359,67.336911567675,7.0,59.64,22.995,,0,,0.08,0.0,-0.7,,2.0,1.0,4.0,1.0,2.0,,1.0,,1.0,2.0,,1.0,,,,,,1.0,,,,,,,,,,
14131986,home,Moreirense,Mateja Stjepanović,Mateja Stjepanovic,,mateja-stjepanovic,M. Stjepanović,M,8,185,313,M,1166006,EUR,1077235200,M,8,8,False,22.0,20.0,3.0,3.0,0.0,14.0,15.0,6.0,7.0,,,2.0,2.0,,,,,,,,45.0,30.0,6.6,2.0,0.00489688,20.828128036974,4.0,6.825,6.195,,1,,-0.04,0.05,0.22,,,,2.0,,,1.0,,,,,2.0,1.0,,,0.0461,,0.01,1.0,1.0,,,,,,,,,
14131986,home,Moreirense,Diogo Travassos,,,diogo-travassos,D. Travassos,D,2,175,511,M,1142578,EUR,1080691200,M,2,2,False,23.0,19.0,3.0,2.0,0.0,8.0,11.0,11.0,12.0,1.0,6.0,1.0,1.0,,,,,,,,90.0,46.0,6.3,15.0,0.132841,122.71224608558,11.0,58.695,29.61,,3,,0.09,0.1,-0.37,,5.0,,9.0,3.0,3.0,,2.0,2.0,4.0,2.0,3.0,1.0,,3.0,0.0726,,-0.17,,,1.0,1.0,1.0,,,,,,
14131986,home,Moreirense,Bernardo Martins,,,bernardo-martins,B. Martins,M,8,176,81,M,845811,EUR,881193600,M,20,20,False,23.0,16.0,1.0,1.0,0.0,8.0,10.0,8.0,13.0,1.0,3.0,2.0,3.0,,,,,,,,66.0,36.0,6.2,12.0,0.0202567,71.141011873244,8.0,8.19,8.61,,2,,-0.09,0.01,-0.2,,4.0,,5.0,3.0,2.0,,1.0,1.0,,,1.0,,1.0,,0.0714,0.039,-0.2,,1.0,,,1.0,,,,,,
14131986,home,Moreirense,Vasco Sousa,,,vasco-sousa,V. Sousa,M,15,169,899,M,1006995,EUR,1049328000,M,15,15,False,11.0,11.0,,,0.0,5.0,5.0,6.0,6.0,,3.0,1.0,1.0,,,,,,,,44.0,16.0,6.4,,0.00905076,4.515,1.0,-4.515,-4.515,,1,,-0.01,0.0,-0.01,,,,3.0,,,,1.0,1.0,,2.0,3.0,,,1.0,0.0832,,0.0,,,,,,,,,,,
14131986,home,Moreirense,Landerson,Landerson,,landerson,Landerson,M,78,167,96,M,1471229,EUR,1165881600,M,78,78,False,28.0,24.0,1.0,1.0,0.0,9.0,11.0,15.0,17.0,1.0,3.0,,4.0,,,,,,,,90.0,39.0,6.2,9.0,0.0401783,196.62708880648,15.0,90.51,48.3,,1,,-0.11,0.31,-0.34,,1.0,,6.0,2.0,4.0,,,,1.0,1.0,,2.0,,1.0,0.0693,,-0.2,,,1.0,1.0,1.0,,,,,,
