match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,player_sofascoreId,stat_unsuccessfulTouch,stat_dispossessed,stat_blockedScoringAttempt,stat_interceptionWon,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget
10385594,home,Crystal Palace,Sam Johnstone,sam-johnstone,S. Johnstone,G,31,193,600,M,98427,EUR,733017600,G,21,21,False,35.0,21.0,16.0,2.0,20.0,23.0,1.0,12.0,2.0,2.0,5.0,13.0,1.0,1.0,5.0,3.0,2.0,2.0,90.0,53.0,8.3,14.0,0.00049881,0,1.0416,,,,,,,,,,,,,,,,,,,,,,,,,,
10385594,home,Crystal Palace,Joel Ward,joel-ward,J. Ward,D,25,188,258,M,39183,EUR,625622400,D,2,2,False,45.0,34.0,7.0,2.0,15.0,19.0,20.0,30.0,2.0,4.0,1.0,9.0,,,,,,,90.0,60.0,7.3,15.0,0.0733928,0,,,,True,4.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10385594,home,Crystal Palace,Joachim Andersen,joachim-andersen,J. Andersen,D,5,190,2378,M,362682,EUR,833500800,D,16,16,False,44.0,32.0,15.0,9.0,19.0,25.0,13.0,21.0,6.0,7.0,5.0,6.0,,,,,,,90.0,54.0,7.3,14.0,0.0129179,1,,,,,2.0,,2.0,3.0,1.0,,,,,,,2.0,1.0,1.0,0.0392,,,,,,,,
10385594,home,Crystal Palace,Marc Guéhi,marc-guehi,M. Guéhi,D,15,182,22326,M,877994,EUR,963446400,D,6,6,False,67.0,54.0,16.0,7.0,32.0,38.0,22.0,29.0,4.0,10.0,4.0,7.0,,,,,,,90.0,81.0,7.4,15.0,0.237918,0,,,,,,,2.0,3.0,1.0,,,,2.0,1.0,,1.0,,4.0,,MarcGuehi13,1.0,,,,,,
10385594,home,Crystal Palace,Tyrick Mitchell,tyrick-mitchell,T. Mitchell,M,3,174,1388,M,988275,EUR,936144000,D,3,3,False,53.0,41.0,8.0,1.0,17.0,21.0,24.0,37.0,2.0,5.0,3.0,5.0,,,,,,,90.0,95.0,6.8,27.0,0.0761075,2,,,,,5.0,,5.0,11.0,,1.0,,,3.0,3.0,4.0,1.0,1.0,,0.0924,,4.0,1.0,1.0,1.0,,,
10385594,home,Crystal Palace,Eberechi Eze,eberechi-eze,E. Eze,F,10,178,55840,M,864921,EUR,899078400,M,10,10,False,27.0,18.0,4.0,1.0,5.0,9.0,13.0,19.0,,5.0,,8.0,,,,,,,90.0,37.0,6.9,13.0,0.107494,1,,,,,1.0,,1.0,3.0,1.0,2.0,2.0,,3.0,2.0,1.0,,,,0.0594,eze,3.0,,,,1.0,1.0,0.3357
10385594,home,Crystal Palace,Cheick Doucouré,cheick-doucoure,C. Doucouré,M,28,181,1463,M,906047,EUR,947289600,M,28,28,False,27.0,24.0,2.0,1.0,11.0,12.0,13.0,15.0,2.0,6.0,4.0,4.0,,,,,,,78.0,42.0,7.1,5.0,0.0150432,2,,,,,,,1.0,2.0,1.0,,,,3.0,1.0,,,1.0,1.0,0.0732,,2.0,,1.0,1.0,,,
10385594,home,Crystal Palace,Jeffrey Schlupp,jeffrey-schlupp,J. Schlupp,D,27,178,764,M,148710,EUR,725068800,M,15,15,False,15.0,7.0,5.0,1.0,4.0,8.0,3.0,8.0,1.0,3.0,,5.0,,,,,,,71.0,28.0,6.2,12.0,0.001128,0,,,,,1.0,,7.0,11.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,2.0,,1.0,,,
10385594,home,Crystal Palace,Michael Olise,michael-olise,M. Olise,M,17,185,76795,M,978838,EUR,1008115200,F,7,7,False,35.0,28.0,4.0,2.0,10.0,11.0,20.0,35.0,1.0,5.0,,4.0,,,,,,,90.0,64.0,7.1,22.0,0.168093,2,,,,,11.0,2.0,1.0,5.0,1.0,2.0,1.0,,2.0,2.0,1.0,2.0,,1.0,0.0446,MOlise,1.0,2.0,1.0,,1.0,,0.0177
10385594,home,Crystal Palace,Odsonne Édouard,odsonne-edouard,O. Édouard,F,11,187,6612,M,795228,EUR,884908800,F,22,22,False,9.0,5.0,,,,1.0,5.0,8.0,2.0,3.0,,,,,,,,,71.0,19.0,6.4,8.0,0.00159622,0,,,,,,,10.0,14.0,,,,,,,3.0,,,1.0,,,3.0,1.0,,,,,
10385594,home,Crystal Palace,Jordan Ayew,jordan-ayew,J. Ayew,F,9,182,13272,M,103045,EUR,684547200,F,9,9,False,32.0,23.0,2.0,1.0,10.0,13.0,15.0,22.0,4.0,13.0,1.0,8.0,,,,,,,90.0,67.0,7.3,18.0,0.13171,3,,,,,3.0,2.0,3.0,8.0,,7.0,5.0,,,,,1.0,2.0,4.0,0.1321,jordanayew9,3.0,3.0,1.0,2.0,,,
10385594,home,Crystal Palace,Will Hughes,will-hughes,W. Hughes,M,19,185,1026,M,193554,EUR,798076800,M,19,19,True,11.0,9.0,,,4.0,4.0,5.0,7.0,,,,2.0,,,,,,,19.0,12.0,6.6,2.0,0.0223961,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385594,home,Crystal Palace,Jean-Philippe Mateta,jean-philippe-mateta,J. Mateta,F,14,192,9441,M,848276,EUR,867456000,F,14,14,True,2.0,2.0,,,,,2.0,2.0,,,1.0,,,,,,,,19.0,5.0,6.4,2.0,0.00113387,0,,,,,,,2.0,4.0,,,,,,,1.0,,,,,Matetajphilippe,1.0,1.0,,,,,
10385594,home,Crystal Palace,Luka Milivojević,luka-milivojevic,L. Milivojević,M,19,183,512,M,50294,EUR,670982400,M,4,4,True,12.0,11.0,2.0,2.0,4.0,4.0,7.0,8.0,,,,1.0,,,,,,,12.0,13.0,6.6,1.0,0.0203895,1,,,,,,,,,,,,,,,,,,,0.0647,,,,1.0,,,,
10385594,home,Crystal Palace,Vicente Guaita,vicente-guaita,V. Guaita,G,13,190,509,M,32023,EUR,537235200,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385594,home,Crystal Palace,James Tomkins,james-tomkins,J. Tomkins,D,,192,104,M,32124,EUR,607132800,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385594,home,Crystal Palace,Chris Richards,chris-richards,C. Richards,D,26,188,2004,M,931844,EUR,954201600,D,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385594,home,Crystal Palace,Albert Sambi Lokonga,albert-sambi-lokonga,A. S. Lokonga,M,6,183,3626,M,901892,EUR,940550400,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385594,home,Crystal Palace,Jaïro Riedewald,jairo-riedewald,J. Riedewald,M,44,186,1219,M,285989,EUR,842227200,M,44,44,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385594,home,Crystal Palace,James McArthur,james-mcarthur,J. McArthur,M,18,178,72,,39282,EUR,560563200,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385594,away,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,138530,EUR,762998400,G,1,1,False,31.0,14.0,23.0,6.0,8.0,10.0,6.0,21.0,,1.0,,15.0,1.0,,2.0,,1.0,1.0,90.0,44.0,7.4,19.0,0.00406518,0,0.3534,,,True,,,,,,,,,,,,,,1.0,,jpickford1,,,,,,,
10385594,away,Everton,Mason Holgate,mason-holgate,M. Holgate,D,3,187,413,M,781544,EUR,845942400,D,4,4,False,33.0,17.0,6.0,1.0,11.0,14.0,7.0,20.0,3.0,6.0,1.0,4.0,,,,,,,80.0,56.0,6.1,25.0,0.0327573,0,,,,,1.0,1.0,3.0,9.0,3.0,,,,3.0,3.0,3.0,2.0,,,,,3.0,,,1.0,,,
10385594,away,Everton,Michael Keane,michael-keane,M. Keane,D,5,188,1573,M,110846,EUR,726710400,D,5,5,False,46.0,30.0,9.0,5.0,20.0,27.0,10.0,19.0,12.0,12.0,7.0,7.0,,,,,,,90.0,62.0,7.6,16.0,0.00513152,0,,,,,,,3.0,4.0,,,,1.0,,,1.0,,,,,,,,,4.0,,,
