match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_totalClearance,stat_keyPass,player_firstName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_wasFouled,stat_fouls,player_lastName,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_totalOffside,stat_onTargetScoringAttempt,captain,player_sofascoreId,stat_bigChanceMissed,stat_goals,stat_penaltyWon,stat_goodHighClaim
11453045,home,Al-Khaleej,Ibrahim Šehić,ibrahim-sehic,I. Šehić,G,13,190.0,350,M,63952,EUR,589161600.0,G,23,23,False,22.0,17.0,7.0,2.0,0.0,17.0,19.0,3.0,10.0,1.0,1.0,1.0,90.0,29.0,6.5,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453045,home,Al-Khaleej,Saeed Al Hamsal,saeed-al-hamsal,S. A. Hamsal,D,39,176.0,21,M,818563,EUR,829785600.0,D,39,39,False,23.0,22.0,4.0,4.0,0.0,12.0,13.0,13.0,1.0,,,,39.0,32.0,7.0,2.0,0,12.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453045,home,Al-Khaleej,Naif Masoud,naif-masoud,N. Masoud,D,6,177.0,22,M,1798265,EUR,984009600.0,D,88,88,False,45.0,41.0,5.0,4.0,0.0,23.0,25.0,20.0,1.0,,,,90.0,55.0,6.5,4.0,1,18.0,,,1.0,,Naif Masoud,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11453045,home,Al-Khaleej,Lisandro López,lisandro-lopez,L. López,D,17,187.0,201,M,174377,EUR,620611200.0,D,4,4,False,63.0,61.0,8.0,7.0,0.0,29.0,29.0,34.0,2.0,,,,90.0,74.0,6.9,3.0,2,32.0,,,3.0,,Lisandro,2.0,4.0,4.0,1.0,,,3.0,1.0,,,,López,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11453045,home,Al-Khaleej,Pedro Rebocho,pedro-rebocho,P. Rebocho,D,5,172.0,204,M,190139,EUR,790819200.0,D,5,5,False,47.0,43.0,3.0,3.0,0.0,14.0,15.0,42.0,3.0,,,,90.0,70.0,8.0,11.0,0,35.0,10.0,6.0,,6.0,,1.0,1.0,5.0,,,,2.0,2.0,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,
11453045,home,Al-Khaleej,Mansour Hamzi,mansour-hamzi,M. Hamzi,M,15,170.0,31,M,818581,EUR,738892800.0,M,15,15,False,27.0,23.0,2.0,1.0,0.0,8.0,9.0,23.0,1.0,,,,90.0,46.0,6.9,11.0,0,16.0,5.0,1.0,1.0,1.0,,4.0,5.0,4.0,,,3.0,2.0,2.0,,2.0,,,,,1.0,,,,,,2.0,,,,,,,
11453045,home,Al-Khaleej,Woo-Young Jung,woo-young-jung,W. Jung,M,5,186.0,181,M,147128,EUR,629596800.0,M,55,55,False,62.0,57.0,6.0,5.0,0.0,28.0,29.0,34.0,5.0,,,,79.0,68.0,7.0,6.0,0,29.0,1.0,,,1.0,,,,2.0,,,2.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,
11453045,home,Al-Khaleej,Ivo Rodrigues,ivo-rodrigues,I. Rodrigues,M,7,182.0,204,M,190171,EUR,796521600.0,M,8,8,False,64.0,52.0,2.0,,0.0,18.0,22.0,43.0,2.0,,,,90.0,77.0,6.9,16.0,4,34.0,1.0,,,,,1.0,5.0,7.0,2.0,,,1.0,,,2.0,2.0,,4.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,
11453045,home,Al-Khaleej,Fábio Martins,fabio-martins,F. Martins,M,10,178.0,359,M,193064,EUR,743472000.0,M,10,10,False,24.0,21.0,3.0,3.0,0.0,10.0,11.0,17.0,4.0,,,,79.0,42.0,7.1,11.0,2,12.0,4.0,1.0,1.0,1.0,,,5.0,6.0,2.0,,,1.0,1.0,,1.0,2.0,,1.0,,2.0,,4.0,3.0,,1.0,,,True,,,,,
11453045,home,Al-Khaleej,Mohamed Sherif,mohamed-sherif,M. Sherif,F,10,184.0,13085,M,918784,EUR,823392000.0,F,9,9,False,6.0,6.0,,,0.0,3.0,3.0,3.0,,,,,90.0,13.0,6.1,2.0,4,3.0,,,,,,2.0,4.0,2.0,2.0,,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,3.0,2.0,,mohamed_shereif19,2.0,,,
