match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_totalClearance,stat_fouls,captain,stat_aerialLost,stat_interceptionWon,stat_totalOffside,stat_outfielderBlock,stat_totalCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_wasFouled,stat_keyPass,stat_goalAssist,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_goals,stat_bigChanceCreated,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceMissed,player_sofascoreId
11369424,home,Mallorca,Predrag Rajković,predrag-rajkovic,P. Rajković,G,1,192,2732,M,188107,EUR,815097600,G,1,1,False,36.0,11.0,36.0,11.0,3.0,5.0,8.0,31.0,1.0,10.0,1.0,1.0,3.0,4.0,5.0,90.0,47.0,8.1,25.0,0.00255401,0,1.9904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369424,home,Mallorca,Martin Valjent,martin-valjent,M. Valjent,D,24,187,757,M,300522,EUR,818640000,D,24,24,False,18.0,12.0,2.0,1.0,7.0,11.0,5.0,7.0,3.0,2.0,,,,,,69.0,29.0,6.7,8.0,0.0036793,0,,3.0,2.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369424,home,Mallorca,Antonio Raíllo,antonio-raillo,A. Raíllo,D,21,186,793,M,807116,EUR,686880000,D,21,21,False,17.0,14.0,,,12.0,14.0,2.0,3.0,6.0,1.0,,,,,,90.0,28.0,7.2,3.0,0.00096106,0,,6.0,2.0,8.0,,True,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11369424,home,Mallorca,Matija Nastasić,matija-nastasic,M. Nastasić,D,15,188,481,M,98440,EUR,733276800,D,2,2,False,17.0,13.0,3.0,,9.0,11.0,4.0,6.0,4.0,,1.0,,,,,90.0,26.0,7.0,4.0,0.00247552,0,,3.0,5.0,5.0,2.0,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,
11369424,home,Mallorca,Pablo Maffeo,pablo-maffeo,P. Maffeo,D,23,173,2206,M,788216,EUR,868665600,M,15,15,False,30.0,16.0,5.0,,7.0,11.0,9.0,22.0,5.0,6.0,2.0,1.0,,,,90.0,62.0,7.2,24.0,0.00878516,2,,2.0,3.0,3.0,1.0,,1.0,2.0,,,3.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0087,0.0255,,,,,,,,,,,,,
11369424,home,Mallorca,Dani Rodríguez,dani-rodriguez,D. Rodríguez,M,9,177,524,M,349526,EUR,581558400,M,14,14,False,25.0,20.0,3.0,1.0,9.0,11.0,11.0,19.0,4.0,4.0,1.0,1.0,,,,81.0,43.0,6.1,16.0,0.163472,0,,1.0,10.0,1.0,1.0,,3.0,,1.0,,5.0,2.0,3.0,1.0,,,1.0,,,2.0,1.0,,,,,,,,,,,
11369424,home,Mallorca,Omar Mascarell,omar-mascarell,O. Mascarell,M,5,181,553,M,255999,EUR,728611200,M,5,5,False,37.0,29.0,5.0,4.0,18.0,19.0,11.0,18.0,6.0,9.0,5.0,2.0,,,,90.0,53.0,7.3,9.0,0.0077488,0,,1.0,5.0,3.0,1.0,,2.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,
11369424,home,Mallorca,Samú Costa,samuel-costa,S. Costa,M,12,183,1427,M,988351,EUR,975283200,M,12,12,False,34.0,24.0,7.0,3.0,9.0,11.0,15.0,23.0,5.0,8.0,1.0,1.0,,,,90.0,46.0,6.7,16.0,0.0205715,0,,3.0,11.0,,3.0,,2.0,,1.0,,,2.0,1.0,1.0,,,4.0,,,4.0,,2.0,1.0,1.0,,,,,,,,
11369424,home,Mallorca,Jaume Costa,jaume-costa,J. Costa,D,,171,89,M,44577,EUR,574646400,M,11,11,False,12.0,8.0,1.0,,8.0,11.0,,2.0,4.0,2.0,3.0,2.0,,,,69.0,25.0,6.7,5.0,9.141e-05,0,,,3.0,2.0,3.0,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
11369424,home,Mallorca,Sergi Darder,sergi-darder,S. Darder,M,10,180,979,M,110783,EUR,756518400,F,10,10,False,18.0,14.0,2.0,,5.0,6.0,9.0,12.0,2.0,2.0,1.0,,,,,81.0,31.0,6.4,10.0,0.0110378,1,,,3.0,,,,,2.0,,,,2.0,2.0,1.0,,,2.0,0.0199,,,,,,,1.0,,,,,,,
11369424,home,Mallorca,Cyle Larin,cyle-larin,C. Larin,F,9,187,1609,M,790179,EUR,798076800,F,17,17,False,14.0,10.0,,,6.0,6.0,4.0,8.0,7.0,2.0,1.0,,,,,64.0,28.0,7.3,8.0,0.00982417,1,,3.0,7.0,3.0,,,4.0,,,,,1.0,3.0,1.0,,1.0,1.0,0.0861,0.2367,,2.0,,,,,1.0,,,,,,
11369424,home,Mallorca,Abdón Prats,abdon-prats,A. Prats,F,9,181,325,M,146852,EUR,724550400,F,9,9,True,8.0,7.0,2.0,1.0,3.0,3.0,4.0,5.0,1.0,2.0,,,,,,26.0,11.0,6.8,3.0,0.0695615,0,,,4.0,,2.0,,2.0,,,,,,,,,,2.0,,,,1.0,1.0,,,,,1.0,,,,,
11369424,home,Mallorca,Toni Lato,toni-lato,T. Lato,D,3,173,265,M,828239,EUR,880070400,D,3,3,True,11.0,10.0,2.0,2.0,6.0,7.0,4.0,4.0,1.0,2.0,1.0,,,,,21.0,21.0,6.6,3.0,0.00876951,0,,,3.0,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11369424,home,Mallorca,Giovanni González,giovanni-gonzalez,G. González,D,20,175,319,M,590404,EUR,780019200,D,20,20,True,7.0,5.0,2.0,1.0,3.0,4.0,2.0,3.0,,,,,,,,21.0,9.0,6.6,2.0,0.0016059,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369424,home,Mallorca,Manu Morlanes,manu-morlanes,M. Morlanes,M,8,178,430,M,826004,EUR,916099200,M,8,8,True,10.0,7.0,,,3.0,4.0,4.0,6.0,1.0,1.0,,,,,,9.0,11.0,6.5,4.0,0.00238642,0,,1.0,2.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
11369424,home,Mallorca,Antonio Sánchez,antonio-sanchez,A. Sánchez,M,6,179,256,M,949722,EUR,861667200,M,18,18,True,4.0,3.0,,,,,4.0,6.0,,,,,,,,9.0,11.0,6.4,2.0,0.0149491,2,,,1.0,,,,,,,,2.0,,,,,1.0,,0.3683,0.4387,1.0,,,,,1.0,,,,,1.0,1.0,
11369424,home,Mallorca,Dominik Greif,dominik-greif,D. Greif,G,1,197,925,M,791046,EUR,860284800,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369424,home,Mallorca,Iván Cuéllar,ivan-cuellar,I. Cuéllar,G,25,187,119,M,19013,EUR,454464000,G,25,25,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369424,home,Mallorca,Siebe Van Der Heyden,siebe-van-der-heyden,S. V. D. Heyden,D,44,185,273,M,842164,EUR,896486400,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
