match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotOffTarget,stat_dispossessed,stat_wasFouled,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded
11369882,home,Sint-Truidense VV,Zion Suzuki,,,zion-suzuki,Z. Suzuki,G,31,189.0,4910,M,905351,EUR,1029888000,G,1,1,False,27.0,21.0,9.0,3.0,21.0,23.0,4.0,2.0,2.0,1.0,10.0,2.0,2.0,2.0,90.0,41.0,7.1,7.0,9.055e-05,0,0.0572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369882,home,Sint-Truidense VV,Rein Van Helden,,,rein-van-helden,R. V. Helden,D,20,187.0,193,M,1047163,EUR,1027468800,D,20,20,False,70.0,64.0,5.0,2.0,48.0,49.0,21.0,1.0,4.0,3.0,2.0,,,,90.0,79.0,6.8,7.0,0.0148603,0,,16.0,5.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
11369882,home,Sint-Truidense VV,Matte Smets,,,smets-matte,M. Smets,D,6,184.0,963,M,1392905,EUR,1073174400,D,16,16,False,106.0,100.0,17.0,13.0,87.0,89.0,17.0,,2.0,2.0,6.0,,,,90.0,113.0,7.1,7.0,0.00591186,0,,13.0,,1.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11369882,home,Sint-Truidense VV,Bruno Godeau,,,bruno-godeau,B. Godeau,D,31,190.0,68,M,247321,EUR,705456000,D,31,31,False,114.0,99.0,15.0,5.0,66.0,68.0,46.0,1.0,3.0,1.0,7.0,,,,90.0,121.0,7.0,15.0,0.014174,0,,33.0,3.0,3.0,,,2.0,2.0,1.0,,,True,1.0,,,,,,,,,,,,,,,,,
11369882,home,Sint-Truidense VV,Daiki Hashioka,,,daiki-hashioka,D. Hashioka,D,4,185.0,1039,M,897334,EUR,926899200,M,4,4,False,39.0,33.0,5.0,1.0,18.0,20.0,22.0,1.0,4.0,,5.0,,,,89.0,58.0,7.3,11.0,0.026829,1,,16.0,,4.0,4.0,1.0,,2.0,2.0,,,,1.0,3.0,1.0,1.0,1.0,1.0,0.102,0.5286,1.0,,,,,,,,,
11369882,home,Sint-Truidense VV,Ryotaro Ito,Ryotaro,Ito,ryotaro-ito,R. Ito,M,13,174.0,672,M,831697,EUR,886723200,M,13,13,False,23.0,19.0,,,8.0,9.0,14.0,,2.0,1.0,4.0,,,,45.0,30.0,6.9,6.0,0.00954361,2,,11.0,,2.0,2.0,2.0,,,,2.0,1.0,,,,,1.0,1.0,,0.0772,0.164,,1.0,,,,,,,,
11369882,home,Sint-Truidense VV,Mathias Delorge,Mathias Delorge-Knieper,,mathias-delorge-knieper,M. Delorge,M,17,189.0,582,M,1124749,EUR,1091232000,M,17,17,False,80.0,64.0,8.0,3.0,40.0,46.0,34.0,3.0,6.0,2.0,5.0,,,,90.0,93.0,7.0,19.0,0.0124052,0,,24.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,3.0,,,1.0,,,,,,,1.0,1.0,,,,,,
11369882,home,Sint-Truidense VV,Eric Bocat,,,eric-bocat,E. Bocat,D,17,182.0,70,M,1017684,EUR,932083200,M,77,77,False,42.0,37.0,3.0,1.0,17.0,17.0,26.0,,2.0,,5.0,,,,90.0,59.0,7.5,8.0,0.173313,0,,21.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,1.0,1.0,1.0,,,,
11369882,home,Sint-Truidense VV,Jarne Steuckers,,,steuckers-jarne,J. Steuckers,M,7,179.0,987,M,1099462,EUR,1012780800,F,18,18,False,42.0,37.0,5.0,4.0,11.0,14.0,33.0,,3.0,,4.0,,,,87.0,58.0,7.2,13.0,0.243853,2,,28.0,1.0,3.0,,,,1.0,1.0,3.0,,,,5.0,2.0,,,,0.2001,,1.0,1.0,2.0,2.0,,,1.0,,,
11369882,home,Sint-Truidense VV,Aboubakary Koita,,,aboubakary-koita,A. Koita,M,11,175.0,1938,M,890110,EUR,906249600,F,7,7,False,45.0,36.0,3.0,3.0,8.0,10.0,37.0,,7.0,,6.0,,,,89.0,66.0,8.0,16.0,0.23482,3,,28.0,,3.0,6.0,4.0,,2.0,1.0,2.0,,,,2.0,,,2.0,1.0,0.8603,1.0888,2.0,,1.0,1.0,,,1.0,,,
