match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,player_sofascoreId,stat_totalContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_totalCross,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_accurateCross,stat_dispossessed,stat_challengeLost,stat_wonContest,stat_shotOffTarget,stat_goals,stat_errorLeadToAShot,stat_errorLeadToAGoal
12499356,home,Roma,Mile Svilar,svilar-mile,M. Svilar,G,99,189,4489,M,793986,EUR,935712000,G,99,99,False,18.0,10.0,11.0,3.0,0.0,9.0,10.0,1.0,8.0,1.0,10.0,1.0,2.0,2.0,1.0,1.0,1.0,90.0,27.0,7.3,8.0,0.00031369,0,0.1596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499356,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,23,190,4038,M,611210,EUR,829699200,D,23,23,False,64.0,53.0,6.0,,0.0,25.0,27.0,28.0,37.0,3.0,,,,,,,,90.0,76.0,7.3,12.0,0.0366127,0,,True,3.0,1.0,4.0,2.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
12499356,home,Roma,Evan Ndicka,evan-ndicka,E. Ndicka,D,5,190,9220,M,848287,EUR,935107200,D,5,5,False,78.0,74.0,1.0,1.0,0.0,51.0,54.0,23.0,24.0,3.0,7.0,,,,,,,90.0,90.0,7.6,6.0,0.0313982,1,,,,3.0,2.0,5.0,2.0,,1.0,,,,evanndicka,1.0,1.0,1.0,2.0,1.0,1.0,0.0508,,,,,,,,,,,,
12499356,home,Roma,Angeliño,angelino,Angeliño,M,3,171,3336,M,848355,EUR,852336000,D,3,3,False,67.0,59.0,6.0,4.0,0.0,23.0,26.0,36.0,43.0,2.0,,,,,,,,90.0,81.0,7.6,12.0,0.0241999,1,,,1.0,2.0,2.0,4.0,1.0,,1.0,1.0,,,,,,,2.0,2.0,1.0,0.0257,2.0,1.0,1.0,0.0133,,,,,,,,
12499356,home,Roma,Zeki Çelik,zeki-celik,Z. Çelik,D,19,180,2880,M,893008,EUR,856137600,M,19,19,False,36.0,30.0,2.0,,0.0,9.0,9.0,21.0,29.0,3.0,2.0,,,,,,,90.0,58.0,6.8,9.0,0.0196226,1,,,6.0,1.0,6.0,3.0,,2.0,,,,,,,1.0,,,,,0.0419,2.0,,,,,,,,,,,
12499356,home,Roma,Manu Koné,manu-kone,M. Koné,M,17,186,6943,M,974087,EUR,990057600,M,17,17,False,56.0,53.0,1.0,1.0,0.0,25.0,26.0,28.0,30.0,,2.0,,,,,,,90.0,66.0,7.0,5.0,0.0219561,0,,,2.0,1.0,3.0,6.0,1.0,3.0,1.0,,,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,
12499356,home,Roma,Enzo Le Fée,enzo-le-fee,E. Le Fée,M,28,173,3108,M,984014,EUR,949536000,M,28,28,False,79.0,75.0,5.0,2.0,0.0,27.0,27.0,49.0,54.0,,8.0,,,,,,,90.0,94.0,7.3,7.0,0.0321346,1,,,1.0,1.0,3.0,4.0,1.0,1.0,1.0,,,,,,,1.0,2.0,,1.0,0.0495,2.0,1.0,,0.0781,1.0,1.0,,,,,,
12499356,home,Roma,Nicola Zalewski,nicola-zalewski,N. Zalewski,M,59,175,16244,M,984184,EUR,1011744000,M,59,59,False,28.0,23.0,3.0,1.0,0.0,6.0,7.0,18.0,24.0,2.0,1.0,,,,,,,79.0,43.0,6.9,11.0,0.0245453,0,,,,2.0,3.0,5.0,,2.0,,,,,nico_zale,1.0,,,1.0,1.0,,,3.0,,,,1.0,1.0,1.0,,,,,
12499356,home,Roma,Tommaso Baldanzi,tommaso-baldanzi,T. Baldanzi,M,8,170,2264,M,1012172,EUR,1048377600,F,35,35,False,47.0,42.0,,,0.0,9.0,11.0,33.0,37.0,,5.0,,,,,,,79.0,62.0,6.6,13.0,0.063247,1,,,1.0,,8.0,1.0,1.0,1.0,3.0,,,,,3.0,1.0,,,,4.0,0.0576,1.0,,,,,,1.0,,,,,
12499356,home,Roma,Niccolò Pisilli,niccolo-pisilli,N. Pisilli,M,61,180,2244,M,1175821,EUR,1095897600,F,61,61,False,29.0,24.0,1.0,1.0,0.0,6.0,6.0,18.0,24.0,,3.0,,,,,,,65.0,38.0,7.0,10.0,0.0686617,0,,,2.0,,3.0,2.0,,1.0,,1.0,,,,,,,1.0,1.0,3.0,,1.0,,,,,,1.0,,,,,
12499356,home,Roma,Paulo Dybala,paulo-dybala,P. Dybala,F,21,177,117714,M,256219,EUR,753321600,F,21,21,False,51.0,45.0,3.0,3.0,0.0,8.0,8.0,40.0,48.0,,2.0,,,,,,,78.0,72.0,8.4,14.0,0.217238,4,,,,1.0,3.0,6.0,,1.0,1.0,2.0,,,LaJoya,2.0,2.0,,2.0,1.0,4.0,0.4074,5.0,1.0,1.0,0.6462,3.0,2.0,,2.0,1.0,1.0,,
12499356,home,Roma,Lorenzo Pellegrini,lorenzo-pellegrini,L. Pellegrini,M,7,186,5687,M,555540,EUR,835142400,M,7,7,True,13.0,10.0,1.0,,0.0,4.0,5.0,6.0,9.0,,3.0,,,,,,,25.0,16.0,6.4,5.0,0.00484202,0,,,1.0,,3.0,1.0,,1.0,2.0,,,,lorepelle7,,,,,,1.0,,1.0,,,,,,,,,,,
12499356,home,Roma,Eldor Shomurodov,shomurodov-eldor,E. Shomurodov,F,14,190,31540,M,791355,EUR,804384000,F,14,14,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,,,,,,,,12.0,6.0,6.6,2.0,0.00053756,0,,,,,,1.0,,,,,,,,1.0,,,,,2.0,,,,,,,,,1.0,,,,
12499356,home,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,4,186,2731,M,186855,EUR,794188800,M,4,4,True,6.0,3.0,,,0.0,2.0,2.0,1.0,4.0,,,,,,,,,11.0,7.0,6.7,3.0,0.0001678,0,,,,1.0,,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
12499356,home,Roma,Stephan El Shaarawy,stephan-el-shaarawy,S. El Shaarawy,F,22,178,5712,M,45925,EUR,720144000,F,92,92,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,1.0,,,,,,,11.0,5.0,6.5,1.0,0.0038175,0,,,1.0,,1.0,,1.0,,,,,,stewel92,,,,,,1.0,,,,,,,,,,,,,
12499356,home,Roma,Renato Marin,renato-bellucci-marin,R. B. Marin,G,89,194,3853,M,1524396,EUR,1152489600,G,89,89,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499356,home,Roma,Mathew Ryan,mathew-ryan,M. Ryan,G,13,184,1508,M,134029,EUR,702691200,G,98,98,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499356,home,Roma,Samuel Dahl,dahl-samuel,S. Dahl,D,26,171,2179,M,993101,EUR,1046736000,D,26,26,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499356,home,Roma,Buba Sangare,sangare-buba,B. Sangaré,D,42,184,921,M,1542721,EUR,1186358400,D,66,66,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Buba Sangaré,,,,,,,,,,,,,,,,,,,,,
12499356,home,Roma,Saud Abdulhamid,abdulhamid-saud,S. Abdulhamid,D,23,178,8314,M,966849,EUR,932256000,D,12,12,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,s.abdulhamed66,,,,,,,,,,,,,,,,,,,
12499356,home,Roma,Mats Hummels,mats-hummels,M. Hummels,D,15,191,4596,M,16632,EUR,598233600,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,aussenrist15,,,,,,,,,,,,,,,,,,,
12499356,home,Roma,Leandro Paredes,leandro-paredes,L. Paredes,M,5,180,25603,M,255389,EUR,772848000,M,16,16,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,LeoParedes,,,,,,,,,,,,,,,,,,,
12499356,home,Roma,Matías Soulé,matias-soule,M. Soulé,F,18,182,12526,M,1082406,EUR,1050364800,F,18,18,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,matiassoule11,,,,,,,,,,,,,,,,,,,
12499356,away,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202,6222,M,356160,EUR,856396800,G,32,32,False,48.0,37.0,17.0,6.0,0.0,32.0,32.0,5.0,16.0,,10.0,,1.0,2.0,,1.0,,90.0,58.0,6.8,11.0,0.00586354,0,-0.2625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499356,away,Torino,Saúl Coco,saul-coco,S. Coco,D,23,188,1248,M,1089453,EUR,918518400,D,23,23,False,51.0,43.0,6.0,1.0,0.0,33.0,35.0,10.0,16.0,6.0,3.0,,,,,,,90.0,65.0,6.8,9.0,0.00147505,1,,,,4.0,3.0,5.0,2.0,,2.0,,,,,1.0,1.0,1.0,,,,0.0721,,,,,,1.0,,1.0,,,,
12499356,away,Torino,Guillermo Maripán,guillermo-maripan,G. Maripán,D,13,193,2139,M,339909,EUR,768182400,D,13,13,False,30.0,28.0,2.0,1.0,0.0,24.0,26.0,4.0,4.0,5.0,3.0,,,,,,,59.0,40.0,6.9,2.0,0.0017966,1,,,,1.0,1.0,3.0,2.0,,,,,,,,,,2.0,1.0,,0.0859,,1.0,,0.0454,,,1.0,,,,,
12499356,away,Torino,Adam Masina,adam-masina,A. Masina,D,,189,5428,M,259995,EUR,757468800,D,5,5,False,64.0,47.0,10.0,1.0,0.0,34.0,36.0,13.0,28.0,2.0,3.0,,,,,,,90.0,81.0,6.5,19.0,0.00549194,0,,,1.0,5.0,5.0,8.0,,2.0,2.0,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,
12499356,away,Torino,Mërgim Vojvoda,mergim-vojvoda,M. Vojvoda,D,31,187,1424,M,798147,EUR,791596800,M,27,27,False,52.0,42.0,2.0,2.0,0.0,28.0,34.0,14.0,19.0,1.0,3.0,,,,,,,88.0,67.0,6.6,13.0,0.0066497,0,,,2.0,,5.0,1.0,2.0,,2.0,,,,,,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,,
12499356,away,Torino,Samuele Ricci,samuele-ricci,S. Ricci,M,4,182,4118,M,930189,EUR,998352000,M,28,28,False,40.0,30.0,1.0,1.0,0.0,20.0,23.0,10.0,17.0,,1.0,,,,,,,90.0,51.0,6.5,14.0,0.083961,0,,,2.0,,6.0,2.0,1.0,1.0,2.0,,,,,1.0,,1.0,1.0,1.0,2.0,,,,,,,1.0,,,,,1.0,
12499356,away,Torino,Karol Linetty,karol-linetty,K. Linetty,M,10,176,2109,M,189135,EUR,791683200,M,77,77,False,23.0,20.0,2.0,2.0,0.0,8.0,10.0,12.0,13.0,,4.0,,,,,,,79.0,30.0,6.4,4.0,0.014275,1,,True,,,1.0,4.0,,1.0,,,,,,2.0,1.0,1.0,2.0,2.0,,0.0267,,,,,,,,1.0,,,,1.0
12499356,away,Torino,Gvidas Gineitis,gineitis-gvidas,G. Gineitis,M,66,191,1446,M,1030829,EUR,1081987200,M,66,66,False,18.0,15.0,,,0.0,7.0,8.0,9.0,14.0,1.0,3.0,,,,,,,45.0,24.0,6.5,6.0,0.199423,0,,,1.0,,2.0,,1.0,,1.0,,,,,,,,,,,,4.0,,,,1.0,,,,,,,
12499356,away,Torino,Valentino Lazaro,valentino-lazaro,V. Lazaro,M,20,180,1014,M,233826,EUR,827625600,M,20,20,False,38.0,33.0,4.0,3.0,0.0,20.0,21.0,15.0,22.0,,2.0,,,,,,,90.0,57.0,6.5,11.0,0.0980484,0,,,1.0,,5.0,1.0,,,3.0,,,,,2.0,,,1.0,1.0,1.0,,5.0,,,,2.0,,,,,,,
12499356,away,Torino,Antonio Sanabria,antonio-sanabria,A. Sanabria,F,99,181,3538,M,333261,EUR,825897600,F,9,9,False,11.0,10.0,,,0.0,1.0,2.0,9.0,9.0,,1.0,,,,,,,59.0,15.0,6.5,4.0,0.00808995,0,,,,1.0,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
12499356,away,Torino,Che Adams,che-adams,C. Adams,F,19,175,2940,M,773409,EUR,837216000,F,18,18,False,14.0,10.0,,,0.0,4.0,6.0,6.0,8.0,1.0,2.0,,,,,,,90.0,24.0,6.7,7.0,0.0103251,0,,,2.0,2.0,4.0,5.0,,2.0,1.0,1.0,,,,2.0,,1.0,,,1.0,,,,,,,1.0,,1.0,,,,
