match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_expectedGoals,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_totalOffside,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals
13472892,home,Grêmio,Tiago Volpi,tiago-volpi,T. Volpi,G,18,189,1690,M,243509,EUR,661564800,G,1,1,False,29.0,25.0,10.0,6.0,0.0,24.0,24.0,1.0,5.0,1.0,5.0,1.0,2.0,90.0,36.0,6.9,4.0,0.0001725,0,0.0486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472892,home,Grêmio,Camilo,camilo,Camilo,M,15,176,596,M,975319,EUR,919728000,D,15,15,False,28.0,19.0,2.0,,0.0,13.0,15.0,6.0,13.0,7.0,3.0,,,84.0,52.0,6.7,14.0,0.00341488,0,,2.0,1.0,2.0,6.0,5.0,2.0,1.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
13472892,home,Grêmio,Fabián Balbuena,fabian-balbuena,F. Balbuena,D,2,188,1611,M,339447,EUR,682905600,D,13,13,False,82.0,70.0,7.0,4.0,0.0,42.0,46.0,28.0,36.0,15.0,5.0,,,90.0,110.0,7.3,15.0,0.0138012,0,,1.0,1.0,4.0,3.0,7.0,1.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
13472892,home,Grêmio,Wagner Leonardo,wagner-leonardo,W. Leonardo,D,3,186,1490,M,976235,EUR,932688000,D,3,3,False,81.0,79.0,6.0,6.0,0.0,45.0,46.0,34.0,35.0,8.0,6.0,,,90.0,94.0,7.4,2.0,0.059165,0,,,2.0,5.0,2.0,6.0,,,3.0,,,,,,1.0,,True,,,,,,,,,,,,,,,,
13472892,home,Grêmio,Marlon,marlon,Marlon,D,23,178,1921,M,870787,EUR,864086400,D,23,23,False,54.0,43.0,5.0,3.0,0.0,19.0,20.0,24.0,34.0,6.0,6.0,,,90.0,89.0,7.3,20.0,0.15392,1,,9.0,2.0,,6.0,1.0,2.0,1.0,3.0,,,1.0,,2.0,1.0,4.0,,,,5.0,1.0,1.0,0.0103,,,,,,,,,,
13472892,home,Grêmio,Dodi,dodi,Dodi,M,17,169,1040,M,870804,EUR,829699200,M,17,17,False,50.0,48.0,2.0,2.0,0.0,24.0,24.0,24.0,26.0,2.0,1.0,,,83.0,60.0,6.8,4.0,0.0232583,0,,,,2.0,6.0,6.0,3.0,1.0,,2.0,2.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,
13472892,home,Grêmio,Edenilson,edenilson,Edenilson,M,8,175,1388,M,221636,EUR,629942400,M,8,8,False,20.0,17.0,1.0,,0.0,6.0,7.0,11.0,13.0,,4.0,,,58.0,38.0,7.1,7.0,0.00588233,2,,,,1.0,2.0,7.0,,,1.0,4.0,3.0,,,2.0,2.0,1.0,,,,,,1.0,0.1821,2.0,1.0,1.0,0.5274,,,,,,
13472892,home,Grêmio,Cristian Olivera,cristian-olivera,C. Olivera,M,99,170,1981,M,1068987,EUR,1019001600,M,99,99,False,18.0,13.0,1.0,,0.0,5.0,8.0,8.0,10.0,2.0,5.0,,,58.0,32.0,6.8,9.0,0.0360898,1,,1.0,,2.0,1.0,4.0,1.0,2.0,1.0,,,,2.0,2.0,,1.0,,Cristian Olivera,,,,,0.019,,,1.0,0.0575,,,,,,
13472892,home,Grêmio,Alysson,alysson-edward-franco-da-rocha,Alysson,M,47,184,2252,M,1631879,EUR,1146787200,M,47,47,False,28.0,21.0,,,0.0,10.0,10.0,11.0,18.0,,3.0,,,90.0,48.0,7.0,13.0,0.283488,1,,3.0,3.0,2.0,8.0,9.0,,2.0,,1.0,1.0,2.0,1.0,1.0,5.0,2.0,,Alysson Edward Franco da Rocha,,1.0,1.0,1.0,0.0321,2.0,,,,,,,,,
13472892,home,Grêmio,Riquelme Freitas,riquelme-freitas-dos-santos,Riquelme,M,65,181,656,M,1634619,EUR,1155340800,M,65,65,False,53.0,48.0,4.0,2.0,0.0,18.0,20.0,30.0,33.0,,2.0,,,78.0,68.0,6.9,11.0,0.0723411,1,,2.0,,,1.0,2.0,,1.0,,,,,1.0,4.0,1.0,1.0,,Riquelme Freitas,,1.0,,,0.2428,1.0,,1.0,0.2317,,,,,,
