match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_errorLeadToAShot,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_challengeLost,stat_lastManTackle,stat_wonTackle,stat_fouls,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_totalOffside,stat_expectedGoalsOnTarget,captain,stat_accurateCross,stat_dispossessed,stat_bigChanceMissed,stat_bigChanceCreated
14035915,home,KV Mechelen,Myron Van Brederode,myron-van-brederode,M. V. Brederode,M,9,172.0,395,M,1012925,EUR,1057449600,F,9,9,False,33.0,29.0,1.0,1.0,0.0,9.0,9.0,20.0,24.0,1.0,1.0,,,,,90.0,56.0,6.4,16.0,0.132707,,2,,0.14,0.17,0.14,,,,6.0,1.0,,6.0,4.0,,,,,,1.0,0.0971,1.0,-0.18,,,,,6.0,3.0,1.0,1.0,,1.0,,0.1152,,1.0,2.0,,
14035915,home,KV Mechelen,Dikeni Salifou,salifou-dikeni,D. Salifou,M,29,191.0,187,M,1166767,EUR,1055030400,M,29,29,True,25.0,21.0,2.0,1.0,0.0,14.0,16.0,7.0,9.0,2.0,3.0,,,,,45.0,31.0,6.8,6.0,0.00329353,,0,,-0.11,0.21,0.16,,,,1.0,,3.0,1.0,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
14035915,home,KV Mechelen,Bill Antonio,bill-antonio,B. Antonio,F,38,177.0,214,M,1158921,EUR,1031011200,F,38,38,True,1.0,,,,0.0,,,,1.0,1.0,,,,,,17.0,8.0,6.5,3.0,,,1,,-0.01,0.21,-0.01,,Bill Antonio,,,1.0,,2.0,2.0,,,,,,,0.0594,1.0,-0.21,,,,1.0,2.0,2.0,1.0,,,,,0.2303,,,,,
14035915,home,KV Mechelen,Benito Raman,benito-raman,B. Raman,F,14,172.0,396,M,94300,EUR,784166400,F,14,14,True,2.0,2.0,,,0.0,,,2.0,2.0,,,,,,,11.0,4.0,6.6,1.0,0.00298702,,0,,-0.01,0.06,0.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,
14035915,home,KV Mechelen,Tommy St. Jago,tommy-st-jago,T. S. Jago,D,33,186.0,182,M,876232,EUR,946857600,D,33,33,True,6.0,4.0,1.0,,0.0,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,13.0,,4.0,0.00161924,,0,,,,,,,,,1.0,,2.0,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,1.0,,
14035915,home,KV Mechelen,Tijn Van Ingelgom,tijn-van-ingelgom,T. V. Ingelgom,G,15,194.0,48,M,1547695,EUR,1173052800,G,15,15,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Tijn Van Ingelgom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035915,home,KV Mechelen,Gora Diouf,diouf-gora,G. Diouf,D,4,185.0,134,M,1407164,EUR,1064016000,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Gora Diouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035915,home,KV Mechelen,Massimo Decoene,massimo-decoene,M. Decoene,D,39,183.0,44,M,1391861,EUR,1076457600,M,39,39,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Massimo Decoene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035915,home,KV Mechelen,Lovro Golič,lovro-golic,L. Golič,D,22,195.0,169,M,1215063,EUR,1141516800,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035915,home,KV Mechelen,Ian Struyf,ian-struyf,I. Struyf,D,18,191.0,75,M,2192147,EUR,1187740800,D,18,18,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035915,away,Oud-Heverlee Leuven,Tobe Leysen,tobe-leysen,T. Leysen,G,1,187.0,289,M,996979,EUR,1015632000,G,1,1,False,27.0,18.0,15.0,6.0,0.0,12.0,12.0,6.0,15.0,,9.0,1.0,2.0,4.0,,90.0,36.0,7.5,9.0,0.0158498,0.6074,0,0.2354,0.23,-0.02,-0.01,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035915,away,Oud-Heverlee Leuven,Ewoud Pletinckx,ewoud-pletinckx,E. Pletinckx,D,28,190.0,193,M,949101,EUR,971136000,D,28,28,False,49.0,38.0,5.0,1.0,0.0,25.0,25.0,13.0,24.0,8.0,1.0,,,,,90.0,65.0,7.7,13.0,0.0170199,,1,,-0.14,0.05,0.13,,,,,1.0,5.0,3.0,6.0,,,2.0,1.0,,,0.1366,,0.51,1.0,,,1.0,,,1.0,,1.0,2.0,,0.8702,,,,,
14035915,away,Oud-Heverlee Leuven,Noë Dussenne,noe-dussenne,N. Dussenne,D,3,191.0,108,M,115569,EUR,702604800,D,3,3,False,44.0,37.0,8.0,5.0,0.0,23.0,24.0,14.0,20.0,10.0,3.0,,,,,90.0,61.0,7.1,8.0,0.0110399,,1,,0.17,0.07,0.32,,,,,3.0,3.0,5.0,5.0,,2.0,1.0,2.0,,,0.1381,,-0.3,2.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,
14035915,away,Oud-Heverlee Leuven,Roggerio Nyakossi,roggerio-nyakossi,R. Nyakossi,D,34,194.0,192,M,1129502,EUR,1073952000,D,34,34,False,40.0,38.0,7.0,6.0,0.0,29.0,30.0,9.0,10.0,2.0,5.0,,,,,81.0,47.0,7.0,2.0,0.00374368,,1,,0.15,0.18,0.19,,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,0.0489,,-0.27,,,1.0,1.0,,,,,,,,,,,,,
14035915,away,Oud-Heverlee Leuven,Óscar Gil,oscar-gil,Ó. Gil,D,27,175.0,90,M,959820,EUR,893548800,M,27,27,False,19.0,14.0,1.0,,0.0,8.0,8.0,6.0,11.0,1.0,3.0,,,,,63.0,35.0,6.2,12.0,0.0104617,,0,,-0.21,0.17,-0.05,,,,,,,7.0,,,,1.0,,,,,1.0,,3.0,,,1.0,1.0,,,,,3.0,,,,,2.0,,
14035915,away,Oud-Heverlee Leuven,Wouter George,wouter-george,W. George,M,6,172.0,63,M,983027,EUR,1015027200,M,6,6,False,24.0,18.0,1.0,,0.0,1.0,3.0,17.0,21.0,2.0,3.0,,,,,90.0,50.0,6.7,14.0,0.0253221,,0,,0.02,0.0,-0.04,,,,1.0,2.0,,9.0,9.0,,,3.0,8.0,,1.0,,1.0,,3.0,,7.0,2.0,3.0,,,,,4.0,,,,,,,
14035915,away,Oud-Heverlee Leuven,Łukasz Łakomy,lukasz-lakomy,Ł. Łakomy,M,24,181.0,794,M,1001201,EUR,979776000,M,24,24,False,37.0,28.0,5.0,3.0,0.0,14.0,16.0,14.0,21.0,2.0,6.0,,,,,81.0,53.0,6.5,14.0,0.0201749,,1,,0.08,0.06,-0.1,,,,1.0,,,5.0,3.0,,,1.0,1.0,,1.0,0.0177,,0.0,2.0,,,1.0,1.0,1.0,,1.0,,1.0,,,,,2.0,,
14035915,away,Oud-Heverlee Leuven,Takahiro Akimoto,takahiro-akimoto,T. Akimoto,D,30,170.0,293,M,1028340,EUR,886204800,M,30,30,False,23.0,20.0,7.0,4.0,0.0,12.0,13.0,8.0,10.0,4.0,5.0,,,,,90.0,43.0,7.1,6.0,0.0294019,,0,,0.14,0.13,0.25,,,,2.0,,1.0,4.0,6.0,,,1.0,4.0,,1.0,,1.0,,1.0,,3.0,2.0,1.0,,,,,1.0,,,,1.0,,,
14035915,away,Oud-Heverlee Leuven,Mathieu Maertens,mathieu-maertens,M. Maertens,F,33,182.0,86,M,360652,EUR,796262400,F,33,33,False,4.0,2.0,,,0.0,,1.0,2.0,3.0,2.0,2.0,,,,,45.0,12.0,6.4,3.0,0.00181037,,3,,0.0,0.02,0.17,,,,,,,2.0,,3.0,,1.0,,,,0.3411,,-0.52,1.0,,,1.0,,,,,,1.0,,,True,,,1.0,
14035915,away,Oud-Heverlee Leuven,Youssef Maziz,youssef-maziz,Y. Maziz,M,10,175.0,445,M,862821,EUR,898646400,F,10,10,False,33.0,27.0,3.0,1.0,1.0,15.0,15.0,12.0,18.0,,6.0,,,,,90.0,51.0,7.1,14.0,0.30833,,3,,0.41,0.33,-0.1,,,,7.0,1.0,,6.0,3.0,1.0,,1.0,1.0,,2.0,0.714,2.0,-0.41,2.0,,1.0,1.0,2.0,,1.0,1.0,,2.0,,0.2749,,3.0,,1.0,1.0
14035915,away,Oud-Heverlee Leuven,Chukwubuikem Ikwuemesi,ikwuemesi-chukwubuikem,C. Ikwuemesi,F,19,195.0,417,M,1143547,EUR,996969600,F,19,19,False,9.0,8.0,,,0.0,1.0,1.0,7.0,8.0,,1.0,,,,,63.0,14.0,6.6,4.0,0.159169,,0,,0.14,0.03,0.0,,,,,,1.0,3.0,2.0,,,,,,1.0,,1.0,,,,,2.0,1.0,,,,,1.0,,,,,1.0,,
14035915,away,Oud-Heverlee Leuven,Jovan Mijatović,jovan-mijatovic,J. Mijatović,F,11,179.0,1132,M,1146136,EUR,1121040000,F,22,22,True,7.0,4.0,2.0,2.0,0.0,,,4.0,7.0,1.0,1.0,,,,,45.0,20.0,6.9,10.0,0.0130662,,2,,-0.09,-0.07,-0.01,,Jovan Mijatovic,,2.0,2.0,,2.0,1.0,,,,,,,0.1539,,0.27,,,,1.0,1.0,1.0,2.0,,,1.0,,0.5344,,,,1.0,
14035915,away,Oud-Heverlee Leuven,Davis Opoku,davis-opoku,D. Opoku,D,99,,100,M,1860321,EUR,1193616000,D,99,99,True,9.0,8.0,,,0.0,3.0,3.0,5.0,6.0,,,,,,,27.0,21.0,6.8,3.0,0.0317866,,0,,0.04,0.02,-0.18,,Davis Opoku,,1.0,,1.0,1.0,5.0,,,1.0,2.0,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,
14035915,away,Oud-Heverlee Leuven,Sory Kaba,sory-kaba,S. Kaba,F,39,191.0,1032,M,869131,EUR,806889600,F,39,39,True,9.0,5.0,,,0.0,,,5.0,9.0,1.0,2.0,,,,,27.0,15.0,6.4,8.0,0.0551695,,0,,-0.78,0.25,0.14,,,,1.0,,2.0,2.0,3.0,,,,,,,,1.0,,,,,2.0,1.0,1.0,,,,1.0,,,,,1.0,,
14035915,away,Oud-Heverlee Leuven,Thibaud Verlinden,thibaud-verlinden,T. Verlinden,M,7,173.0,110,M,826172,EUR,931478400,F,7,7,True,3.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,,,,,,,9.0,9.0,7.0,1.0,0.16836,,1,,0.31,0.03,0.0,,,,2.0,,,,1.0,,,1.0,,,,0.0233,2.0,0.0,,,,,1.0,1.0,,1.0,,,,,,2.0,,,1.0
14035915,away,Oud-Heverlee Leuven,Abdoul Karim Traoré,abdoul-karim-traore,A. K. Traoré,F,9,178.0,1010,M,2033824,EUR,1168560000,F,9,9,True,2.0,1.0,,,0.0,,1.0,1.0,1.0,,1.0,,,,,9.0,3.0,6.4,1.0,0.0007338,,0,,-0.03,,-0.01,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
14035915,away,Oud-Heverlee Leuven,Maxence Prévot,maxence-prevot,M. Prévot,G,16,184.0,55,M,785520,EUR,860544000,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035915,away,Oud-Heverlee Leuven,Liam McAlinney,liam-mcalinney,L. McAlinney,D,43,,18,M,1899538,EUR,1137628800,D,43,43,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Liam McAlinney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035915,away,Oud-Heverlee Leuven,Thibault Vlietinck,thibault-vlietinck,T. Vlietinck,D,77,178.0,57,M,823046,EUR,871948800,D,77,77,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035915,away,Oud-Heverlee Leuven,Henok Teklab,henok-teklab,H. Teklab,M,14,174.0,150,M,940558,EUR,911174400,M,14,14,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
