match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_ballRecovery,stat_fouls,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,captain,stat_totalOffside,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_keeperSaveValue,stat_goalkeeperValueNormalized,player_sofascoreId
15197288,home,Bristol City,Joe Lumley,joe-lumley,J. Lumley,G,13,190.0,118,M,591620,EUR,792806400,G,13,13,False,16.0,12.0,8.0,4.0,0.0,11.0,12.0,1.0,4.0,1.0,2.0,1.0,1.0,90.0,16.0,6.4,4.0,35.024379057658,7.0,9.66,7.245,0,0.03,0.02,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15197288,home,Bristol City,George Tanner,tanner-george,G. Tanner,D,19,181.0,60,M,927367,EUR,942710400,D,19,19,False,45.0,38.0,5.0,,0.0,15.0,15.0,23.0,30.0,7.0,1.0,1.0,,90.0,60.0,6.4,11.0,115.83268786076,17.0,33.915,16.065,0,0.18,0.06,-0.08,2.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15197288,home,Bristol City,Robert Dickie,robert-dickie,R. Dickie,D,16,185.0,131,M,802697,EUR,825811200,D,16,16,False,76.0,66.0,3.0,1.0,0.0,41.0,44.0,25.0,32.0,,3.0,,,90.0,85.0,7.3,10.0,148.29364690677,25.0,6.09,16.17,1,0.43,0.11,-0.19,,3.0,7.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,16.354253391702,1.0,1.0,-0.53,,,,,,,,,,,,,,,
15197288,home,Bristol City,Robert Atkinson,atkinson-robert,R. Atkinson,D,5,193.0,95,M,920518,EUR,900288000,D,5,5,False,51.0,46.0,1.0,1.0,0.0,25.0,26.0,21.0,25.0,2.0,2.0,,,71.0,67.0,8.2,7.0,146.51081958308,16.0,-60.375,14.595,1,0.16,-0.04,0.15,,5.0,8.0,1.0,1.0,,4.0,,1.0,1.0,,,,,3.0,2.0,1.0,,,,0.51,,,1.0,1.0,,,,,,,,,,,
15197288,home,Bristol City,Zak Vyner,zak-vyner,Z. Vyner,D,26,178.0,166,M,829186,EUR,863568000,M,14,14,False,42.0,33.0,,,0.0,13.0,16.0,20.0,26.0,4.0,4.0,,,90.0,73.0,6.8,17.0,60.919703171675,11.0,39.585,7.035,1,0.15,-0.05,0.14,2.0,1.0,4.0,1.0,,1.0,1.0,1.0,,,,,,,2.0,3.0,1.0,,,1.0,-0.01,,,,,7.0,1.0,1.0,,,,,,,,
15197288,home,Bristol City,Jason Knight,jason-knight,J. Knight,M,12,173.0,389,M,958918,EUR,982022400,M,12,12,False,56.0,49.0,3.0,3.0,0.0,23.0,28.0,26.0,28.0,1.0,10.0,,,59.0,62.0,7.2,9.0,139.98298553689,20.0,54.39,24.78,1,0.25,0.19,0.21,,1.0,2.0,,1.0,,1.0,,,1.0,,,,1.0,,,,25.03101468179,1.0,1.0,-0.07,,,,,1.0,,,True,,,,,,,
15197288,home,Bristol City,Sam Morsy,sam-morsy,S. Morsy,M,40,175.0,1812,M,108515,EUR,684460800,M,40,40,False,92.0,79.0,8.0,1.0,0.0,32.0,32.0,47.0,60.0,,8.0,,,90.0,107.0,7.6,15.0,300.67103237262,43.0,99.435,13.965,0,0.25,0.26,0.19,,2.0,9.0,,,,2.0,,,3.0,,,,,1.0,4.0,3.0,17.376722821062,1.0,,,,,,,,,,,,,,,,,
15197288,home,Bristol City,Neto Borges,neto-borges,N. Borges,D,21,183.0,243,M,920008,EUR,842572800,M,21,21,False,37.0,24.0,6.0,1.0,2.0,6.0,9.0,18.0,28.0,8.0,8.0,2.0,,90.0,79.0,8.0,25.0,148.00006282544,21.0,66.36,16.8,0,0.6,0.14,-0.1,3.0,,10.0,1.0,1.0,2.0,,,3.0,1.0,1.0,1.0,,,2.0,8.0,5.0,24.535694832827,2.0,3.0,,,,,,3.0,1.0,,,2.0,,,,,,
15197288,home,Bristol City,Sam Bell,sam-bell,S. Bell,F,20,178.0,96,M,1093053,EUR,1022112000,F,20,20,False,8.0,5.0,1.0,,0.0,3.0,3.0,2.0,5.0,5.0,1.0,,,58.0,23.0,6.9,7.0,71.128198052428,8.0,33.81,11.025,2,-0.06,0.55,0.19,2.0,,2.0,1.0,1.0,2.0,1.0,,1.0,,1.0,,,,1.0,1.0,,28.269482691022,3.0,1.0,0.1,Sam Bell,,1.0,,1.0,,1.0,,,,,,,,
15197288,home,Bristol City,Anis Mehmeti,anis-mehmeti,A. Mehmeti,F,33,180.0,893,M,1007072,EUR,978998400,F,11,11,False,16.0,12.0,,,0.0,2.0,3.0,10.0,13.0,8.0,3.0,1.0,,58.0,27.0,7.6,11.0,65.542844597173,8.0,-6.195,6.615,1,0.45,0.12,-0.11,1.0,,1.0,1.0,3.0,2.0,,,1.0,,,1.0,,,,1.0,1.0,12.386323465823,1.0,2.0,0.51,,,1.0,1.0,3.0,2.0,,,,,,,,,
