match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_challengeLost,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalContest,stat_wonContest,player_firstName,player_lastName,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_hitWoodwork,stat_penaltyMiss,player_sofascoreId,stat_bigChanceCreated,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist,stat_penaltyConceded,stat_goals
10388455,home,FC Augsburg,Rafał Gikiewicz,rafal-gikiewicz,R. Gikiewicz,G,12,190,723,M,44938,EUR,562204800,G,1,1,False,48.0,29.0,27.0,9.0,22.0,25.0,7.0,23.0,25.0,1.0,3.0,90.0,63.0,6.9,19.0,0.0,0.0,0.0467886,0,-0.1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388455,home,FC Augsburg,Jeffrey Gouweleeuw,jeffrey-gouweleeuw,J. Gouweleeuw,D,6,187,229,M,146853,EUR,679104000,D,6,6,False,19.0,8.0,9.0,1.0,7.0,8.0,1.0,11.0,2.0,,,27.0,21.0,6.6,11.0,0.0,0.0,0.0076984,0,,True,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388455,home,FC Augsburg,Reece Oxford,reece-oxford,R. Oxford,D,,191,251,M,788768,EUR,913766400,D,4,4,False,38.0,18.0,15.0,4.0,12.0,23.0,6.0,15.0,5.0,,,76.0,54.0,7.0,22.0,0.0,0.0,0.104636,0,,,7.0,6.0,9.0,4.0,1.0,1.0,,6.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10388455,home,FC Augsburg,Felix Uduokhai,felix-uduokhai,F. Uduokhai,D,14,193,1726,M,792142,EUR,873763200,D,19,19,False,56.0,40.0,11.0,5.0,32.0,37.0,8.0,19.0,4.0,,,90.0,64.0,6.7,16.0,0.0,0.0,0.00293699,0,,,6.0,6.0,7.0,4.0,1.0,1.0,1.0,4.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10388455,home,FC Augsburg,Robert Gumny,robert-gumny,R. Gumny,D,20,182,1253,M,834986,EUR,896918400,M,2,2,False,44.0,32.0,6.0,3.0,18.0,23.0,15.0,24.0,11.0,,,90.0,73.0,6.9,20.0,0.0037,0.0966,0.158591,1,,,3.0,6.0,4.0,1.0,1.0,1.0,1.0,3.0,,,2.0,,1.0,,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10388455,home,FC Augsburg,Carlos Gruezo,carlos-gruezo,C. Gruezo,M,11,172,502,M,155802,EUR,798249600,M,8,8,False,8.0,8.0,3.0,3.0,7.0,7.0,1.0,1.0,4.0,,,30.0,9.0,6.5,,0.0,0.0,0.00192738,0,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10388455,home,FC Augsburg,Elvis Rexhbeçaj,elvis-rexhbecaj,E. Rexhbeçaj,M,8,178,483,M,842188,EUR,878342400,M,13,13,False,32.0,17.0,6.0,,10.0,17.0,7.0,15.0,9.0,,,76.0,36.0,6.2,16.0,0.0,0.0,0.00884048,0,,,,4.0,1.0,2.0,1.0,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
10388455,home,FC Augsburg,Iago Borduchi,iago,I. Borduchi,D,25,181,849,M,869644,EUR,859075200,M,22,22,False,27.0,17.0,4.0,1.0,4.0,6.0,14.0,26.0,3.0,,,90.0,54.0,6.8,23.0,0.0,0.0,0.365028,0,,,,5.0,4.0,,2.0,1.0,1.0,1.0,,,3.0,1.0,2.0,1.0,5.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,
10388455,home,FC Augsburg,Florian Niederlechner,florian-niederlechner,F. Niederlechner,F,7,186,341,M,156146,EUR,656726400,F,7,7,False,28.0,18.0,2.0,,5.0,7.0,13.0,22.0,2.0,,,90.0,47.0,6.3,17.0,1.0043,0.9297,0.20725,6,,,6.0,7.0,10.0,,,,1.0,1.0,,,1.0,3.0,1.0,,1.0,,2.0,3.0,4.0,1.0,Florian,Niederlechner,1.0,1.0,2.0,1.0,,,,,,,,,,,,
10388455,home,FC Augsburg,Mergim Berisha,mergim-berisha,M. Berisha,F,20,186,561,M,770083,EUR,894844800,F,11,11,False,13.0,7.0,,,1.0,3.0,7.0,15.0,2.0,,,90.0,31.0,6.2,15.0,0.8351,0.0,0.176948,3,,,5.0,9.0,7.0,,,,1.0,5.0,,,2.0,2.0,1.0,,5.0,1.0,3.0,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,
