match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_wasFouled,stat_shotOffTarget,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_goodHighClaim,stat_blockedScoringAttempt
11067301,home,Corinthians,Cássio,cassio,Cássio,G,1,195,4592,M,rcassio12,27756,EUR,549936000,G,12,12,False,True,29.0,24.0,11.0,6.0,21.0,23.0,3.0,6.0,1.0,6.0,2.0,4.0,1.0,90.0,36.0,7.7,5.0,0.0,0.0,0.00540819,1.0,0,1.1842,,,,,,,,,,,,,,,,,,,,,,,,,,
11067301,home,Corinthians,Bruno Méndez,bruno-mendez,Bruno Méndez,D,4,184,752,M,,923000,EUR,936921600,D,25,25,False,,32.0,25.0,5.0,2.0,7.0,10.0,18.0,22.0,5.0,1.0,,,,90.0,60.0,7.5,9.0,0.0,0.0,0.0216905,,0,,,,4.0,1.0,7.0,6.0,2.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,
11067301,home,Corinthians,Gil,gil,Gil,D,4,191,1081,M,,106402,EUR,550454400,D,4,4,False,,38.0,35.0,3.0,1.0,29.0,30.0,6.0,8.0,8.0,2.0,,,,90.0,50.0,7.3,3.0,0.0,0.0,0.00829838,,0,,,,,3.0,2.0,4.0,1.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,
11067301,home,Corinthians,Lucas Veríssimo,lucas-verissimo,L. Veríssimo,D,28,188,1027,M,,826343,EUR,804643200,D,3,3,False,,47.0,42.0,5.0,3.0,30.0,33.0,12.0,14.0,10.0,2.0,,,,90.0,65.0,7.7,5.0,0.1666,0.0,0.00326569,1.0,2,,,,,6.0,2.0,8.0,,1.0,,1.0,1.0,,2.0,,1.0,2.0,,,,,,,,,,
11067301,home,Corinthians,Fábio Santos,fabio-santos,Fábio Santos,D,6,179,356,,,35519,EUR,495676800,D,6,6,False,,30.0,24.0,4.0,3.0,12.0,16.0,12.0,14.0,3.0,2.0,,,,69.0,42.0,6.8,7.0,0.0,0.0,0.00618443,,0,,,,,1.0,1.0,4.0,,,1.0,1.0,1.0,,1.0,,2.0,,,,,,,,,,,
11067301,home,Corinthians,Giuliano,giuliano,Giuliano,M,,172,929,M,,90862,EUR,644112000,M,20,20,False,,46.0,43.0,7.0,5.0,27.0,28.0,17.0,19.0,4.0,3.0,,,,63.0,55.0,6.9,4.0,0.0,0.0,0.0178885,1.0,0,,,,,1.0,3.0,3.0,1.0,,,1.0,,,2.0,,1.0,,1.0,1.0,,,,,,,,
11067301,home,Corinthians,Gabriel Moscardo,gabriel-moscardo,G. Moscardo,M,17,185,5063,M,gabrielmoscardo,1485309,EUR,1127865600,M,44,44,False,,23.0,21.0,2.0,1.0,11.0,12.0,10.0,11.0,4.0,1.0,,,,77.0,41.0,7.0,6.0,0.0,0.0,0.00355281,,0,,,,,1.0,3.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,,1.0,,,,1.0,,,,,,,
11067301,home,Corinthians,Matías Rojas,matias-rojas,Matías Rojas,M,,180,2550,M,MRojas,846280,EUR,815356800,M,10,10,False,,22.0,15.0,3.0,,4.0,4.0,13.0,22.0,,5.0,,,,63.0,37.0,6.2,16.0,0.0319,0.0,0.105152,1.0,2,,,,,,6.0,,1.0,,,,,2.0,,,,2.0,4.0,2.0,3.0,2.0,,,,,,
11067301,home,Corinthians,Maycon,maycon,Maycon,M,8,175,3568,M,,831778,EUR,868924800,M,7,7,False,,33.0,28.0,3.0,1.0,13.0,15.0,15.0,18.0,,8.0,,,,90.0,44.0,6.3,8.0,0.5212,0.6476,0.0191111,,1,,,,1.0,,4.0,3.0,1.0,,1.0,2.0,2.0,2.0,1.0,,,,,,,2.0,1.0,1.0,1.0,,,
11067301,home,Corinthians,Wesley,wesley,Wesley,F,22,180,10411,M,wesley_teixeira005,1211632,EUR,1109980800,M,36,36,False,,13.0,10.0,1.0,1.0,4.0,4.0,6.0,11.0,,3.0,,,,63.0,28.0,6.6,11.0,0.0,0.0,0.00271363,,0,,,,,,4.0,5.0,,,,1.0,1.0,1.0,,,2.0,,2.0,,1.0,5.0,2.0,,,,,
