match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_accurateCross,stat_totalContest,stat_wonContest,player_sofascoreId,stat_bigChanceCreated,stat_totalOffside,stat_hitWoodwork,stat_goals,stat_bigChanceMissed,stat_dispossessed,stat_errorLeadToAGoal
12436964,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,103335,EUR,699667200,G,1,1,False,True,28.0,13.0,19.0,5.0,0.0,10.0,11.0,3.0,17.0,6.0,1.0,1.0,3.0,4.0,90.0,36.0,6.4,15.0,0.00065114,0,0.0382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436964,home,Fulham,Kenny Tete,kenny-tete,K. Tete,D,2,180,1146,M,190877,EUR,813196800,D,2,2,False,,33.0,29.0,2.0,,0.0,4.0,5.0,25.0,30.0,2.0,,,,,90.0,53.0,6.8,11.0,0.0185107,2,,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.2924,,,,,,,,,,,,,,,,,,,
12436964,home,Fulham,Joachim Andersen,joachim-andersen,J. Andersen,D,5,190,2378,M,362682,EUR,833500800,D,5,5,False,,48.0,39.0,9.0,2.0,0.0,21.0,23.0,18.0,25.0,7.0,,,,,90.0,63.0,7.1,9.0,0.0088803,3,,,6.0,2.0,2.0,1.0,1.0,7.0,2.0,,,,,,0.0572,4.0,2.0,1.0,1.0,0.1406,1.0,,,,,,,,,,,,,
12436964,home,Fulham,Calvin Bassey,calvin-bassey,C. Bassey,D,3,185,8710,M,861972,EUR,946598400,D,3,3,False,,31.0,30.0,1.0,1.0,0.0,21.0,22.0,9.0,9.0,3.0,,,,,90.0,41.0,6.8,1.0,0.00272005,0,,,,2.0,,,,6.0,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
12436964,home,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183,2862,M,803174,EUR,870998400,D,33,33,False,,26.0,21.0,2.0,1.0,0.0,8.0,8.0,14.0,20.0,3.0,,,,,90.0,43.0,6.9,8.0,0.0169786,1,,2.0,1.0,3.0,1.0,1.0,,3.0,,,,2.0,,,0.0654,,2.0,,,,1.0,,,1.0,1.0,1.0,,,,,,,,
12436964,home,Fulham,Andreas Pereira,andreas-pereira,A. Pereira,M,8,177,14092,M,285949,EUR,820454400,M,18,18,False,,28.0,19.0,3.0,,0.0,9.0,9.0,13.0,24.0,3.0,,,,,67.0,41.0,6.9,13.0,0.0818008,2,,5.0,2.0,3.0,,1.0,,1.0,,3.0,1.0,1.0,,1.0,0.0577,,,1.0,,0.0664,3.0,,,3.0,1.0,,andreaspereira,,,,,,,
12436964,home,Fulham,Saša Lukić,sasa-lukic,S. Lukić,M,20,183,2086,M,371222,EUR,839894400,M,20,20,False,,21.0,20.0,,,0.0,12.0,12.0,9.0,10.0,3.0,,,,,45.0,24.0,6.8,1.0,0.0732761,0,,1.0,5.0,1.0,2.0,,,,,,,,,3.0,,,,,1.0,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,
12436964,home,Fulham,Adama Traoré,adama-traore,A. Traoré,F,17,178,12517,M,286165,EUR,822528000,M,11,11,False,,26.0,25.0,,,1.0,2.0,2.0,25.0,27.0,3.0,,,,,74.0,38.0,7.4,6.0,0.628792,1,,3.0,5.0,4.0,,,,,,1.0,1.0,1.0,2.0,1.0,0.1022,2.0,,1.0,,0.6247,3.0,,,2.0,3.0,1.0,adamatrd,1.0,1.0,,,,,
12436964,home,Fulham,Emile Smith Rowe,emile-smith-rowe,E. Smith Rowe,M,32,182,7311,M,867445,EUR,964742400,M,32,32,False,,28.0,25.0,,,0.0,9.0,9.0,16.0,19.0,,,,,,84.0,40.0,7.7,6.0,0.0235791,3,,,3.0,5.0,1.0,2.0,,1.0,,3.0,1.0,3.0,1.0,1.0,0.4102,1.0,1.0,1.0,,0.3866,,,,,,,esr,,,1.0,1.0,,,
12436964,home,Fulham,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,352770,EUR,831081600,M,17,17,False,,30.0,26.0,2.0,1.0,1.0,5.0,5.0,21.0,28.0,2.0,,,,,90.0,49.0,7.7,13.0,0.231727,3,,3.0,4.0,2.0,,1.0,,1.0,1.0,,,3.0,1.0,,0.3524,1.0,,2.0,,0.2815,5.0,,,,4.0,1.0,alexanderiwobi,2.0,,,,1.0,,
