match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_wasFouled,stat_fouls,captain,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_unsuccessfulTouch,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalOffside,stat_accurateCross,stat_goals,stat_bigChanceCreated,stat_totalKeeperSweeper,stat_blockedScoringAttempt,stat_errorLeadToAShot,player_sofascoreId
14065102,home,1. FC Heidenheim,Diant Ramaj,ramaj-diant,D. Ramaj,G,41,189,935,M,981562,EUR,1000857600,G,41,41,False,53.0,34.0,29.0,10.0,0.0,31.0,31.0,3.0,22.0,1.0,1.0,2.0,18.0,3.0,1.0,1.0,2.0,90.0,66.0,7.3,19.0,0.00148699,0.3974,0,-0.0528,0.15,0.17,0.15,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065102,home,1. FC Heidenheim,Haktab Omar Traore,haktab-omar-traore,H. O. Traore,D,23,184,112,M,920022,EUR,886550400,D,23,23,False,25.0,22.0,5.0,3.0,0.0,14.0,14.0,8.0,11.0,,2.0,2.0,2.0,,,,,90.0,45.0,6.5,11.0,0.0132643,,0,,0.01,0.12,-0.19,,,,2.0,1.0,3.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
14065102,home,1. FC Heidenheim,Patrick Mainka,patrick-mainka,P. Mainka,D,6,194,320,M,254429,EUR,784080000,D,6,6,False,36.0,32.0,3.0,1.0,0.0,23.0,24.0,9.0,12.0,2.0,5.0,7.0,4.0,,,,,90.0,53.0,7.4,5.0,0.180087,,2,,0.29,0.08,0.46,,,,,,2.0,3.0,,1.0,True,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.1102,0.1896,1.0,-0.38,,,,,,,,,,,,
14065102,home,1. FC Heidenheim,Tim Siersleben,tim-siersleben,T. Siersleben,D,4,187,118,M,988252,EUR,952560000,D,4,4,False,46.0,35.0,7.0,,0.0,23.0,26.0,12.0,20.0,2.0,9.0,8.0,4.0,,,,,90.0,68.0,7.0,14.0,0.0232216,,1,,0.24,0.38,-0.03,,,,1.0,1.0,3.0,1.0,3.0,2.0,,,,1.0,,,4.0,3.0,0.0584,0.4882,,0.29,2.0,,,,,,,,,,,
14065102,home,1. FC Heidenheim,Jonas Föhrenbach,jonas-fohrenbach,J. Föhrenbach,D,19,185,79,M,311676,EUR,822614400,D,19,19,False,19.0,14.0,4.0,,0.0,10.0,12.0,4.0,7.0,,2.0,4.0,,,,,,90.0,36.0,6.1,11.0,0.00342144,,0,,-0.01,-0.03,-0.11,,,,3.0,2.0,5.0,,1.0,2.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,
14065102,home,1. FC Heidenheim,Jan Schöppner,jan-schoppner,J. Schöppner,M,3,190,163,M,933707,EUR,929145600,M,3,3,False,35.0,20.0,7.0,1.0,0.0,10.0,15.0,10.0,20.0,,4.0,3.0,4.0,,,,,90.0,55.0,6.2,22.0,0.0191232,,1,,0.06,-0.1,-0.01,,,,,3.0,7.0,,,,,1.0,1.0,,,,3.0,1.0,0.0464,,,-0.19,3.0,2.0,2.0,1.0,1.0,,,,,,,
14065102,home,1. FC Heidenheim,Julian Niehues,julian-niehues,J. Niehues,M,16,195,115,M,1066042,EUR,987465600,M,16,16,False,23.0,19.0,4.0,3.0,0.0,10.0,11.0,9.0,12.0,2.0,6.0,2.0,5.0,,,,,75.0,32.0,7.1,5.0,0.0177351,,0,,0.19,0.03,0.23,,,,,2.0,4.0,1.0,2.0,1.0,,,,,,,1.0,1.0,,,,,,,2.0,1.0,,,,,,,,
14065102,home,1. FC Heidenheim,Niklas Dorsch,dorsch-niklas,N. Dorsch,M,30,175,332,M,794995,EUR,884822400,M,30,30,False,35.0,26.0,1.0,,0.0,9.0,11.0,17.0,24.0,,4.0,,6.0,,,,,89.0,50.0,6.6,12.0,0.0821828,,1,,0.13,0.25,-0.11,,,,2.0,1.0,7.0,,1.0,3.0,,2.0,1.0,,,,1.0,,0.0538,,,0.01,1.0,1.0,2.0,2.0,,1.0,,,,,,
14065102,home,1. FC Heidenheim,Sirlord Conteh,sirlord-conteh,S. Conteh,F,31,178,175,M,800400,EUR,836870400,F,31,31,False,17.0,14.0,2.0,2.0,1.0,5.0,5.0,9.0,12.0,1.0,6.0,,1.0,,,,,68.0,31.0,8.2,5.0,0.0830778,,3,,0.25,-0.57,0.13,,,,2.0,3.0,5.0,,3.0,,,,2.0,1.0,,,2.0,2.0,0.6977,0.7617,1.0,0.46,,,2.0,,,2.0,1.0,,,,,
14065102,home,1. FC Heidenheim,Mikkel Kaufmann,mikkel-kaufmann,M. K. Sorensen,F,29,190,279,M,918437,EUR,978480000,F,29,29,False,8.0,5.0,,,1.0,,,5.0,8.0,3.0,5.0,3.0,1.0,,,,,68.0,22.0,8.1,5.0,0.196408,,1,,0.31,0.28,-0.12,,,,,4.0,7.0,,3.0,2.0,,1.0,,1.0,,,,,0.0612,0.3733,1.0,0.53,1.0,,,,,,1.0,1.0,,,,
14065102,home,1. FC Heidenheim,Arijon Ibrahimović,arijon-ibrahimovic,A. Ibrahimović,F,22,176,2950,M,1142248,EUR,1134259200,F,22,22,False,42.0,32.0,7.0,5.0,0.0,16.0,16.0,16.0,26.0,,3.0,,2.0,,,,,89.0,57.0,6.9,17.0,0.155575,,1,,0.37,0.01,-0.04,,,,2.0,1.0,4.0,1.0,1.0,,,1.0,1.0,,,,2.0,,0.1798,,2.0,-0.16,3.0,,2.0,,,1.0,,,,,,
14065102,home,1. FC Heidenheim,Marnon Busch,marnon-busch,M. Busch,D,2,182,76,M,168861,EUR,786844800,D,2,2,True,9.0,6.0,,,0.0,2.0,3.0,4.0,6.0,,1.0,,1.0,,,,,22.0,12.0,6.2,3.0,0.0339293,,1,,0.15,0.02,-0.22,,,,,1.0,3.0,1.0,,1.0,,1.0,,1.0,,,1.0,1.0,0.0296,0.0627,,-0.14,,,,,,,,,,,,
14065102,home,1. FC Heidenheim,Adrian Beck,adrian-beck,A. Beck,M,21,186,112,M,845742,EUR,865814400,M,21,21,True,13.0,11.0,,,0.0,2.0,3.0,9.0,10.0,,2.0,,2.0,,,,,22.0,20.0,7.0,6.0,0.0819215,,0,,0.33,0.28,-0.04,,,,1.0,,2.0,,1.0,,,,,,,,1.0,1.0,,,2.0,,1.0,1.0,1.0,,,,,,,,,
14065102,home,1. FC Heidenheim,Adam Kölle,adam-kolle,A. Kölle,D,28,195,37,M,2192753,EUR,1146182400,D,28,28,True,2.0,1.0,1.0,,0.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,15.0,5.0,6.2,1.0,5.633e-05,,0,,-0.02,-0.03,-0.18,,Adam,Kölle,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14065102,home,1. FC Heidenheim,Benedikt Gimber,benedikt-gimber,B. Gimber,D,5,185,137,M,798936,EUR,856310400,D,5,5,True,3.0,1.0,3.0,1.0,0.0,,,1.0,3.0,2.0,4.0,3.0,,,,,,12.0,10.0,6.5,2.0,0.00065417,,0,,0.02,,-0.15,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
14065102,home,1. FC Heidenheim,Luca Kerber,luca-kerber,L. Kerber,M,20,180,120,M,1097453,EUR,1015718400,M,20,20,True,3.0,2.0,,,0.0,,,2.0,3.0,,2.0,,,,,,,12.0,6.0,6.4,2.0,0.0147823,,0,,-0.25,,-0.06,,,,1.0,,,,,,,,,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,
14065102,home,1. FC Heidenheim,Kevin Müller,kevin-muller,K. Müller,G,22,190,180,M,121908,EUR,668995200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065102,home,1. FC Heidenheim,Nick Rothweiler,nick-rothweiler,N. Rothweiler,M,33,190,36,M,1900436,EUR,1150416000,M,33,33,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065102,home,1. FC Heidenheim,Tobias Weigel,tobias-weigel,T. Weigel,F,37,175,7,M,2255188,EUR,1177545600,F,37,37,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065102,home,1. FC Heidenheim,Yannik Wagner,yannik-wagner,Y. Wagner,F,38,182,48,M,2189165,EUR,1178668800,F,38,38,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065102,away,FC Augsburg,Finn Dahmen,finn-dahmen,F. Dahmen,G,1,188,564,M,822564,EUR,890956800,G,1,1,False,36.0,29.0,15.0,8.0,0.0,21.0,22.0,8.0,14.0,,,,8.0,,2.0,3.0,,90.0,43.0,7.4,7.0,0.0322025,0.6997,0,-0.1245,0.28,0.05,-0.15,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
14065102,away,FC Augsburg,Chrislain Matsima,chrislain-matsima,C. Matsima,D,5,192,662,M,963198,EUR,1021420800,D,5,5,False,63.0,53.0,10.0,6.0,0.0,32.0,34.0,21.0,29.0,2.0,3.0,7.0,7.0,,,,,90.0,80.0,6.5,13.0,0.00934052,,0,,0.23,0.08,-0.29,,,,,,3.0,3.0,1.0,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
14065102,away,FC Augsburg,Keven Schlotterbeck,keven-schlotterbeck,K. Schlotterbeck,D,31,189,405,M,891651,EUR,862185600,D,31,31,False,52.0,44.0,6.0,2.0,0.0,28.0,30.0,16.0,22.0,5.0,7.0,5.0,3.0,,,,,90.0,65.0,6.4,10.0,0.0300238,,2,,0.25,0.11,-0.32,,,,,4.0,5.0,1.0,1.0,2.0,,,1.0,,,,,,0.0939,,,-0.14,1.0,,1.0,1.0,,,,,,1.0,,
14065102,away,FC Augsburg,Cedric Zesiger,cedric-zesiger,C. Zesiger,D,16,191,349,M,798926,EUR,898646400,D,16,16,False,25.0,24.0,1.0,1.0,0.0,19.0,20.0,5.0,5.0,1.0,2.0,4.0,,,,,,59.0,33.0,6.0,1.0,0.0023997,,0,,0.11,0.01,-0.36,,,,,1.0,3.0,,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
14065102,away,FC Augsburg,Kristijan Jakić,kristijan-jakic,K. Jakić,M,17,181,2258,M,796206,EUR,863568000,M,17,17,False,33.0,25.0,4.0,3.0,0.0,11.0,14.0,14.0,19.0,1.0,3.0,4.0,5.0,,,,,90.0,48.0,6.2,12.0,0.0114396,,0,,-0.1,0.03,-0.17,,,,,1.0,7.0,2.0,1.0,1.0,True,2.0,,,,,1.0,,,,,,1.0,1.0,2.0,,,,,,,,,
14065102,away,FC Augsburg,Han-Noah Massengo,massengo-han-noah,H. Massengo,M,4,175,579,M,927340,EUR,994377600,M,4,4,False,37.0,32.0,3.0,1.0,0.0,13.0,15.0,19.0,22.0,,4.0,3.0,5.0,,,,,84.0,52.0,6.7,8.0,0.0168357,,0,,0.1,0.19,-0.06,,,,1.0,,3.0,2.0,1.0,1.0,,,,,,,2.0,1.0,,,,,,2.0,1.0,1.0,,,,,,,,
