match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,stat_fouls,player_sofascoreId,stat_interceptionWon,stat_lastManTackle,stat_wonTackle,stat_accurateCross,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_dispossessed,stat_totalContest,stat_keyPass,stat_wonContest,stat_shotOffTarget,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,captain,stat_bigChanceCreated,stat_totalOffside,stat_hitWoodwork,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded
12624431,home,Al-Ittihad,Steven Bergwijn,steven-bergwijn,S. Bergwijn,M,34,178.0,5144,M,361798,EUR,876268800,F,34,34,False,19.0,18.0,,,0.0,6.0,6.0,13.0,,,1.0,2.0,,,,,,38.0,24.0,6.8,2.0,2,,,12.0,,,,,1.0,,StevenBergwijn,,,,,,,1.0,1.0,,1.0,,1.0,2.0,,,,1.0,1.0,,,
12624431,home,Al-Ittihad,Abdulrahman Alobud,abdulrahman-alobud,A. Alobud,M,24,174.0,531,M,872275,EUR,801964800,F,24,24,True,18.0,13.0,2.0,,1.0,2.0,2.0,18.0,,,3.0,4.0,,1.0,,,,52.0,32.0,7.2,12.0,1,,,11.0,2.0,,,2.0,2.0,,,,,2.0,,,2.0,3.0,,2.0,,,,1.0,,,,2.0,,,,
12624431,home,Al-Ittihad,Hamed Al-Ghamdi,hamed-al-ghamdi,H. Al-Ghamdi,M,80,162.0,225,M,985140,EUR,923011200,M,80,80,True,45.0,43.0,5.0,4.0,0.0,17.0,17.0,29.0,,,1.0,3.0,,2.0,,,,47.0,53.0,7.1,4.0,1,,,26.0,1.0,1.0,,1.0,,,,1.0,,,,1.0,1.0,,2.0,1.0,2.0,,,,,,,,,,,
12624431,home,Al-Ittihad,Abduleallah Hawsawi,abduleallah-hawsawi,A. Hawsawi,M,77,170.0,210,M,1533745,EUR,991440000,M,77,77,True,9.0,8.0,1.0,,0.0,3.0,3.0,6.0,,,3.0,4.0,,1.0,,,,45.0,19.0,6.5,6.0,0,Abduleallah Hawsawi,,5.0,,1.0,,3.0,,,,1.0,,1.0,,,2.0,2.0,1.0,,1.0,,,,,,,,,,,
12624431,home,Al-Ittihad,Abdulaziz Al-Bishi,abdulaziz-al-bishi,A. Al-Bishi,M,22,172.0,241,M,791417,EUR,763344000,F,22,22,True,17.0,14.0,,,0.0,5.0,6.0,12.0,1.0,,4.0,3.0,,4.0,,,,16.0,27.0,6.7,8.0,0,,,9.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,
12624431,home,Al-Ittihad,Saleh Al-Shehri,saleh-al-shehri,S. Al-Shehri,F,11,184.0,1112,M,818779,EUR,752112000,F,21,21,True,8.0,7.0,,,0.0,5.0,5.0,3.0,,1.0,1.0,3.0,,2.0,,,,15.0,15.0,7.3,4.0,1,,,2.0,,,,1.0,,,,,,1.0,,,2.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,
12624431,home,Al-Ittihad,Mohammed Al-Mahasneh,mohammed-al-mahasneh,M. Al-Mahasneh,G,33,180.0,55,M,1018709,EUR,862185600,G,33,33,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624431,home,Al-Ittihad,Ahmed Sharahili,ahmed-sharahili,A. Sharahili,D,20,184.0,296,M,794331,EUR,768355200,D,20,20,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624431,home,Al-Ittihad,Muath Faqeehi,muath-faqeehi,M. Faqeehi,D,42,188.0,464,M,1457521,EUR,1022716800,D,42,42,True,,,,,,,,,,,,,,,,,,,,,,0,Muath Muath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624431,home,Al-Ittihad,Unai Hernández,unai-hernandez,U. Hernández,M,7,171.0,2275,M,1170547,EUR,1102982400,M,30,30,True,,,,,,,,,,,,,,,,,,,,,,0,Unai Hernandez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624431,away,Al-Riyadh,Milan Borjan,milan-borjan,M. Borjan,G,82,193.0,807,M,79413,EUR,561945600,G,82,82,False,22.0,15.0,11.0,4.0,0.0,11.0,12.0,10.0,,1.0,,2.0,1.0,12.0,3.0,3.0,,90.0,37.0,7.2,7.0,0,,,4.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,
12624431,away,Al-Riyadh,Faïz Selemani,faiz-selemani,F. Selemani,F,7,178.0,359,M,842745,EUR,754617600,D,17,17,False,26.0,22.0,2.0,2.0,0.0,13.0,14.0,16.0,1.0,,3.0,3.0,1.0,4.0,,,,90.0,52.0,7.2,9.0,2,,,12.0,4.0,1.0,,1.0,1.0,1.0,,3.0,,1.0,3.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,
12624431,away,Al-Riyadh,Marzouq Tambakti,marzouq-tambakti,M. Tambakti,D,87,187.0,50,M,1544937,EUR,1044921600,D,87,87,False,48.0,41.0,6.0,2.0,0.0,35.0,38.0,10.0,,1.0,,1.0,3.0,2.0,,,,90.0,53.0,6.6,7.0,0,Marzouq Tambakti,,6.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12624431,away,Al-Riyadh,Ahmad Asiri,ahmad-asiri,A. Asiri,D,13,179.0,31,M,350060,EUR,690076800,D,29,29,False,37.0,33.0,6.0,4.0,0.0,27.0,28.0,9.0,2.0,,3.0,1.0,6.0,1.0,,,,90.0,51.0,6.3,6.0,0,,,6.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,1.0
12624431,away,Al-Riyadh,Abdulelah Al Khaibari,abdulelah-al-khaibari,A. A. Khaibari,D,80,174.0,142,M,1519328,EUR,864259200,D,8,8,False,37.0,32.0,5.0,2.0,1.0,15.0,18.0,19.0,,,3.0,5.0,2.0,4.0,,,,90.0,54.0,7.2,5.0,0,Abdulelah Al Khaibari,,17.0,,2.0,1.0,2.0,1.0,1.0,,1.0,,2.0,,,,,2.0,2.0,2.0,,,,,True,,,,,,
12624431,away,Al-Riyadh,Yahia Al-Shehri,yahia-al-shehri,Y. A. Shehri,M,88,164.0,76,M,196396,EUR,646358400,M,88,88,False,19.0,18.0,1.0,1.0,0.0,9.0,9.0,10.0,,,1.0,2.0,,1.0,,,,58.0,25.0,6.6,3.0,0,,,9.0,,,,2.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,
12624431,away,Al-Riyadh,Ibrahim Bayesh,ibrahim-bayesh,I. Bayesh,M,29,177.0,2466,M,920815,EUR,957139200,M,11,11,False,34.0,30.0,2.0,1.0,0.0,18.0,18.0,18.0,,1.0,13.0,11.0,2.0,8.0,,,,90.0,67.0,7.1,16.0,1,,,14.0,2.0,1.0,,5.0,1.0,2.0,,,,4.0,2.0,,,8.0,7.0,,4.0,,,1.0,1.0,,,,,,,
12624431,away,Al-Riyadh,Tozé,toze,Tozé,M,20,165.0,386,M,1089231,EUR,726969600,M,20,20,False,61.0,55.0,6.0,6.0,0.0,28.0,28.0,35.0,,,3.0,4.0,3.0,2.0,,,,90.0,75.0,7.4,9.0,3,,,27.0,2.0,3.0,,3.0,,,,,,2.0,,,,,1.0,,1.0,1.0,,2.0,,,,,,,,
12624431,away,Al-Riyadh,Bernard Mensah,bernard-mensah,B. Mensah,M,43,180.0,416,M,546220,EUR,782352000,M,43,43,False,26.0,24.0,1.0,1.0,0.0,15.0,16.0,10.0,,1.0,3.0,4.0,,3.0,,,,58.0,37.0,6.9,6.0,1,,,9.0,,,,1.0,1.0,,,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,1.0,,,,
12624431,away,Al-Riyadh,Sekou Lega,lega-sekou,S. Lega,F,11,190.0,117,M,1019662,EUR,1043107200,F,77,77,False,17.0,13.0,1.0,1.0,0.0,8.0,9.0,9.0,,,7.0,7.0,,4.0,,,,89.0,32.0,7.0,9.0,1,,,6.0,1.0,2.0,,6.0,1.0,1.0,,,,5.0,1.0,,1.0,2.0,2.0,1.0,,1.0,,,,,,1.0,,,,
12624431,away,Al-Riyadh,Mohamed Konaté,mohamed-konate,M. Konaté,F,13,190.0,2441,M,850011,EUR,881884800,F,13,13,False,13.0,9.0,1.0,1.0,0.0,1.0,2.0,12.0,1.0,2.0,4.0,3.0,1.0,1.0,,,,73.0,22.0,6.6,8.0,2,,,8.0,1.0,1.0,,,,1.0,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,2.0,1.0,,,
12624431,away,Al-Riyadh,Saud Zidan,saud-zidan,S. Zidan,M,14,167.0,29,M,1084266,EUR,941846400,M,6,6,True,19.0,18.0,1.0,,0.0,11.0,11.0,8.0,,1.0,3.0,2.0,,2.0,,,,32.0,25.0,6.5,4.0,0,Saud Zidan,,7.0,,,,1.0,,1.0,,2.0,,,,,,2.0,,,,,,,,,,,,,,
12624431,away,Al-Riyadh,Enes Sali,sali-enes,E. Sali,F,98,168.0,434,M,1133883,EUR,1140652800,F,99,99,True,7.0,4.0,,,0.0,1.0,1.0,8.0,,,2.0,4.0,,,,,,32.0,20.0,6.7,7.0,2,,,4.0,2.0,,,2.0,,,,,,2.0,1.0,2.0,1.0,,4.0,,2.0,,,,,,,,,,,
12624431,away,Al-Riyadh,Talal Abubakr Haji,haji-talal-abubakr,T. A. Haji,F,90,175.0,455,M,1501473,EUR,1189900800,F,85,85,True,3.0,1.0,,,0.0,1.0,2.0,1.0,,1.0,5.0,1.0,,2.0,,,,17.0,7.0,6.1,5.0,0,,,,,1.0,,,,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
12624431,away,Al-Riyadh,Nawaf Al-Abed,nawaf-al-abed,N. Al-Abed,M,,168.0,122,,144377,EUR,633312000,M,10,10,True,1.0,1.0,,,0.0,,,1.0,,,,,,,,,,1.0,3.0,,2.0,0,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
12624431,away,Al-Riyadh,Abdulrahman Al Shammari,abdulrahman-al-shammari,A. A. Shammari,G,22,178.0,15,M,982349,EUR,963100800,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624431,away,Al-Riyadh,Suwailem Al-Manhali,swailem-al-menhali,S. Al-Menhali,D,93,182.0,54,M,1217919,EUR,1082160000,D,25,25,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624431,away,Al-Riyadh,Nawaf Al-Hawsawi,nawaf-al-hawsawi,N. Al-Hawsawi,D,50,170.0,18,M,1048000,EUR,975801600,M,50,50,True,,,,,,,,,,,,,,,,,,,,,,0,Nawaf Al-Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624431,away,Al-Riyadh,Hussain Al-Nuweqi,hussain-al-nuweqi,H. Al-Nuweqi,D,27,170.0,14,M,1525073,EUR,817948800,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,0,Hussain Al-Nuweqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624431,away,Al-Riyadh,Bader Al Mutairi,bader-al-mutairi,B. A. Mutairi,F,28,,11,M,1521955,EUR,1071792000,M,28,28,True,,,,,,,,,,,,,,,,,,,,,,0,Bader Al Mutairi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
