match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_interceptionWon,stat_keyPass,captain,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_accurateCross,stat_shotOffTarget,stat_goals,stat_bigChanceMissed,stat_goalAssist,stat_bigChanceCreated,player_sofascoreId,stat_dispossessed,stat_totalOffside,player_firstName,player_lastName,stat_blockedScoringAttempt
10388525,home,SV Werder Bremen,Jiří Pavlenka,jiri-pavlenka,J. Pavlenka,G,1,196,521,M,154040,EUR,703209600,G,1,1,False,29.0,14.0,25.0,10.0,9.0,10.0,5.0,19.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,90.0,40.0,7.2,15.0,0.0,0.0,0.00341118,0,0.2624,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388525,home,SV Werder Bremen,Amos Pieper,amos-pieper,A. Pieper,D,5,191,299,M,851254,EUR,884995200,D,5,5,False,51.0,44.0,8.0,5.0,35.0,38.0,9.0,14.0,3.0,6.0,5.0,7.0,,,,,89.0,61.0,6.9,8.0,0.0,0.0,0.00341218,0,,1.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
10388525,home,SV Werder Bremen,Miloš Veljković,milos-veljkovic,M. Veljković,D,13,188,1253,M,227224,EUR,812073600,D,13,13,False,44.0,37.0,7.0,4.0,26.0,29.0,11.0,15.0,2.0,2.0,4.0,3.0,,,,,90.0,51.0,6.9,8.0,0.0,0.0,0.00460884,0,,,3.0,5.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10388525,home,SV Werder Bremen,Marco Friedl,marco-friedl,M. Friedl,D,32,187,536,M,825771,EUR,890006400,D,32,32,False,69.0,54.0,14.0,5.0,31.0,38.0,23.0,31.0,3.0,5.0,8.0,5.0,,,,,90.0,87.0,7.1,17.0,0.0,0.0,0.00988603,0,,,2.0,4.0,1.0,1.0,1.0,,1.0,1.0,2.0,,True,2.0,,,,,,,,,,,,,,,
10388525,home,SV Werder Bremen,Leonardo Bittencourt,leonardo-bittencourt,L. Bittencourt,M,10,171,295,M,111969,EUR,756259200,M,10,10,False,58.0,43.0,4.0,1.0,23.0,25.0,20.0,40.0,2.0,12.0,2.0,4.0,,,,,90.0,101.0,7.3,29.0,0.0332,0.4664,0.0458792,1,,7.0,1.0,4.0,1.0,,2.0,1.0,3.0,,,1.0,,3.0,7.0,5.0,1.0,,,,,,,,,,,,
10388525,home,SV Werder Bremen,Niklas Schmidt,niklas-schmidt,N. Schmidt,M,31,183,151,M,795002,EUR,888710400,M,22,22,False,37.0,27.0,5.0,2.0,10.0,15.0,18.0,25.0,3.0,7.0,,6.0,,,,,77.0,50.0,7.9,13.0,0.3683,0.6016,0.0790685,3,,3.0,,2.0,1.0,,,,,,,1.0,,,5.0,4.0,2.0,1.0,1.0,1.0,,,,,,,,,
10388525,home,SV Werder Bremen,Christian Groß,christian-gross,C. Groß,D,,182,27,M,40323,EUR,602899200,M,36,36,False,46.0,36.0,6.0,4.0,15.0,20.0,21.0,26.0,2.0,10.0,,10.0,,,,,89.0,59.0,7.1,11.0,0.0,0.0,0.0236117,0,,,1.0,4.0,1.0,,5.0,3.0,3.0,1.0,,,,,1.0,,,,,,,,,,,,,,
10388525,home,SV Werder Bremen,Jens Stage,jens-stage,J. Stage,M,6,187,697,M,830142,EUR,847411200,M,6,6,False,31.0,24.0,5.0,1.0,14.0,15.0,10.0,17.0,3.0,8.0,1.0,9.0,,,,,82.0,46.0,6.8,10.0,0.2278,0.2832,0.0597718,2,,1.0,2.0,6.0,2.0,,2.0,2.0,1.0,2.0,,2.0,,1.0,2.0,2.0,1.0,,1.0,,1.0,,,,,,,,
10388525,home,SV Werder Bremen,Anthony Jung,anthony-jung,A. Jung,D,5,186,138,M,103442,EUR,689126400,M,3,3,False,51.0,43.0,6.0,2.0,23.0,26.0,20.0,25.0,2.0,5.0,2.0,9.0,,,,,90.0,67.0,8.0,10.0,0.0,0.0,0.133826,0,,,2.0,7.0,,,1.0,,2.0,5.0,2.0,3.0,,1.0,,,,,,,,2.0,2.0,,,,,,
10388525,home,SV Werder Bremen,Niclas Füllkrug,niclas-fullkrug,N. Füllkrug,F,9,188,9884,M,132645,EUR,729216000,F,11,11,False,37.0,28.0,2.0,2.0,13.0,16.0,15.0,21.0,7.0,12.0,1.0,,,,,,90.0,56.0,7.5,18.0,0.378,0.4744,0.0247893,3,,,11.0,16.0,1.0,,,,3.0,2.0,,,,7.0,2.0,2.0,1.0,,2.0,1.0,,,,niclas.fuellkrug24,2.0,1.0,,,
