match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_aerialWon,stat_totalCross,stat_accurateCross,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_shotOffTarget,stat_hitWoodwork,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_errorLeadToAShot,stat_goodHighClaim,stat_totalOffside
12421118,home,K. Beerschot V.A.,Nick Shinton,,,nick-shinton,N. Shinton,G,33,196.0,117,M,909962,EUR,989452800,G,33,33,False,36.0,16.0,24.0,5.0,0.0,12.0,18.0,4.0,18.0,1.0,10.0,1.0,2.0,5.0,90.0,45.0,7.4,20.0,0.00183399,0,0.6161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421118,home,K. Beerschot V.A.,Apostolos Konstantopoulos,,,konstantopoulos-apostolos,A. Konstantopoulos,D,44,188.0,197,M,1033264,EUR,1028246400,D,66,66,False,34.0,29.0,3.0,1.0,0.0,20.0,23.0,9.0,11.0,7.0,3.0,1.0,,,90.0,64.0,7.1,12.0,0.0108814,0,,1.0,6.0,2.0,2.0,2.0,1.0,6.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12421118,home,K. Beerschot V.A.,Loïc Mbe Soh,,,loic-mbe-soh,L. M. Soh,D,4,186.0,287,M,904992,EUR,992390400,D,5,5,False,39.0,31.0,7.0,2.0,0.0,22.0,23.0,9.0,16.0,,2.0,,,,90.0,52.0,7.1,8.0,0.00229465,0,,2.0,2.0,,,9.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,
12421118,home,K. Beerschot V.A.,Omar Fayed,Omar Fayed,,omar-fayed,O. Fayed,D,66,189.0,1607,M,1393731,EUR,1057276800,D,6,6,False,37.0,31.0,5.0,2.0,0.0,22.0,24.0,9.0,13.0,3.0,7.0,1.0,,,90.0,49.0,6.7,9.0,0.00144737,0,,2.0,9.0,,3.0,4.0,1.0,1.0,1.0,,4.0,,1.0,1.0,,,,,,,,,,,,,,,
12421118,home,K. Beerschot V.A.,Brian Plat,,,brian-plat,B. Plat,D,4,191.0,60,M,980673,EUR,954892800,D,4,4,False,24.0,18.0,4.0,2.0,0.0,11.0,14.0,7.0,10.0,5.0,1.0,,,,90.0,46.0,7.3,8.0,0.00323495,0,,,,,,7.0,2.0,3.0,2.0,1.0,,,,,2.0,,,,,,,,,,,,,,
12421118,home,K. Beerschot V.A.,Colin Dagba,,,dagba-colin,C. Dagba,D,2,168.0,498,M,941300,EUR,905299200,M,2,2,False,14.0,10.0,2.0,,0.0,3.0,4.0,8.0,14.0,1.0,2.0,1.0,,,65.0,27.0,6.6,11.0,0.0229257,0,,,1.0,,1.0,,1.0,,,2.0,,,,,,4.0,1.0,1.0,,,,,,,,,,,
12421118,home,K. Beerschot V.A.,Faisal Al-Ghamdi,Faisal,Al-Ghamdi,al-ghamdi-faisal,F. A. Ghamdi,M,16,185.0,953,M,966452,EUR,997660800,M,16,16,False,29.0,22.0,2.0,,0.0,13.0,15.0,9.0,15.0,8.0,6.0,1.0,,,90.0,56.0,6.9,15.0,0.0275748,1,,,10.0,3.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,5.0,2.0,2.0,1.0,,,1.0,0.0202,0.0097,,,,,,,,
12421118,home,K. Beerschot V.A.,Dean Huiberts,,,huiberts-dean,D. Huiberts,M,30,186.0,75,M,990922,EUR,958435200,M,30,30,False,30.0,24.0,1.0,1.0,0.0,13.0,16.0,11.0,15.0,5.0,9.0,1.0,,,78.0,47.0,7.1,9.0,0.00708922,0,,1.0,4.0,,1.0,1.0,3.0,3.0,3.0,,1.0,,2.0,1.0,,1.0,,,,,,,,,,,,,
12421118,home,K. Beerschot V.A.,Thibaud Verlinden,,,thibaud-verlinden,T. Verlinden,M,7,173.0,110,M,826172,EUR,931478400,M,10,10,False,25.0,17.0,2.0,,0.0,7.0,10.0,10.0,21.0,4.0,9.0,,,,90.0,47.0,6.4,20.0,0.0083917,1,,,10.0,3.0,2.0,,,4.0,2.0,2.0,3.0,,2.0,,,6.0,,,,0.0631,,True,1.0,1.0,,,,,
12421118,home,K. Beerschot V.A.,Marwan Alsahafi,,,alsahafi-marwan,M. Alsahafi,F,9,179.0,1131,M,1474689,EUR,1076976000,F,17,17,False,12.0,8.0,,,0.0,2.0,2.0,6.0,10.0,1.0,3.0,1.0,,,90.0,30.0,6.2,15.0,0.0204912,0,,2.0,7.0,,2.0,2.0,1.0,,,5.0,,,3.0,,,,,1.0,,,,,,,,,,,
