match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_goals,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_penaltyWon,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_penaltyConceded
10438342,home,Portimonense SAD,Kosuke Nakamura,kosuke-nakamura,K. Nakamura,G,23,185,357,M,155775,EUR,793843200,G,32,32,False,29.0,13.0,20.0,5.0,8.0,12.0,5.0,17.0,1.0,1.0,2.0,10.0,1.0,3.0,4.0,2.0,90.0,41.0,8.1,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438342,home,Portimonense SAD,Fahd Moufi,fahd-moufi,F. Moufi,D,18,179,913,M,801066,EUR,831254400,D,18,18,False,31.0,24.0,3.0,2.0,6.0,8.0,18.0,25.0,1.0,3.0,2.0,3.0,1.0,,,,90.0,63.0,7.9,16.0,2,True,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
10438342,home,Portimonense SAD,Pedrão,pedrao,Pedrão,D,44,194,152,M,931811,EUR,862617600,D,44,44,False,47.0,36.0,17.0,8.0,22.0,23.0,14.0,24.0,,1.0,5.0,11.0,,,,,90.0,60.0,7.3,12.0,1,,,,3.0,,,,,3.0,1.0,1.0,,,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,
10438342,home,Portimonense SAD,Filipe Relvas,filipe-relvas,F. Relvas,D,44,192,529,M,1131931,EUR,937785600,D,22,22,False,54.0,50.0,7.0,3.0,37.0,38.0,13.0,16.0,2.0,3.0,6.0,6.0,,,,,90.0,64.0,7.4,4.0,0,,,,2.0,,,,1.0,2.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,
10438342,home,Portimonense SAD,Moustapha Seck,moustapha-seck,M. Seck,D,24,176,148,M,807292,EUR,825033600,D,14,14,False,31.0,23.0,4.0,2.0,11.0,13.0,12.0,22.0,1.0,4.0,5.0,4.0,1.0,,,,90.0,56.0,7.2,16.0,0,,4.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
10438342,home,Portimonense SAD,Paulo Estrela,paulo-estrela,P. Estrela,M,20,167,55,M,855664,EUR,919468800,M,38,38,False,44.0,37.0,6.0,4.0,17.0,18.0,21.0,34.0,1.0,7.0,5.0,13.0,1.0,,,,89.0,76.0,7.8,17.0,1,,8.0,,7.0,2.0,2.0,1.0,,4.0,2.0,2.0,Paulo,Estrela,,3.0,2.0,2.0,,1.0,4.0,1.0,1.0,,,,,,,,,,
10438342,home,Portimonense SAD,Luquinha,luquinha,Luquinha,M,18,167,71,M,981444,EUR,970531200,M,20,20,False,50.0,43.0,1.0,1.0,12.0,13.0,32.0,39.0,1.0,6.0,,5.0,2.0,,,,89.0,71.0,7.6,13.0,4,,2.0,,8.0,3.0,2.0,2.0,1.0,,,3.0,,,1.0,1.0,1.0,1.0,,1.0,3.0,3.0,,1.0,1.0,1.0,,,,,,,
10438342,home,Portimonense SAD,Rui Gomes,gomes-rui,R. Gomes,M,12,172,41,M,993246,EUR,873331200,M,70,70,False,31.0,23.0,1.0,,9.0,10.0,16.0,25.0,,4.0,2.0,8.0,1.0,,,,80.0,55.0,6.6,18.0,0,,4.0,1.0,9.0,6.0,3.0,,,,3.0,3.0,,,,,,2.0,,2.0,3.0,,,1.0,,,,,,,,,
10438342,home,Portimonense SAD,Ewerton,ewerton,Ewerton,M,8,175,46,M,592588,EUR,723168000,M,8,8,False,35.0,26.0,5.0,3.0,9.0,13.0,17.0,22.0,,5.0,1.0,4.0,,,,,80.0,47.0,7.1,9.0,2,,,1.0,4.0,,,1.0,,,,,,,,5.0,3.0,1.0,,,2.0,,,,1.0,,1.0,,,,,,
10438342,home,Portimonense SAD,Welinton Junior,welinton-junior,W. Junior,M,93,175,43,M,329307,EUR,739497600,M,93,93,False,21.0,15.0,1.0,,2.0,3.0,13.0,18.0,,4.0,1.0,7.0,4.0,,,,90.0,41.0,6.6,12.0,4,,,4.0,10.0,2.0,,,,1.0,4.0,1.0,,,2.0,,,4.0,,,,,,,2.0,,,1.0,,,,,
10438342,home,Portimonense SAD,Bryan Róchez,bryan-rochez,B. Róchez,F,35,181,256,M,796395,EUR,788918400,F,35,35,False,14.0,11.0,,,2.0,3.0,9.0,12.0,,7.0,,4.0,4.0,,,,67.0,34.0,6.8,13.0,1,,1.0,2.0,8.0,5.0,2.0,,1.0,,4.0,,,,1.0,1.0,,1.0,,,,2.0,,,,,1.0,1.0,,,,,
10438342,home,Portimonense SAD,Mohamed Diaby,mohamed-diaby,M. Diaby,M,,188,46,M,892208,EUR,841708800,M,24,24,True,7.0,4.0,2.0,,3.0,3.0,1.0,5.0,,,1.0,3.0,,,,,23.0,12.0,6.4,5.0,0,,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
10438342,home,Portimonense SAD,Gonçalo Costa,goncalo-costa,G. Costa,D,20,170,81,M,1087354,EUR,950832000,D,19,19,True,4.0,3.0,,,1.0,2.0,2.0,3.0,,2.0,,,,,,,10.0,11.0,6.8,5.0,0,,1.0,,1.0,2.0,2.0,,,,3.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,
10438342,home,Portimonense SAD,Bruno Reis,bruno-reis,Bruninho,M,8,176,19,M,976064,EUR,932428800,M,85,85,True,5.0,3.0,,,,,3.0,5.0,,,,1.0,,,,,10.0,7.0,6.4,2.0,0,,,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
10438342,home,Portimonense SAD,Zié Ouattara,zie-ouattara,Z. Ouattara,D,24,178,133,M,1005407,EUR,947376000,D,3,3,True,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438342,home,Portimonense SAD,Henrique Jocu,henrique-jocu,H. Jocu,M,28,171,83,M,976408,EUR,999993600,M,6,6,True,2.0,2.0,,,,,2.0,2.0,,,,,,,,,1.0,3.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438342,home,Portimonense SAD,Berke Özer,berke-ozer,B. Özer,G,1,191,3024,M,847494,EUR,959212800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438342,home,Portimonense SAD,Vinícius Szeuczuk,vinicius-szeuczuk,V. Szeuczuk,D,,191,9,M,880178,EUR,870739200,D,78,78,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438342,home,Portimonense SAD,Ricardo Matos,ricardo-matos,R. Matos,F,17,181,151,M,976416,EUR,953942400,F,17,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438342,home,Portimonense SAD,Adewale Sapara,adewale-sapara,A. Sapara,F,,175,19,M,1066142,EUR,791164800,F,77,77,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438342,away,Chaves,Paulo Vítor,paulo-vitor,P. Vítor,G,1,195,133,M,861003,EUR,596073600,G,1,1,False,32.0,24.0,12.0,5.0,21.0,25.0,3.0,7.0,,,4.0,9.0,,4.0,5.0,2.0,90.0,48.0,7.5,8.0,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,
10438342,away,Chaves,João Correia,joao-correia,J. Correia,M,77,175,850,M,804272,EUR,841881600,D,77,77,False,39.0,29.0,9.0,4.0,17.0,19.0,13.0,23.0,1.0,5.0,2.0,7.0,2.0,,,,90.0,69.0,7.2,20.0,0,,3.0,1.0,4.0,2.0,1.0,,,2.0,5.0,3.0,,,,1.0,,1.0,,1.0,1.0,,,,,,,1.0,,,,,
10438342,away,Chaves,Steven Vitória,steven-vitoria,S. Vitória,D,,195,115,M,59574,EUR,537321600,D,19,19,False,40.0,35.0,4.0,1.0,27.0,28.0,8.0,12.0,1.0,2.0,1.0,5.0,1.0,,,,90.0,45.0,6.5,5.0,1,,,2.0,3.0,,,,1.0,1.0,,,,,1.0,,,2.0,,,,,,,,,,,,,,,
10438342,away,Chaves,Nélson Monte,nelson-monte,N. Monte,D,4,187,67,M,831014,EUR,807062400,D,3,3,False,40.0,28.0,5.0,1.0,22.0,27.0,6.0,13.0,2.0,4.0,9.0,10.0,,,,,90.0,55.0,6.6,12.0,0,,,,8.0,,,,1.0,3.0,,,,,,2.0,2.0,4.0,,,4.0,,,,,,,,,,,,
10438342,away,Chaves,Bruno Langa,bruno-langa,B. Langa,D,24,178,2435,M,987490,EUR,878256000,D,5,5,False,44.0,24.0,9.0,2.0,11.0,19.0,14.0,28.0,,9.0,5.0,11.0,4.0,,,,90.0,88.0,7.4,28.0,0,,3.0,1.0,4.0,1.0,1.0,,,3.0,3.0,,,,,4.0,3.0,3.0,,1.0,,,,,,,,,,,,,
10438342,away,Chaves,João Teixeira,joao-teixeira,J. Teixeira,M,97,178,78,M,138899,EUR,760492800,M,10,10,False,57.0,45.0,6.0,5.0,15.0,20.0,31.0,44.0,2.0,8.0,,10.0,,,,,89.0,78.0,7.9,22.0,3,True,7.0,,3.0,5.0,4.0,1.0,,,2.0,4.0,,,,2.0,1.0,,,1.0,1.0,1.0,,,2.0,,,,,,,,
10438342,away,Chaves,Guima,ricardo-guimaraes-guima,Guima,M,30,181,615,M,370710,EUR,816307200,M,21,21,False,43.0,38.0,2.0,1.0,16.0,17.0,22.0,26.0,1.0,6.0,1.0,7.0,1.0,,,,89.0,63.0,7.3,8.0,2,,,,3.0,3.0,3.0,,1.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,
