match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wonTackle,stat_aerialWon,stat_outfielderBlock,stat_clearanceOffLine,stat_interceptionWon,stat_wasFouled,stat_unsuccessfulTouch,stat_fouls,stat_bigChanceCreated,stat_totalOffside,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_punches,stat_goals,player_sofascoreId
12357205,home,Cuiabá,Walter,walter,Walter,G,22,188,774,M,329055,EUR,564192000,G,1,1,False,True,21.0,13.0,10.0,2.0,0.0,12.0,13.0,1.0,8.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,29.0,6.7,8.0,0.0050557,1.0,0,-0.6874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12357205,home,Cuiabá,Matheus Alexandre,matheus-alexandre,M. Alexandre,D,33,188,291,M,953736,EUR,923443200,D,2,2,False,,30.0,27.0,3.0,2.0,0.0,14.0,15.0,14.0,16.0,3.0,,5.0,,2.0,,,,,,70.0,40.0,6.8,4.0,0.0398191,3.0,0,,,,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
12357205,home,Cuiabá,Marllon,marllon,Marllon,D,3,184,365,M,221206,EUR,703382400,D,4,4,False,,37.0,29.0,5.0,3.0,0.0,23.0,27.0,6.0,11.0,4.0,2.0,3.0,,,,,,,,90.0,45.0,6.9,9.0,0.00197435,,0,,,,1.0,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,
12357205,home,Cuiabá,Bruno Alves,bruno-alves,B. Alves,D,3,184,261,M,551810,EUR,671760000,D,34,34,False,,21.0,18.0,2.0,1.0,0.0,14.0,17.0,4.0,4.0,6.0,10.0,,,2.0,,,,,,90.0,39.0,7.5,3.0,0.00249342,,0,,,,,,3.0,3.0,,,,,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,
12357205,home,Cuiabá,Ramon,ramon,Ramon,D,13,176,862,M,980761,EUR,984441600,D,23,23,False,,36.0,27.0,8.0,4.0,0.0,14.0,19.0,16.0,22.0,7.0,3.0,3.0,,3.0,,,,,,90.0,68.0,7.1,22.0,0.056446,2.0,0,,,,5.0,3.0,1.0,4.0,,2.0,1.0,1.0,1.0,,1.0,,,3.0,1.0,1.0,,,,,,,,,,,
12357205,home,Cuiabá,Fernando Sobral,fernando-sobral,F. Sobral,M,88,178,655,M,931479,EUR,787708800,M,88,88,False,,23.0,18.0,3.0,1.0,0.0,10.0,10.0,8.0,15.0,8.0,2.0,3.0,,2.0,,,,,,85.0,43.0,7.3,12.0,0.0851479,1.0,0,,,,2.0,,2.0,4.0,1.0,1.0,,,2.0,3.0,,,1.0,3.0,3.0,,1.0,1.0,,,,,,,,,
12357205,home,Cuiabá,Lucas Mineiro,lucas-mineiro,L. Mineiro,M,8,188,116,M,840077,EUR,825120000,M,30,30,False,,31.0,24.0,,,0.0,12.0,15.0,12.0,16.0,9.0,,3.0,,3.0,,,,,,90.0,44.0,6.8,10.0,0.00843774,,0,,,,,,,3.0,,1.0,1.0,1.0,1.0,2.0,,,,3.0,2.0,2.0,,,,,,,,,,,
12357205,home,Cuiabá,Denilson,denilson,Denilson,M,8,180,370,M,1175760,EUR,985305600,M,27,27,False,,15.0,10.0,1.0,,0.0,6.0,6.0,4.0,9.0,6.0,,3.0,,1.0,,,,,,70.0,25.0,6.6,8.0,0.00385887,,1,,Denilson,,,,1.0,4.0,1.0,,3.0,3.0,,,,,,2.0,1.0,3.0,,,1.0,0.0278,,,,,,,
12357205,home,Cuiabá,Max,max,Max,M,8,187,253,M,1105838,EUR,989539200,F,10,10,False,,22.0,15.0,4.0,2.0,0.0,8.0,9.0,7.0,14.0,3.0,,3.0,,,,,,,,70.0,32.0,6.8,13.0,0.00713993,,2,,Max,,1.0,,1.0,4.0,1.0,2.0,2.0,2.0,,1.0,,,,,2.0,,,,,0.1108,1.0,1.0,0.1166,,,,
12357205,home,Cuiabá,Isidro Pitta,isidro-pitta,I. Pitta,F,9,183,1815,M,979861,EUR,934588800,F,9,9,False,,12.0,10.0,,,0.0,3.0,3.0,7.0,9.0,1.0,,,,,,,,,,90.0,20.0,6.5,4.0,0.0339695,1.0,2,,,,,,3.0,6.0,,1.0,1.0,1.0,,,,,,,1.0,2.0,,2.0,,0.0791,1.0,1.0,0.1583,1.0,,,
