match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_clearanceOffLine,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_wasFouled,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,player_sofascoreId,stat_goodHighClaim
11391376,home,Lorient,Yvon Mvogo,yvon-mvogo,Y. Mvogo,G,38,190,548,M,149656,EUR,770860800,G,38,38,False,30.0,19.0,19.0,8.0,15.0,19.0,4.0,11.0,2.0,9.0,3.0,5.0,1.0,1.0,90.0,43.0,8.1,11.0,0.00072382,0,0.8002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391376,home,Lorient,Nathaniel Adjei,nathaniel-adjei,N. Adjei,D,32,191,432,M,1103079,EUR,1029888000,D,32,32,False,32.0,22.0,4.0,1.0,13.0,20.0,9.0,12.0,8.0,3.0,,,,,90.0,50.0,7.4,10.0,0.00237741,0,,Nathaniel Adjei,,2.0,1.0,2.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
11391376,home,Lorient,Montassar Talbi,montassar-talbi,M. Talbi,D,3,190,3461,M,879618,EUR,896140800,D,3,3,False,30.0,27.0,5.0,5.0,21.0,23.0,6.0,7.0,7.0,5.0,,,,,90.0,51.0,8.4,6.0,0.00184725,0,,,,,1.0,2.0,6.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
11391376,home,Lorient,Souleymane Isaak Touré,souleymane-isaak-toure,S. I. Touré,D,95,206,1092,M,1012650,EUR,1048809600,D,95,95,False,43.0,39.0,2.0,,33.0,36.0,6.0,7.0,6.0,2.0,,,,,90.0,56.0,7.4,4.0,0.00347961,0,,,,,,1.0,3.0,2.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,
11391376,home,Lorient,Panos Katseris,panos-katseris,P. Katseris,M,13,175,251,M,1402217,EUR,994291200,M,7,7,False,19.0,15.0,,,6.0,7.0,10.0,14.0,4.0,5.0,,,,,79.0,55.0,7.5,14.0,0.101985,3,,,,4.0,1.0,7.0,7.0,,3.0,3.0,,1.0,4.0,2.0,,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.1532,0.0132,1.0,,,,,,
11391376,home,Lorient,Laurent Abergel,laurent-abergel,L. Abergel,M,6,170,153,M,296434,EUR,728524800,M,19,19,False,30.0,25.0,2.0,,18.0,19.0,8.0,12.0,5.0,4.0,,,,,72.0,42.0,6.8,6.0,0.0089251,2,,,,,2.0,2.0,4.0,,,,1.0,,,,,1.0,1.0,2.0,2.0,,1.0,1.0,,,2.0,,0.0335,,1.0,True,,,,,
11391376,home,Lorient,Imrân Louza,imran-louza,I. Louza,M,10,178,3377,M,965943,EUR,925516800,M,6,6,False,43.0,36.0,1.0,,17.0,21.0,19.0,22.0,1.0,3.0,,,,,90.0,57.0,7.0,10.0,0.028367,2,,,,,1.0,5.0,5.0,,,,2.0,2.0,2.0,2.0,,2.0,1.0,1.0,2.0,,,,1.0,,,,0.0555,,2.0,,2.0,,,,
11391376,home,Lorient,Théo Le Bris,theo-le-bris,T. L. Bris,M,11,170,139,M,1131540,EUR,1033430400,M,37,37,False,34.0,28.0,1.0,,15.0,17.0,13.0,20.0,1.0,,,,,,85.0,53.0,7.2,10.0,0.0157346,3,,,,,1.0,1.0,3.0,,1.0,1.0,,,2.0,1.0,,1.0,,,,,3.0,,,,1.0,,0.1793,,1.0,,2.0,,,,
11391376,home,Lorient,Ayman Kari,ayman-kari,A. Kari,F,,180,678,M,1142673,EUR,1100822400,F,44,44,False,24.0,17.0,2.0,1.0,5.0,5.0,12.0,19.0,,4.0,,,,,72.0,42.0,7.1,10.0,0.0202831,1,,,,,,2.0,9.0,,2.0,1.0,,,3.0,1.0,,3.0,1.0,,6.0,,,,,,,,0.0551,,1.0,,1.0,,,,
11391376,home,Lorient,Julien Ponceau,julien-ponceau,J. Ponceau,M,21,170,165,M,942844,EUR,975369600,F,21,21,False,50.0,41.0,3.0,2.0,18.0,23.0,23.0,27.0,1.0,5.0,,,,,90.0,58.0,7.2,11.0,0.0613446,1,,,,2.0,1.0,4.0,3.0,,,,2.0,,1.0,1.0,,,2.0,,1.0,,,,1.0,,,,0.0416,,3.0,,1.0,,,,
