match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialWon,stat_dispossessed,stat_errorLeadToAShot,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_bigChanceMissed,captain,stat_hitWoodwork,stat_totalOffside,stat_ownGoals
12436615,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,61053,M,EmiMartínez,158263,EUR,715392000,G,23,23,False,35.0,22.0,24.0,11.0,0.0,13.0,15.0,9.0,20.0,7.0,1.0,1.0,2.0,90.0,41.0,7.1,13.0,0.00379838,1.0,0,-0.3612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436615,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185,9380,M,mattycash622,833956,EUR,870912000,D,2,2,False,14.0,13.0,1.0,1.0,0.0,11.0,12.0,2.0,5.0,4.0,,,,90.0,28.0,6.6,7.0,0.00098957,,0,,3.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12436615,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183,3197,M,,827679,EUR,877564800,D,4,4,False,33.0,31.0,2.0,2.0,0.0,25.0,26.0,6.0,7.0,2.0,,,,90.0,40.0,6.4,3.0,0.00570184,,0,,,,1.0,1.0,4.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12436615,home,Aston Villa,Tyrone Mings,tyrone-mings,T. Mings,D,5,195,1992,M,,303638,EUR,731980800,D,5,5,False,33.0,27.0,6.0,2.0,0.0,20.0,24.0,7.0,9.0,4.0,,,,90.0,42.0,6.7,6.0,0.00468418,,1,,,3.0,3.0,3.0,7.0,,,,,,,,3.0,,,1.0,1.0,0.0444,,,,,,,,,,,,,,,
12436615,home,Aston Villa,Ian Maatsen,ian-maatsen,I. Maatsen,D,22,178,5464,M,maatsen_,976263,EUR,1015718400,D,22,22,False,57.0,47.0,,,0.0,17.0,25.0,31.0,34.0,2.0,,,,90.0,85.0,8.1,15.0,0.154524,1.0,3,,2.0,,4.0,7.0,1.0,6.0,3.0,,,1.0,,,,1.0,,2.0,1.0,0.3061,1.0,3.0,1.0,1.0,1.0,1.0,0.4341,,,,,,,,
12436615,home,Aston Villa,Boubacar Kamara,boubacar-kamara,B. Kamara,M,44,184,3386,M,,826204,EUR,943315200,M,44,44,False,36.0,33.0,2.0,2.0,0.0,10.0,11.0,23.0,25.0,3.0,,,,82.0,47.0,7.4,3.0,0.28267,2.0,1,,,4.0,7.0,4.0,3.0,2.0,1.0,,1.0,2.0,,,1.0,,,,1.0,0.0114,,,,1.0,,,,1.0,1.0,1.0,,,,,
12436615,home,Aston Villa,Youri Tielemans,youri-tielemans,Y. Tielemans,M,8,177,9789,M,youritielemans,331737,EUR,862963200,M,8,8,False,81.0,71.0,4.0,3.0,1.0,25.0,27.0,46.0,58.0,6.0,,,,90.0,99.0,8.3,16.0,0.134532,3.0,1,,4.0,1.0,5.0,11.0,1.0,5.0,5.0,,3.0,,,,3.0,1.0,,1.0,,0.0755,,1.0,,1.0,,,,2.0,,,,,,,
12436615,home,Aston Villa,Morgan Rogers,morgan-rogers,M. Rogers,M,27,187,13638,M,mrogers,948261,EUR,1027641600,M,27,27,False,22.0,20.0,1.0,1.0,1.0,3.0,4.0,17.0,18.0,5.0,,,,82.0,40.0,7.7,6.0,0.136296,2.0,4,,,,1.0,4.0,1.0,,,3.0,1.0,,,,,1.0,,,,0.323,,3.0,3.0,,3.0,,0.4313,,1.0,1.0,1.0,,,,
12436615,home,Aston Villa,Marco Asensio,marco-asensio,M. Asensio,F,21,182,31005,M,marcoasensio10,361004,EUR,822182400,M,21,21,False,23.0,21.0,,,0.0,8.0,9.0,16.0,19.0,3.0,,,,72.0,39.0,7.5,5.0,0.24757,5.0,2,,5.0,2.0,5.0,5.0,1.0,1.0,1.0,,3.0,2.0,,,,1.0,,1.0,,0.4202,3.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,
12436615,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175,3895,M,,250223,EUR,782438400,M,7,7,False,20.0,16.0,2.0,,0.0,8.0,9.0,8.0,13.0,4.0,,,,72.0,38.0,7.2,7.0,0.0122579,1.0,2,,2.0,1.0,5.0,4.0,,3.0,3.0,,1.0,,,,,1.0,,,2.0,0.4228,,,,,2.0,,0.3316,3.0,,1.0,1.0,True,,,
