match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_shotOffTarget,stat_bigChanceCreated,stat_fouls,captain,stat_bigChanceMissed,player_sofascoreId,stat_clearanceOffLine,stat_errorLeadToAShot,stat_totalOffside,stat_goals,stat_goalAssist
10407167,home,Club Brugge KV,Simon Mignolet,simon-mignolet,S. Mignolet,G,22,193,1214,M,10406,EUR,573609600,G,22,22,False,31.0,26.0,14.0,10.0,24.0,27.0,2.0,4.0,9.0,1.0,1.0,2.0,2.0,3.0,90.0,41.0,5.8,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407167,home,Club Brugge KV,Clinton Mata,clinton-mata,C. Mata,D,22,180,1320,M,152813,EUR,721094400,D,77,77,False,48.0,44.0,5.0,3.0,28.0,30.0,18.0,20.0,4.0,,1.0,,,,68.0,65.0,6.9,6.0,0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
10407167,home,Club Brugge KV,Brandon Mechele,brandon-mechele,B. Mechele,D,44,188,793,M,248331,EUR,728179200,D,44,44,False,79.0,75.0,6.0,5.0,51.0,53.0,24.0,26.0,11.0,,1.0,,,,90.0,89.0,6.7,5.0,1,,,1.0,2.0,2.0,1.0,,1.0,,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10407167,home,Club Brugge KV,Jorne Spileers,jorne-spileers,J. Spileers,D,58,188,879,M,1104897,EUR,1106265600,D,58,58,False,94.0,87.0,14.0,11.0,62.0,62.0,25.0,32.0,7.0,,1.0,,,,90.0,101.0,7.0,8.0,1,,,1.0,1.0,2.0,,,1.0,,1.0,,,,,1.0,1.0,Jorne,Spileers,1.0,1.0,1.0,,,,,,,,,,,
10407167,home,Club Brugge KV,Andreas Skov Olsen,andreas-skov-olsen,A. Skov Olsen,M,7,187,2521,M,888537,EUR,946425600,M,7,7,False,31.0,27.0,2.0,2.0,8.0,8.0,20.0,26.0,2.0,,2.0,,,,90.0,47.0,6.8,11.0,5,3.0,1.0,,3.0,2.0,,,,,,1.0,1.0,,1.0,,,,,4.0,1.0,1.0,3.0,,,,,,,,,,
10407167,home,Club Brugge KV,Casper Nielsen,casper-nielsen,C. Nielsen,M,94,182,405,M,247471,EUR,767577600,M,27,27,False,36.0,25.0,6.0,1.0,10.0,10.0,19.0,37.0,3.0,,1.0,,,,87.0,63.0,7.6,22.0,4,11.0,4.0,1.0,7.0,7.0,,2.0,,,,2.0,3.0,1.0,1.0,4.0,3.0,,,1.0,,2.0,1.0,1.0,3.0,,,,,,,,
10407167,home,Club Brugge KV,Raphael Onyedika,raphael-onyedika,R. Onyedika,M,15,184,6031,M,1129862,EUR,987638400,M,15,15,False,66.0,61.0,2.0,1.0,35.0,36.0,26.0,31.0,11.0,,1.0,,,,90.0,87.0,7.2,11.0,2,1.0,,1.0,7.0,9.0,2.0,3.0,2.0,,,,3.0,3.0,,5.0,4.0,,,1.0,1.0,,2.0,,1.0,,,,,,,,
10407167,home,Club Brugge KV,Hans Vanaken,hans-vanaken,H. Vanaken,M,20,194,2896,M,118085,EUR,714614400,M,20,20,False,91.0,75.0,9.0,6.0,17.0,17.0,58.0,75.0,7.0,,2.0,,,,90.0,108.0,7.7,23.0,3,1.0,,1.0,5.0,3.0,,1.0,1.0,,2.0,,5.0,1.0,,1.0,1.0,,,4.0,1.0,2.0,1.0,1.0,,True,1.0,,,,,,
10407167,home,Club Brugge KV,Eduard Sobol,eduard-sobol,E. Sobol,D,23,186,579,M,186017,EUR,798336000,M,2,2,False,29.0,26.0,1.0,1.0,13.0,14.0,16.0,21.0,3.0,,,,,,57.0,46.0,7.3,8.0,2,6.0,3.0,,2.0,7.0,,1.0,1.0,,2.0,2.0,1.0,5.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,
10407167,home,Club Brugge KV,Roman Yaremchuk,roman-yaremchuk,R. Yaremchuk,F,11,191,4167,M,829296,EUR,817430400,F,70,70,False,13.0,9.0,,,3.0,3.0,6.0,10.0,1.0,,,,,,67.0,16.0,6.6,4.0,3,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,1.0,,,,1.0,r.yaremchuk,,,,,
10407167,home,Club Brugge KV,Noa Lang,noa-lang,N. Lang,F,77,173,13002,M,875136,EUR,929577600,F,10,10,False,24.0,18.0,,,4.0,4.0,14.0,21.0,2.0,,2.0,,,,57.0,33.0,6.8,9.0,2,1.0,,,,1.0,,,,,,,4.0,,,1.0,,,,,,1.0,1.0,,,,1.0,noano,,,,,
