match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_fouls,stat_shotOffTarget,stat_hitWoodwork,stat_unsuccessfulTouch,stat_expectedGoals,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalOffside,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_ownGoals
12450963,home,Angers,Yahia Fofana,yahia-fofana,Y. Fofana,G,75,194,3568,M,yahia.fofana_,877977,EUR,966816000,G,30,30,False,28.0,22.0,12.0,7.0,0.0,20.0,23.0,2.0,5.0,2.0,5.0,2.0,3.0,4.0,90.0,39.0,8.0,6.0,0.00052458,0,0.8987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450963,home,Angers,Carlens Arcus,carlens-arcus,C. Arcus,D,2,180,5908,M,,794373,EUR,835920000,D,2,2,False,43.0,36.0,3.0,1.0,0.0,22.0,25.0,15.0,23.0,,5.0,,,,90.0,62.0,7.1,12.0,0.0393642,0,,5.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12450963,home,Angers,Emmanuel Biumla,emmanuel-biumla,E. Biumla,D,24,185,111,M,,1442036,EUR,1115510400,D,24,24,False,22.0,18.0,1.0,,0.0,15.0,17.0,3.0,5.0,4.0,2.0,,,,45.0,28.0,6.6,4.0,0.000498,0,,,,1.0,2.0,1.0,4.0,,,,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12450963,home,Angers,Jordan Lefort,jordan-lefort,J. Lefort,D,21,184,183,M,,363042,EUR,741225600,D,21,21,False,68.0,60.0,6.0,5.0,0.0,44.0,48.0,16.0,20.0,1.0,7.0,,,,90.0,76.0,7.3,9.0,0.00532365,1,,,,,2.0,2.0,5.0,2.0,,1.0,,,,2.0,1.0,,,1.0,1.0,1.0,0.1069,,,,,,,,,,,,,,,,
12450963,home,Angers,Florent Hanin,florent-hanin,F. Hanin,D,26,177,69,M,,170129,EUR,634089600,D,26,26,False,51.0,42.0,5.0,3.0,1.0,23.0,26.0,21.0,31.0,3.0,5.0,,,,90.0,81.0,7.7,17.0,0.172892,1,,6.0,2.0,1.0,,2.0,2.0,1.0,,,1.0,,,2.0,2.0,,,,,2.0,0.015,1.0,1.0,,,,,,,,,,,,,,
12450963,home,Angers,Jean-Eudes Aholou,jean-eudes-aholou,J. Aholou,M,6,187,438,M,,156004,EUR,764121600,M,6,6,False,40.0,33.0,1.0,,0.0,22.0,23.0,11.0,17.0,2.0,3.0,,,,77.0,54.0,6.9,9.0,0.181193,1,,,,,3.0,9.0,8.0,2.0,1.0,1.0,,,,3.0,2.0,,5.0,,,,0.0357,,1.0,2.0,1.0,1.0,,,,,,,,,,,
12450963,home,Angers,Haris Belkebla,haris-belkebla,H. Belkebla,M,93,177,1877,M,,580642,EUR,759715200,M,93,93,False,62.0,59.0,2.0,1.0,0.0,28.0,28.0,31.0,34.0,4.0,2.0,,,,90.0,79.0,7.6,4.0,0.0121544,0,,,,1.0,2.0,2.0,9.0,,1.0,,,,,6.0,4.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,
12450963,home,Angers,Jim Allevinah,jim-allevinah,J. Allevinah,M,18,172,920,M,,988632,EUR,793843200,M,18,18,False,24.0,21.0,,,0.0,11.0,11.0,11.0,15.0,,8.0,,,,75.0,44.0,6.6,13.0,0.0342999,3,,2.0,1.0,,1.0,8.0,2.0,,,,1.0,,,1.0,1.0,,1.0,1.0,,2.0,0.2713,,2.0,4.0,3.0,,,2.0,,,,,,,,,
12450963,home,Angers,Himad Abdelli,himad-abdelli,H. Abdelli,M,8,185,7344,M,,945830,EUR,942796800,M,10,10,False,52.0,47.0,3.0,2.0,0.0,13.0,14.0,34.0,38.0,,4.0,,,,84.0,68.0,7.5,10.0,0.105142,1,,,,,,5.0,6.0,2.0,1.0,2.0,1.0,,,3.0,2.0,,1.0,,,1.0,0.0199,,,1.0,2.0,1.0,,,True,1.0,0.0094,,,,,,
12450963,home,Angers,Farid El Melali,farid-el-melali,F. El Melali,M,28,173,1171,M,,930584,EUR,862790400,M,28,28,False,22.0,20.0,2.0,1.0,0.0,5.0,5.0,16.0,19.0,,3.0,,,,75.0,41.0,7.2,9.0,0.0426243,1,,2.0,1.0,,,5.0,6.0,,,1.0,1.0,,,2.0,1.0,,,1.0,,1.0,0.0352,,,2.0,6.0,3.0,,2.0,,,,,,,,,
12450963,home,Angers,Esteban Lepaul,lepaul-esteban,E. Lepaul,F,9,177,1997,M,,966621,EUR,956016000,F,19,19,False,8.0,6.0,,,0.0,4.0,4.0,2.0,4.0,1.0,2.0,,,,90.0,18.0,7.3,5.0,0.00033137,2,,,,3.0,3.0,7.0,6.0,1.0,,2.0,,,,1.0,,,,,,,0.1739,,,1.0,2.0,,,,,2.0,0.8046,1.0,,,,,
12450963,home,Angers,Abdoulaye Bamba,abdoulaye-bamba,A. Bamba,D,25,182,172,M,,121180,EUR,641001600,D,25,25,True,24.0,22.0,4.0,2.0,0.0,17.0,18.0,5.0,6.0,,2.0,,,,45.0,27.0,6.9,2.0,0.00386365,0,,,,1.0,,1.0,1.0,,2.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12450963,home,Angers,Lilian Raolisoa,lilian-raolisoa,L. Raolisoa,D,27,178,247,M,,1462778,EUR,961113600,D,27,27,True,6.0,4.0,,,0.0,1.0,2.0,3.0,5.0,,3.0,,,,15.0,13.0,6.8,5.0,0.0102848,0,,1.0,,,,2.0,3.0,,1.0,,,Lilian Raolisoa,,2.0,2.0,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,
12450963,home,Angers,Zinedine Ferhat,zinedine-ferhat,Z. Ferhat,M,8,183,1385,M,,842400,EUR,730944000,M,20,20,True,3.0,3.0,,,0.0,1.0,1.0,2.0,5.0,,1.0,,,,15.0,8.0,7.0,3.0,0.0100262,0,,3.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
12450963,home,Angers,Pierrick Capelle,pierrick-capelle,P. Capelle,M,15,181,58,M,,209768,EUR,545443200,M,15,15,True,6.0,4.0,,,0.0,2.0,4.0,2.0,3.0,,1.0,,,,13.0,15.0,7.1,4.0,0.0074987,1,,1.0,,,,,4.0,,,,,,,2.0,2.0,,,1.0,,1.0,0.0233,,,,2.0,2.0,,,,,,,,,,,
