match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_blockedScoringAttempt,stat_fouls,stat_expectedGoals,captain,stat_aerialWon,stat_shotOffTarget,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_punches,stat_clearanceOffLine
12499353,home,Juventus,Michele Di Gregorio,,,michele-di-gregorio,M. Di Gregorio,G,16,187,8129,M,L'UomoTigre,844609,EUR,869961600,G,29,29,False,23.0,22.0,3.0,2.0,0.0,22.0,22.0,1.0,9.0,2.0,3.0,3.0,2.0,90.0,32.0,6.7,2.0,6.255e-05,0,-1.1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499353,home,Juventus,Andrea Cambiaso,,,cambiaso-andrea,A. Cambiaso,D,27,181,7318,M,andrea_cambiaso,917048,EUR,951004800,D,27,27,False,86.0,76.0,2.0,1.0,0.0,25.0,28.0,59.0,6.0,,,,,90.0,106.0,7.4,14.0,0.0656596,0,,51.0,1.0,1.0,2.0,7.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
12499353,home,Juventus,Federico Gatti,Federico Gatti,,federico-gatti,F. Gatti,D,4,190,4940,M,FedericoGatti,1128063,EUR,898646400,D,4,4,False,70.0,65.0,2.0,,0.0,33.0,36.0,34.0,7.0,,,,,90.0,74.0,6.6,5.0,0.0127844,1,,32.0,,1.0,2.0,,,,,2.0,1.0,,,,,,,,1.0,1.0,0.0247,,,,,,,,,,,,,
12499353,home,Juventus,Danilo,,,danilo,Danilo,D,13,184,15175,M,Danilo,124992,EUR,679536000,D,6,6,False,90.0,85.0,3.0,2.0,0.0,47.0,49.0,41.0,7.0,,,,,90.0,103.0,6.8,5.0,0.0151048,1,,38.0,,3.0,5.0,6.0,2.0,,,3.0,,1.0,1.0,1.0,,,,,,,0.1048,True,5.0,1.0,,,,,,,,,,
12499353,home,Juventus,Juan Cabal,,,juan-cabal,J. Cabal,D,32,185,4400,M,,988037,EUR,978912000,D,32,32,False,48.0,41.0,2.0,2.0,0.0,25.0,28.0,20.0,4.0,,,,,59.0,57.0,6.5,10.0,0.0107797,0,,16.0,,,2.0,4.0,,,,1.0,,,3.0,1.0,,2.0,,,,1.0,,,1.0,,1.0,,,,,,,,,
12499353,home,Juventus,Weston McKennie,,,weston-mckennie,W. McKennie,M,22,185,7292,M,west.mckennie,881931,EUR,904262400,M,16,16,False,25.0,23.0,3.0,2.0,0.0,9.0,9.0,16.0,7.0,,,,,71.0,33.0,7.4,4.0,0.0195637,3,,14.0,,,1.0,3.0,,,,1.0,,,1.0,,,1.0,1.0,1.0,,,0.2788,,1.0,1.0,1.0,1.0,2.0,1.0,1.1142,,,,,
12499353,home,Juventus,Manuel Locatelli,,,manuel-locatelli,M. Locatelli,M,5,185,8228,M,locamanuel73,363860,EUR,884217600,M,5,5,False,83.0,78.0,7.0,6.0,0.0,26.0,27.0,56.0,4.0,,,,,90.0,102.0,8.2,5.0,0.0701175,3,,52.0,,1.0,2.0,8.0,1.0,2.0,2.0,,1.0,2.0,5.0,3.0,,,1.0,2.0,1.0,,0.1369,,1.0,1.0,,,1.0,,,,,,,
12499353,home,Juventus,Khéphren Thuram,,,khephren-thuram,K. Thuram,M,19,191,11655,M,k_thuram,904832,EUR,985564800,M,19,19,False,40.0,37.0,,,0.0,15.0,15.0,25.0,1.0,,,,,84.0,55.0,6.8,9.0,0.0318484,2,,22.0,,1.0,7.0,4.0,,5.0,4.0,1.0,,,,,,1.0,,1.0,1.0,3.0,0.1429,,,1.0,2.0,,,,,,,,,
12499353,home,Juventus,Francisco Conceição,,,francisco-conceicao,F. Conceição,F,7,170,19864,M,FConceicao_7,979222,EUR,1039824000,F,7,7,False,33.0,26.0,,,1.0,6.0,7.0,36.0,2.0,,,,,90.0,68.0,7.3,21.0,0.891101,4,,23.0,10.0,,6.0,4.0,1.0,5.0,3.0,,,2.0,,,,1.0,1.0,3.0,3.0,,0.1128,,,1.0,3.0,,,,,3.0,1.0,1.0,,
12499353,home,Juventus,Dušan Vlahović,,,dusan-vlahovic,D. Vlahović,F,9,190,43057,M,DV9,832208,EUR,949017600,F,9,9,False,22.0,15.0,,,0.0,4.0,4.0,18.0,1.0,,,,,90.0,31.0,7.0,8.0,0.0507341,4,,11.0,,1.0,3.0,4.0,,,,2.0,,,,,,1.0,1.0,2.0,,2.0,0.8879,,3.0,3.0,,1.0,1.0,,0.2072,,,1.0,,
