match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_crossNotClaimed,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,captain,stat_wonTackle,stat_fouls,stat_challengeLost,stat_totalCross,stat_dispossessed,stat_lastManTackle,stat_keyPass,stat_wasFouled,player_sofascoreId,stat_penaltyWon,stat_accurateCross,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotOffTarget,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_penaltyConceded,stat_errorLeadToAShot
12437666,home,Leganés,Marko Dmitrović,marko-dmitrovic,M. Dmitrović,G,13,194,1184,M,94527,EUR,696211200,G,13,13,False,43.0,17.0,30.0,4.0,0.0,14.0,17.0,3.0,26.0,2.0,11.0,1.0,2.0,1.0,90.0,48.0,6.6,26.0,0.0010058,0,0.0782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437666,home,Leganés,Adrià Altimira,altimira-adria,A. Altimira,D,2,170,365,M,980732,EUR,985737600,D,2,2,False,27.0,21.0,7.0,4.0,0.0,10.0,12.0,11.0,15.0,6.0,1.0,,,,90.0,50.0,7.4,8.0,0.00951409,0,,,,2.0,3.0,3.0,7.0,2.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12437666,home,Leganés,Sergio González,sergio-gonzalez,S. González,D,4,186,271,M,377234,EUR,703728000,D,6,6,False,53.0,39.0,15.0,4.0,0.0,30.0,30.0,9.0,23.0,9.0,4.0,,,,90.0,66.0,7.1,14.0,0.0271258,0,,,,2.0,2.0,3.0,5.0,,,,,3.0,,True,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
12437666,home,Leganés,Matija Nastasić,matija-nastasic,M. Nastasić,D,15,188,481,M,98440,EUR,733276800,D,22,22,False,55.0,41.0,6.0,1.0,0.0,26.0,31.0,15.0,24.0,4.0,2.0,,,,90.0,67.0,7.2,14.0,0.00296334,0,,,,1.0,1.0,2.0,5.0,,,1.0,1.0,4.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,
12437666,home,Leganés,Enric Franquesa,enric-franquesa,E. Franquesa,D,15,174,189,M,885259,EUR,856915200,D,15,15,False,23.0,19.0,2.0,,0.0,9.0,11.0,10.0,14.0,,1.0,,,,67.0,47.0,6.7,12.0,0.0129045,0,,,,2.0,,6.0,3.0,2.0,2.0,,1.0,1.0,2.0,,,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12437666,home,Leganés,Renato Tapia,renato-tapia,R. Tapia,M,13,185,3151,M,352376,EUR,806889600,M,5,5,False,38.0,28.0,3.0,1.0,0.0,19.0,25.0,9.0,13.0,2.0,6.0,,,,76.0,47.0,6.6,12.0,0.00853884,0,,,,1.0,2.0,3.0,3.0,,,,1.0,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,
12437666,home,Leganés,Seydouba Cisse,seydouba-cisse,S. Cisse,M,8,172,3843,M,906065,EUR,981763200,M,8,8,False,38.0,29.0,2.0,1.0,0.0,19.0,22.0,10.0,16.0,,10.0,,,,89.0,49.0,7.4,10.0,0.0137143,0,,,,4.0,2.0,7.0,9.0,1.0,1.0,,1.0,4.0,1.0,,2.0,3.0,,,,,,2.0,seydoubacisse32,1.0,,,,,,,,,,,,,
12437666,home,Leganés,Juan Cruz,juan-cruz,J. Cruz,M,10,179,541,M,936234,EUR,956620800,M,11,11,False,15.0,7.0,2.0,,0.0,2.0,4.0,6.0,15.0,1.0,2.0,,,,76.0,27.0,6.9,14.0,0.15235,1,,,,,,1.0,1.0,,,,,,2.0,,,,,4.0,1.0,,2.0,1.0,,,1.0,1.0,0.0205,,,,,,,,,,
12437666,home,Leganés,Darko Brašanac,darko-brasanac,D. Brašanac,M,5,178,208,M,94539,EUR,697852800,M,14,14,False,37.0,30.0,3.0,,0.0,13.0,14.0,17.0,23.0,1.0,8.0,,,,90.0,50.0,7.2,8.0,0.0136132,1,,,,2.0,3.0,3.0,6.0,,,,2.0,3.0,1.0,,1.0,,1.0,,,,1.0,,,,,,0.0208,1.0,1.0,,,,,,,,
12437666,home,Leganés,Munir El Haddadi,munir-el-haddadi,M. E. Haddadi,F,17,175,3412,M,350170,EUR,809913600,M,23,23,False,17.0,8.0,1.0,,0.0,4.0,5.0,4.0,13.0,1.0,3.0,,,,90.0,44.0,6.8,16.0,0.00434308,2,,,,6.0,,13.0,10.0,2.0,,1.0,,4.0,2.0,,2.0,2.0,1.0,1.0,2.0,,,6.0,,,,,0.0739,1.0,1.0,1.0,0.0477,,,,,,
