match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_goals,stat_wonTackle,stat_fouls,stat_wasFouled,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_errorLeadToAShot,stat_bigChanceCreated
14109620,home,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192.0,4877,M,754330,EUR,828662400,G,1,1,False,True,31.0,27.0,8.0,4.0,0.0,25.0,25.0,2.0,6.0,1.0,1.0,2.0,8.0,1.0,2.0,4.0,2.0,90.0,45.0,7.1,4.0,0.00130389,0.0424,0,1.1464,0.06,-0.04,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109620,home,Trabzonspor,Wagner Pina,wagner-pina,W. Pina,M,20,180.0,484,M,1513625,EUR,1036281600,D,20,20,False,,31.0,28.0,3.0,1.0,0.0,17.0,18.0,11.0,13.0,1.0,3.0,2.0,5.0,,,,,90.0,57.0,6.9,11.0,0.0156227,,2,,0.05,0.07,0.16,,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0924,0.0494,1.0,-0.19,,,,,,,,,,,,,
14109620,home,Trabzonspor,Stefan Savić,stefan-savic,S. Savić,D,15,186.0,1712,M,76265,EUR,663292800,D,15,15,False,,69.0,55.0,9.0,1.0,0.0,35.0,38.0,20.0,31.0,4.0,6.0,7.0,,,,,,90.0,80.0,8.9,14.0,0.217659,,1,,0.66,0.14,0.19,,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,0.6053,0.9889,,0.51,,,1.0,1.0,1.0,,,,,,,,
14109620,home,Trabzonspor,Arseniy Batagov,arsenii-batahov,A. Batagov,D,44,185.0,940,M,981395,EUR,1015286400,D,44,44,False,,66.0,57.0,9.0,6.0,0.0,37.0,38.0,20.0,28.0,3.0,4.0,5.0,2.0,,,,,90.0,76.0,7.2,10.0,0.0102667,,0,,0.28,0.15,0.27,,,,2.0,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,
14109620,home,Trabzonspor,Mustafa Eskihellaç,mustafa-eskihellac,M. Eskihellaç,D,19,175.0,571,M,899069,EUR,862790400,D,19,19,False,,47.0,43.0,1.0,1.0,0.0,26.0,29.0,17.0,18.0,2.0,5.0,4.0,9.0,,,,,90.0,70.0,7.4,10.0,0.0475315,,1,,0.31,0.34,0.14,,1.0,,5.0,1.0,,4.0,1.0,1.0,,2.0,,1.0,0.0284,,2.0,-0.18,,,1.0,,,,2.0,1.0,,,,,
14109620,home,Trabzonspor,Oleksandr Zubkov,oleksandr-zubkov,O. Zubkov,M,22,182.0,1318,M,353282,EUR,839030400,M,22,22,False,,28.0,25.0,5.0,4.0,0.0,13.0,13.0,12.0,15.0,,2.0,,3.0,,,,,84.0,46.0,7.3,13.0,0.0847405,,3,,0.52,0.14,-0.02,,8.0,1.0,5.0,1.0,,1.0,,2.0,1.0,1.0,1.0,2.0,0.1545,0.0898,1.0,-0.02,,,1.0,,1.0,2.0,1.0,,,,,,
14109620,home,Trabzonspor,Tim Jabol-Folcarelli,tim-jabol-folcarelli,T. Jabol-Folcarelli,M,26,187.0,314,M,1106446,EUR,944438400,M,26,26,False,,10.0,8.0,,,0.0,5.0,5.0,3.0,5.0,,,,2.0,,,,,45.0,12.0,6.6,4.0,0.00481238,,0,,0.0,0.0,0.13,,,,,,,,,,,,,2.0,,,,,Tim Jabol-Folcarelli,,,,,,,,,,,,
14109620,home,Trabzonspor,Okay Yokuşlu,okay-yokuslu,O. Yokuşlu,M,5,190.0,810,M,97967,EUR,763171200,M,5,5,False,,32.0,25.0,2.0,1.0,0.0,17.0,20.0,8.0,12.0,3.0,7.0,2.0,1.0,,,,,90.0,46.0,7.2,10.0,0.0105062,,0,,0.03,0.02,0.25,,2.0,,1.0,,,,,,,,2.0,1.0,,,,,,,1.0,,,,2.0,,,,,,
14109620,home,Trabzonspor,Kazeem Olaigbe,kazeem-olaigbe,K. Olaigbe,F,70,178.0,763,M,1004346,EUR,1041465600,M,70,70,False,,23.0,16.0,5.0,1.0,0.0,6.0,9.0,10.0,14.0,,3.0,,2.0,,,,,71.0,40.0,6.4,14.0,0.0110551,,2,,-0.06,0.1,0.17,,1.0,,4.0,,2.0,2.0,1.0,2.0,,,1.0,2.0,0.1321,,1.0,-0.39,,,,,1.0,1.0,1.0,,,,,,
14109620,home,Trabzonspor,Felipe Augusto,felipe-augusto,F. Augusto,F,99,187.0,1398,M,1106681,EUR,1077062400,F,99,99,False,,10.0,7.0,,,0.0,3.0,4.0,4.0,6.0,1.0,6.0,1.0,1.0,,,,,71.0,28.0,7.2,8.0,0.00320728,,3,,0.32,0.05,0.14,,,,3.0,,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,0.345,0.1775,,0.14,Felipe Augusto,,1.0,,,1.0,2.0,,1.0,1.0,,,
14109620,home,Trabzonspor,Paul Onuachu,paul-onuachu,P. Onuachu,F,30,201.0,6781,M,295123,EUR,770083200,F,30,30,False,,24.0,17.0,1.0,1.0,0.0,6.0,7.0,11.0,17.0,4.0,4.0,2.0,3.0,,,,,89.0,38.0,5.6,14.0,0.0526515,,1,,-0.04,-0.99,0.16,,,,8.0,,2.0,2.0,,,,,,3.0,0.2827,,2.0,-0.51,,,3.0,,,2.0,2.0,1.0,,1.0,,,
14109620,home,Trabzonspor,Batista Mendy,batista-mendy,B. Mendy,M,19,191.0,1291,M,859021,EUR,947635200,M,6,6,True,,19.0,17.0,1.0,,0.0,15.0,16.0,2.0,3.0,,3.0,1.0,3.0,,,,,45.0,27.0,6.5,4.0,0.00403927,,0,,-0.01,0.0,-0.03,,,,4.0,,,,,,,,1.0,2.0,,,1.0,,,,,,1.0,4.0,2.0,,,,,,
14109620,home,Trabzonspor,Edin Višća,edin-visca,E. Višća,M,7,172.0,1001,M,109779,EUR,635212800,M,7,7,True,,8.0,6.0,,,0.0,3.0,4.0,3.0,4.0,,,,1.0,,,,,19.0,11.0,6.4,2.0,0.0146962,,3,,-0.05,0.08,0.0,,,,1.0,,,,,2.0,1.0,,,,0.17,0.0232,,-0.4,,,1.0,,,,,,,,,,
14109620,home,Trabzonspor,Ozan Tufan,ozan-tufan,O. Tufan,M,11,182.0,2046,M,251907,EUR,795916800,M,11,11,True,,7.0,7.0,,,0.0,3.0,3.0,4.0,4.0,,2.0,,1.0,,,,,19.0,10.0,6.8,,0.00345156,,1,,0.03,0.05,0.14,,,,,,,1.0,1.0,,1.0,,,,0.0193,0.0615,,-0.06,,,,,,,1.0,,,,,,
14109620,home,Trabzonspor,Arif Boşluk,arif-bosluk,A. Boşluk,D,24,183.0,172,M,1138095,EUR,1054857600,D,77,77,True,,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,,,,,,,,,12.0,7.0,6.7,1.0,0.00533628,,0,,0.03,0.08,0.0,,,,3.0,,,1.0,,,,,,,,,1.0,,Arif Bosluk,,2.0,,,,,,,,,,
14109620,home,Trabzonspor,Danylo Sikan,sikan-danylo,D. Sikan,F,14,185.0,1362,M,945479,EUR,987379200,F,14,14,True,,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,,,1.0,2.0,,,0.0113797,,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
14109620,home,Trabzonspor,Ahmet Doğan Yıldırım,ahmet-dogan-yildirim,A. D. Yıldırım,G,88,194.0,225,M,1907056,EUR,1162339200,G,88,88,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Ahmet Doğan Yıldırım,,,,,,,,,,,,
14109620,home,Trabzonspor,Serdar Saatçı,serdar-saatci,S. Saatçı,D,15,190.0,433,M,1084880,EUR,1045180800,D,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Serdar Saatci,,,,,,,,,,,,
14109620,home,Trabzonspor,Rayyan Baniya,rayyan-baniya,R. Baniya,D,23,192.0,336,M,929739,EUR,919296000,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109620,home,Trabzonspor,Salih Malkoçoğlu,salih-malkocoglu,S. Malkoçoğlu,D,74,190.0,275,M,1499364,EUR,1109116800,M,74,74,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Salih Malkoçoglu,,,,,,,,,,,,
14109620,home,Trabzonspor,Muhammed-Cham Saračević,muhammed-cham-saracevic,M. Cham-Saračević,M,10,180.0,992,M,958901,EUR,969926400,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
