match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,captain,stat_aerialLost,stat_dispossessed,stat_wonTackle,stat_wonContest,stat_blockedScoringAttempt,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_outfielderBlock,stat_wasFouled,player_firstName,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,player_lastName,stat_errorLeadToAShot
12450931,home,Olympique de Marseille,Gerónimo Rulli,geronimo-rulli,G. Rulli,G,1,189,13363,M,gerorulli,128383,EUR,706320000,G,1,1,False,47.0,39.0,9.0,2.0,0.0,38.0,44.0,1.0,3.0,1.0,2.0,15.0,1.0,1.0,2.0,3.0,5.0,2.0,2.0,90.0,66.0,7.8,8.0,0.00018646,0,0.6077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450931,home,Olympique de Marseille,Amir Murillo,michael-murillo,A. Murillo,D,62,183,3561,M,,839493,EUR,823996800,D,62,62,False,56.0,47.0,3.0,1.0,0.0,40.0,45.0,8.0,12.0,5.0,6.0,6.0,,3.0,,,,,,90.0,77.0,6.7,11.0,0.0344758,0,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12450931,home,Olympique de Marseille,Leonardo Balerdi,leonardo-balerdi,L. Balerdi,D,5,188,7165,M,leobalerdi5,928236,EUR,917308800,D,5,5,False,100.0,93.0,10.0,6.0,0.0,86.0,90.0,7.0,10.0,2.0,6.0,1.0,,2.0,,,,,,90.0,114.0,6.8,9.0,0.00353877,0,,,,,2.0,,,,,,True,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
12450931,home,Olympique de Marseille,Geoffrey Kondogbia,geoffrey-kondogbia,G. Kondogbia,M,19,188,2269,M,,96544,EUR,729734400,D,19,19,False,72.0,70.0,2.0,1.0,0.0,60.0,61.0,10.0,11.0,5.0,2.0,6.0,,4.0,,,,,,90.0,88.0,6.9,4.0,0.0049698,0,,,,,3.0,,2.0,1.0,,,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,
12450931,home,Olympique de Marseille,Luís Henrique,luis-henrique,L. Henrique,M,11,181,6103,M,,977679,EUR,1008288000,M,44,44,False,29.0,26.0,3.0,2.0,0.0,13.0,13.0,14.0,18.0,3.0,6.0,8.0,,1.0,,,,,,90.0,47.0,6.8,7.0,0.0837691,1,,2.0,1.0,,4.0,,4.0,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,0.0315,,,,,,,,,,,,
12450931,home,Olympique de Marseille,Pierre-Emile Højbjerg,pierre-emile-hojbjerg,P. Højbjerg,M,23,185,4495,M,hojbjerg23,149593,EUR,807580800,M,23,23,False,66.0,63.0,3.0,2.0,0.0,37.0,37.0,26.0,29.0,3.0,1.0,2.0,,2.0,,,,,,90.0,79.0,6.7,9.0,0.115892,0,,,,,8.0,2.0,2.0,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,,2.0,,,1.0,,,,,,,,,,,
12450931,home,Olympique de Marseille,Valentin Rongier,valentin-rongier,V. Rongier,M,21,172,1149,M,,581314,EUR,786758400,M,21,21,False,52.0,51.0,1.0,1.0,0.0,30.0,30.0,21.0,23.0,3.0,1.0,1.0,,2.0,,,,,,74.0,60.0,7.0,4.0,0.0107785,0,,1.0,,,,,,1.0,2.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,
12450931,home,Olympique de Marseille,Quentin Merlin,quentin-merlin,Q. Merlin,M,26,173,1164,M,,1102502,EUR,1021507200,M,3,3,False,31.0,28.0,3.0,1.0,0.0,16.0,18.0,12.0,14.0,2.0,2.0,4.0,,1.0,,,,,,75.0,50.0,7.1,8.0,0.0060881,3,,1.0,,,4.0,,3.0,,1.0,,,,1.0,1.0,1.0,2.0,1.0,,0.394,,,Quentin Merlin,1.0,1.0,0.7891,,,,,,
12450931,home,Olympique de Marseille,Mason Greenwood,mason-greenwood,M. Greenwood,F,10,181,65939,M,MGreenwood,942116,EUR,1001894400,F,10,10,False,35.0,30.0,5.0,5.0,0.0,10.0,14.0,20.0,25.0,9.0,,4.0,,5.0,,,,,,84.0,57.0,7.4,14.0,0.0259709,2,,4.0,,,7.0,1.0,4.0,,2.0,,,1.0,2.0,2.0,3.0,,2.0,,0.092,,1.0,,,,,2.0,,,,,
12450931,home,Olympique de Marseille,Adrien Rabiot,adrien-rabiot,A. Rabiot,M,12,191,11335,M,adrienrabiot_25,250737,EUR,796867200,F,25,25,False,45.0,33.0,1.0,,1.0,21.0,25.0,12.0,21.0,3.0,2.0,2.0,,1.0,,,,,,90.0,58.0,7.3,14.0,0.0956782,1,,1.0,,1.0,8.0,1.0,2.0,1.0,,1.0,,1.0,,1.0,1.0,,5.0,1.0,0.0668,,,,1.0,,0.1609,,1.0,,,,
