match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_outfielderBlock,stat_wonTackle,stat_errorLeadToAShot,stat_wonContest,player_firstName,player_lastName,stat_goodHighClaim,stat_punches,stat_goals
10434051,home,Giresunspor,Onurcan Piri,onurcan-piri,O. Piri,G,1,190,61,M,213542,EUR,780710400,G,1,1,False,True,29.0,19.0,11.0,1.0,18.0,20.0,1.0,9.0,5.0,1.0,1.0,90.0,33.0,6.6,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434051,home,Giresunspor,Hayrullah Bilazer,hayrullah-bilazer,H. Bilazer,D,77,170,27,M,852161,EUR,800928000,D,77,77,False,,43.0,35.0,5.0,3.0,8.0,11.0,29.0,37.0,4.0,,,90.0,80.0,7.4,17.0,1,5.0,2.0,3.0,4.0,7.0,7.0,1.0,1.0,1.0,1.0,6.0,2.0,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,
10434051,home,Giresunspor,Ramón Arias,ramon-arias,R. Arias,D,42,181,87,M,158625,EUR,712195200,D,21,21,False,,40.0,33.0,3.0,2.0,20.0,21.0,13.0,19.0,1.0,,,90.0,53.0,7.2,7.0,5,,,6.0,7.0,8.0,9.0,,,,1.0,3.0,1.0,,,2.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,
10434051,home,Giresunspor,Alexis Pérez,alexis-perez,A. Pérez,D,25,181,189,M,602812,EUR,764553600,D,25,25,False,,50.0,41.0,8.0,6.0,24.0,27.0,17.0,23.0,9.0,,,90.0,66.0,7.0,11.0,1,,,4.0,,6.0,1.0,1.0,,,1.0,9.0,1.0,1.0,2.0,,1.0,,,,,1.0,1.0,1.0,,,,,,
10434051,home,Giresunspor,Alper Uludağ,alper-uludag,A. Uludağ,D,,180,20,M,100102,EUR,660873600,D,6,6,False,,28.0,20.0,4.0,2.0,9.0,11.0,13.0,31.0,6.0,,,87.0,67.0,7.2,25.0,2,14.0,2.0,1.0,2.0,2.0,4.0,,,,,1.0,1.0,2.0,4.0,,1.0,2.0,2.0,,,,2.0,,,,,,,
10434051,home,Giresunspor,Serginho,serginho,Serginho,M,70,180,332,M,849301,EUR,797126400,M,10,10,False,,29.0,23.0,,,2.0,3.0,23.0,32.0,7.0,,,90.0,58.0,7.2,18.0,5,6.0,2.0,,,8.0,7.0,1.0,3.0,8.0,,,,2.0,2.0,,1.0,1.0,4.0,1.0,,,2.0,,5.0,,,,,
10434051,home,Giresunspor,Robert Mejía,robert-mejia,R. Mejía,M,88,173,79,M,1020193,EUR,970790400,M,14,14,False,,45.0,39.0,3.0,3.0,9.0,12.0,31.0,34.0,4.0,,,90.0,61.0,7.1,12.0,0,1.0,1.0,1.0,2.0,5.0,4.0,,,3.0,,,1.0,2.0,3.0,,1.0,1.0,,,,1.0,2.0,,,,,,,
10434051,home,Giresunspor,Jorman Campuzano,jorman-campuzano,J. Campuzano,M,21,175,818,M,924420,EUR,830822400,M,30,30,False,,36.0,32.0,3.0,2.0,13.0,15.0,19.0,23.0,9.0,,,89.0,53.0,7.1,8.0,1,2.0,,2.0,1.0,4.0,7.0,,2.0,1.0,1.0,,4.0,2.0,,3.0,,1.0,,,,,1.0,,1.0,,,,,
10434051,home,Giresunspor,Borja Sainz,borja-sainz,B. Sainz,F,17,174,2627,M,992567,EUR,980985600,M,7,7,False,,21.0,16.0,1.0,,4.0,5.0,12.0,21.0,3.0,,,89.0,48.0,6.7,16.0,4,5.0,,,,5.0,8.0,1.0,1.0,3.0,,1.0,,3.0,1.0,3.0,2.0,1.0,,4.0,,,2.0,,2.0,,,,,
10434051,home,Giresunspor,Brandley Kuwas,brandley-kuwas,B. Kuwas,M,10,181,114,M,252885,EUR,716860800,F,11,11,False,,19.0,14.0,2.0,1.0,,1.0,17.0,25.0,2.0,,,61.0,35.0,7.1,12.0,0,7.0,3.0,,,1.0,4.0,,,2.0,,,,1.0,2.0,2.0,,2.0,,,,,1.0,,1.0,Brandley,Kuwas,,,
