match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_clearanceOffLine,stat_outfielderBlock,stat_fouls,stat_challengeLost,stat_penaltyConceded,stat_totalOffside,stat_onTargetScoringAttempt,stat_shotOffTarget,player_sofascoreId,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,stat_penaltyWon,stat_bigChanceMissed,stat_hitWoodwork
12624945,home,Al Orobah,Gaëtan Coucke,gaetan-coucke,G. Coucke,G,98,187.0,160,M,794989,EUR,910051200,G,28,28,False,17.0,11.0,11.0,5.0,0.0,6.0,7.0,5.0,10.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,90.0,23.0,6.0,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624945,home,Al Orobah,Hamed Al-Maghati,hamed-taleb,H. Al-Maghati,D,11,175.0,9,M,948603,EUR,742694400,D,11,11,False,22.0,14.0,3.0,2.0,0.0,7.0,10.0,9.0,16.0,,4.0,,,,,,,90.0,49.0,6.1,16.0,0,True,4.0,2.0,3.0,2.0,5.0,6.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
12624945,home,Al Orobah,Ismael Kandouss,ismael-kandouss,I. Kandouss,D,27,192.0,736,M,934196,EUR,879292800,D,3,3,False,11.0,10.0,2.0,2.0,0.0,8.0,8.0,2.0,3.0,9.0,3.0,,,,,,,90.0,27.0,6.3,2.0,0,,,,,1.0,,2.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12624945,home,Al Orobah,Ziyad Al Hunayti,zeyad-al-hunayti,Z. Al Hunayti,D,4,167.0,2,M,893180,EUR,860112000,D,4,4,False,8.0,6.0,1.0,1.0,0.0,6.0,8.0,,,6.0,5.0,,,,,,,72.0,21.0,7.1,3.0,0,,,,,,2.0,,1.0,,,1.0,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,
12624945,home,Al Orobah,Hussain Al-Shuweish,hussain-al-showaish,H. Al-Shuweish,D,33,185.0,17,M,818758,EUR,625881600,D,33,33,False,26.0,9.0,14.0,2.0,0.0,6.0,11.0,3.0,15.0,5.0,4.0,,,,,,,90.0,43.0,5.7,20.0,0,,,,2.0,2.0,4.0,4.0,,1.0,,4.0,2.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,
12624945,home,Al Orobah,Ibrahim Al-Zubaidi,ibrahim-al-zubaidi,I. Al-Zubaidi,D,,172.0,16,M,793916,EUR,623462400,D,13,13,False,9.0,5.0,4.0,1.0,0.0,3.0,6.0,2.0,4.0,4.0,,,,,,,,60.0,23.0,5.9,8.0,0,,1.0,,,,4.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,1.0,2.0,1.0,1.0,2.0,,,,,,,,,
12624945,home,Al Orobah,Brad Young,brad-young,B. Young,F,32,185.0,212,M,1083046,EUR,1041811200,M,9,9,False,10.0,9.0,,,0.0,3.0,4.0,6.0,6.0,1.0,5.0,,,,,,,90.0,23.0,6.0,7.0,0,,,,2.0,,9.0,2.0,3.0,2.0,,,,,1.0,2.0,,Brad Young,,,,2.0,,,,,,,,,,,,
12624945,home,Al Orobah,Fahad Al-Reshedi,fahad-al-reshedi,F. Al-Reshedi,M,80,173.0,10,M,818573,EUR,676339200,M,80,80,False,20.0,15.0,3.0,2.0,0.0,9.0,10.0,6.0,11.0,,5.0,,,,,,,90.0,30.0,6.4,7.0,0,,1.0,,,,4.0,3.0,1.0,,,4.0,1.0,1.0,,2.0,,,,,,2.0,1.0,,,,,,,,,,,
12624945,home,Al Orobah,Mohammed Al-Qarni,mohammed-al-qarni,M. Al-Qarni,M,,174.0,4,M,148870,EUR,627868800,M,6,6,False,27.0,19.0,2.0,1.0,0.0,11.0,15.0,8.0,12.0,,9.0,,,,,,,89.0,34.0,6.3,10.0,0,,,,,,3.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,
12624945,home,Al Orobah,Abdulmalek Al-Shammari,abdulmalek-al-shammary,A. Al-Shammari,D,17,177.0,13,M,846889,EUR,808531200,M,18,18,False,26.0,16.0,6.0,1.0,0.0,7.0,10.0,9.0,18.0,,6.0,,,,,,,90.0,52.0,6.8,18.0,1,,2.0,,,2.0,2.0,8.0,,3.0,2.0,1.0,4.0,3.0,5.0,,,,,,,1.0,,,,1.0,,,,,,,,
