match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,captain,stat_onTargetScoringAttempt,player_sofascoreId,stat_bigChanceMissed,stat_shotOffTarget,stat_clearanceOffLine,stat_wasFouled,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_dispossessed,stat_goals,stat_hitWoodwork
11352625,home,West Ham United,Alphonse Aréola,alphonse-areola,A. Aréola,G,23,195,3046,M,96531,EUR,730771200,G,23,23,False,14.0,13.0,4.0,3.0,12.0,12.0,1.0,2.0,2.0,7.0,8.0,10.0,90.0,33.0,8.7,1.0,0.0,0.0,5.684e-05,0,1.3033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352625,home,West Ham United,Vladimír Coufal,vladimir-coufal,V. Coufal,D,34,179,1722,M,138024,EUR,714441600,D,5,5,False,24.0,17.0,2.0,,10.0,11.0,8.0,14.0,1.0,3.0,,,87.0,42.0,7.0,10.0,0.0,0.0,0.235125,0,,,,1.0,1.0,1.0,1.0,2.0,5.0,6.0,3.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
11352625,home,West Ham United,Kurt Zouma,kurt-zouma,K. Zouma,D,4,190,2248,M,139227,EUR,783216000,D,4,4,False,29.0,28.0,1.0,1.0,25.0,26.0,3.0,3.0,4.0,3.0,,,90.0,39.0,6.9,1.0,0.055,0.3227,0.00056751,1,,,,,,,,1.0,,1.0,,,2.0,2.0,,,,,,,True,1.0,,,,,,,,,,,
11352625,home,West Ham United,Nayef Aguerd,nayef-aguerd,N. Aguerd,D,20,188,25735,M,877102,EUR,828144000,D,27,27,False,46.0,40.0,13.0,8.0,33.0,37.0,7.0,9.0,8.0,2.0,,,90.0,66.0,7.8,7.0,0.2526,0.0,0.00206027,2,,,,,,,1.0,2.0,1.0,3.0,,,4.0,3.0,,,1.0,,,,,,nayefaguard,1.0,2.0,1.0,1.0,,,,,,
11352625,home,West Ham United,Emerson Palmieri,emerson-palmieri,Emerson,D,33,176,2398,M,155997,EUR,775872000,D,33,33,False,33.0,29.0,,,13.0,14.0,16.0,19.0,1.0,2.0,,,90.0,45.0,6.5,4.0,0.0642,0.0,0.00827731,1,,,,,,,2.0,,3.0,3.0,,,,,2.0,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,,
11352625,home,West Ham United,Tomáš Souček,tomas-soucek,T. Souček,M,28,192,3256,M,799041,EUR,793843200,M,28,28,False,16.0,14.0,,,7.0,8.0,7.0,8.0,4.0,4.0,,,87.0,28.0,7.5,5.0,0.0,0.0,0.245307,0,,,,,,,,6.0,1.0,7.0,,1.0,3.0,,1.0,,1.0,,,1.0,,,,,,1.0,,1.0,,,,,
11352625,home,West Ham United,Edson Álvarez,edson-alvarez,E. Álvarez,M,11,190,10872,M,847151,EUR,877651200,M,19,19,False,27.0,24.0,,,23.0,25.0,1.0,2.0,6.0,2.0,,,68.0,38.0,6.2,5.0,0.0,0.0,0.00038559,0,,,,,,,1.0,,6.0,2.0,2.0,,,,,,,1.0,,,,,EdsonAlvarez19,,,,2.0,,,,2.0,,
11352625,home,West Ham United,Jarrod Bowen,jarrod-bowen,J. Bowen,M,20,174,9125,M,552884,EUR,851040000,M,20,20,False,18.0,15.0,,,9.0,10.0,7.0,12.0,,2.0,,,90.0,34.0,6.3,9.0,0.0,0.0,0.0254147,0,,,,,4.0,1.0,1.0,1.0,6.0,3.0,1.0,,,2.0,1.0,1.0,,1.0,,,,,jarrodbowen,,,,1.0,1.0,,,2.0,,
11352625,home,West Ham United,James Ward-Prowse,james-ward-prowse,J. Ward-Prowse,M,20,177,4256,M,161717,EUR,783648000,M,7,7,False,27.0,25.0,2.0,2.0,15.0,15.0,12.0,16.0,2.0,2.0,,,90.0,46.0,7.6,7.0,0.5672,1.0166,0.150219,2,,,,,4.0,2.0,1.0,,3.0,1.0,,,1.0,2.0,,,2.0,1.0,,2.0,,2.0,prowsey16,,,,1.0,,,,1.0,1.0,
11352625,home,West Ham United,Lucas Paquetá,lucas-paqueta,L. Paquetá,M,20,180,63569,M,839981,EUR,872640000,M,10,10,False,64.0,54.0,8.0,7.0,29.0,32.0,25.0,32.0,1.0,6.0,,,90.0,79.0,7.2,12.0,0.0,0.0,0.1831,0,,,,,,,,,3.0,8.0,1.0,,,1.0,3.0,1.0,,1.0,,,,,Paqueta,,,,3.0,2.0,2.0,,1.0,,
