match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,stat_dispossessed,stat_outfielderBlock,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_errorLeadToAGoal,stat_errorLeadToAShot
12499310,home,Napoli,Elia Caprile,,,elia-caprile,E. Caprile,G,1,191,1685,M,947954,EUR,998697600,G,25,25,False,11.0,8.0,5.0,2.0,0.0,8.0,9.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,90.0,17.0,7.1,3.0,4.135e-05,0,0.8068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499310,home,Napoli,Giovanni Di Lorenzo,,,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,D,22,22,False,56.0,48.0,1.0,,0.0,12.0,12.0,47.0,,2.0,1.0,2.0,,,,90.0,69.0,7.2,13.0,0.142238,0,,dilorenzo22,True,36.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
12499310,home,Napoli,Amir Rrahmani,,,amir-rrahmani,A. Rrahmani,D,13,190,3520,M,332155,EUR,762048000,D,13,13,False,76.0,71.0,4.0,3.0,0.0,33.0,33.0,43.0,3.0,3.0,2.0,2.0,,,,90.0,82.0,7.2,5.0,0.0153293,1,,,,38.0,,2.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.1105,,,,,,,,,,,
12499310,home,Napoli,Alessandro Buongiorno,,,alessandro-buongiorno,A. Buongiorno,D,4,191,3972,M,870263,EUR,928627200,D,4,4,False,80.0,74.0,5.0,2.0,0.0,40.0,40.0,40.0,1.0,1.0,3.0,4.0,,,,90.0,87.0,7.1,7.0,0.00804038,0,,,,34.0,,2.0,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,
12499310,home,Napoli,Mathías Olivera,,,mathias-olivera,M. Olivera,D,17,184,3517,M,805078,EUR,878256000,D,17,17,False,43.0,39.0,2.0,2.0,0.0,15.0,15.0,28.0,1.0,1.0,,1.0,,,,89.0,55.0,6.7,6.0,0.0399534,0,,,,24.0,,6.0,1.0,,,,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
12499310,home,Napoli,Frank Anguissa,,,frank-anguissa,F. Anguissa,M,99,184,12968,M,787941,EUR,816480000,M,99,99,False,77.0,73.0,3.0,3.0,0.0,27.0,28.0,49.0,,1.0,,10.0,,,,90.0,83.0,7.1,5.0,0.0232021,1,,anguiss_29,,46.0,,4.0,,,1.0,,1.0,2.0,,2.0,,1.0,1.0,,0.0181,,1.0,,,,,,,,,
12499310,home,Napoli,Stanislav Lobotka,,,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,150383,EUR,785721600,M,68,68,False,66.0,63.0,3.0,3.0,0.0,24.0,25.0,41.0,,3.0,1.0,8.0,,,,89.0,72.0,7.1,3.0,0.100629,0,,StanLobotka,,39.0,,4.0,,,2.0,1.0,,3.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,
12499310,home,Napoli,Scott McTominay,,,scott-mctominay,S. McTominay,M,8,193,25748,M,879346,EUR,850003200,M,8,8,False,18.0,17.0,,,1.0,8.0,8.0,10.0,1.0,3.0,1.0,2.0,,,,90.0,36.0,6.8,8.0,0.00773462,3,,ScottMcTominay,,9.0,,9.0,1.0,,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,,0.2967,3.0,,1.0,1.0,1.0,,,,,,
12499310,home,Napoli,Matteo Politano,,,matteo-politano,M. Politano,F,21,171,4493,M,235672,EUR,744336000,F,21,21,False,45.0,39.0,5.0,3.0,0.0,9.0,10.0,38.0,1.0,3.0,2.0,5.0,,,,87.0,59.0,7.9,11.0,0.252143,1,,,,31.0,3.0,3.0,3.0,1.0,1.0,,,,2.0,,,,1.0,,0.1364,1.0,,1.0,,,1.0,1.0,1.0,0.3292,,
12499310,home,Napoli,Romelu Lukaku,,,romelu-lukaku,R. Lukaku,F,9,191,56823,M,78893,EUR,737251200,F,11,11,False,19.0,15.0,,,0.0,1.0,1.0,18.0,,2.0,2.0,1.0,,,,87.0,29.0,6.7,8.0,0.0213636,1,,RLukaku,,14.0,,3.0,,,,,3.0,1.0,1.0,,1.0,,,2.0,0.1391,1.0,,,,1.0,,,,,,
12499310,home,Napoli,Khvicha Kvaratskhelia,,,khvicha-kvaratskhelia,K. Kvaratskhelia,F,7,183,97764,M,889259,EUR,981936000,F,77,77,False,27.0,21.0,3.0,2.0,0.0,2.0,2.0,26.0,,3.0,,3.0,,,,75.0,47.0,7.3,15.0,0.23645,2,,Kvaradona,,20.0,1.0,7.0,3.0,,,,3.0,2.0,2.0,,1.0,,,3.0,0.3657,1.0,,,,1.0,1.0,1.0,1.0,0.2399,,
12499310,home,Napoli,Pasquale Mazzocchi,,,pasquale-mazzocchi,P. Mazzocchi,M,30,183,1368,M,377512,EUR,806803200,D,30,30,True,3.0,3.0,,,0.0,1.0,1.0,2.0,,2.0,,1.0,,,,15.0,6.0,6.8,1.0,0.017564,0,,,,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12499310,home,Napoli,David Neres,,,david-neres,D. Neres,F,7,175,15134,M,850993,EUR,857347200,F,7,7,True,1.0,1.0,,,0.0,,,1.0,,,,,,,,8.0,2.0,6.6,,0.00013809,1,,davidneres,,1.0,,,,,,,,,,,,1.0,,,0.0355,,,,,,,,,,,
12499310,home,Napoli,Giacomo Raspadori,,,giacomo-raspadori,G. Raspadori,F,18,172,8190,M,865651,EUR,950832000,F,81,81,True,1.0,,,,0.0,,,1.0,,1.0,,,,,,8.0,5.0,6.9,1.0,,1,,giacomo.raspadori,,,,,1.0,1.0,,,,,,,,1.0,,,0.0723,,,,,,,,,,,
12499310,home,Napoli,Leonardo Spinazzola,,,leonardo-spinazzola,L. Spinazzola,D,37,185,3729,M,148899,EUR,733017600,D,37,37,True,2.0,2.0,,,0.0,1.0,1.0,1.0,,,,1.0,,,,1.0,2.0,,,5.785e-05,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12499310,home,Napoli,Billy Gilmour,,,gilmour-billy,B. Gilmour,M,6,169,4342,M,907668,EUR,992217600,M,6,6,True,4.0,3.0,1.0,,0.0,3.0,3.0,1.0,,,,1.0,,,,1.0,4.0,,1.0,4.286e-05,0,,billygilmour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499310,home,Napoli,Claudio Turi,,,turi-claudio,C. Turi,G,55,188,334,M,1175874,EUR,1115337600,G,12,12,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499310,home,Napoli,Nikita Contini,,,nikita-contini,N. Contini,G,14,190,976,M,352728,EUR,832636800,G,14,14,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499310,home,Napoli,Juan Jesus,,,juan-jesus,Juan Jesus,D,5,185,2485,M,108484,EUR,676512000,D,5,5,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499310,home,Napoli,Rafa Marín,,,rafa-marin,R. Marín,D,4,190,2354,M,984623,EUR,1021766400,D,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499310,home,Napoli,Michael Folorunsho,,,michael-folorunsho,M. Folorunsho,M,90,190,1521,M,869795,EUR,886809600,M,90,90,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499310,home,Napoli,Alessio Zerbin,,,alessio-zerbin,A. Zerbin,M,7,182,1060,M,869888,EUR,920419200,F,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499310,home,Napoli,Cyril Ngonge,,,cyril-ngonge,C. Ngonge,F,16,179,1937,M,877037,EUR,959299200,F,26,26,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499310,home,Napoli,Giovanni Simeone,,,giovanni-simeone,G. Simeone,F,18,179,9782,M,341143,EUR,804902400,F,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,simeonegiovanni,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499310,away,Monza,Stefano Turati,,,stefano-turati,S. Turati,G,13,188,559,M,893752,EUR,999648000,G,30,30,False,29.0,20.0,18.0,10.0,0.0,17.0,22.0,7.0,,1.0,,5.0,,,,90.0,33.0,5.8,9.0,0.00193905,0,-1.4309,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,
12499310,away,Monza,Armando Izzo,,,armando-izzo,A. Izzo,D,4,183,521,M,165583,EUR,699494400,D,4,4,False,72.0,67.0,5.0,2.0,0.0,44.0,49.0,24.0,1.0,6.0,1.0,3.0,,,,82.0,85.0,6.8,7.0,0.0102415,0,,,,23.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,,1.0,,,2.0,1.0,,,,,,,,,,,,
12499310,away,Monza,Pablo Marí,,,pablo-mari,P. Marí,D,30,191,1707,M,208988,EUR,746755200,D,22,22,False,68.0,64.0,1.0,,0.0,49.0,50.0,18.0,,3.0,3.0,3.0,,,,90.0,76.0,6.7,4.0,0.00354238,0,,,,15.0,,3.0,1.0,1.0,2.0,2.0,,2.0,,1.0,,,,,,,1.0,,,,,,,,,
12499310,away,Monza,Andrea Carboni,,,andrea-carboni,A. Carboni,D,44,185,201,M,970978,EUR,981244800,D,44,44,False,67.0,62.0,6.0,3.0,0.0,38.0,41.0,26.0,,2.0,4.0,3.0,,,,90.0,83.0,6.8,7.0,0.00978205,1,,,,24.0,,3.0,,,1.0,,1.0,,,,3.0,1.0,3.0,1.0,0.0348,,1.0,,,,,,,,,
12499310,away,Monza,Pedro Pereira,,,pedro-pereira,P. Pereira,M,13,185,287,M,807291,EUR,885427200,M,13,13,False,44.0,41.0,1.0,1.0,0.0,18.0,21.0,26.0,,4.0,,3.0,,,,87.0,61.0,7.0,8.0,0.026413,0,,,,23.0,3.0,1.0,1.0,,3.0,1.0,,,,,,,3.0,1.0,,,1.0,,,,,,,,,
12499310,away,Monza,Warren Bondo,,,warren-bondo,W. Bondo,M,38,177,2004,M,1000366,EUR,1063584000,M,38,38,False,58.0,57.0,,,0.0,28.0,29.0,30.0,,5.0,,5.0,,,,90.0,67.0,6.6,5.0,0.0263264,0,,,,29.0,1.0,3.0,,,2.0,1.0,1.0,1.0,,,,,,3.0,,2.0,,,,,,,,,,1.0
12499310,away,Monza,Alessandro Bianco,,,bianco-alessandro,A. Bianco,M,22,173,528,M,1101992,EUR,1033430400,M,42,42,False,78.0,75.0,9.0,7.0,0.0,30.0,31.0,47.0,1.0,6.0,1.0,4.0,,,,82.0,94.0,6.7,8.0,0.0488244,0,,,,45.0,,2.0,2.0,,3.0,3.0,3.0,1.0,2.0,,,,,2.0,,,,,,,,,,,1.0,
12499310,away,Monza,Georgios Kyriakopoulos,,,georgios-kyriakopoulos,G. Kyriakopoulos,M,77,186,878,M,377302,EUR,823478400,M,77,77,False,29.0,23.0,,,0.0,11.0,11.0,21.0,,1.0,,,,,,90.0,38.0,6.6,9.0,0.0639749,0,,,,13.0,3.0,2.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,
12499310,away,Monza,Matteo Pessina,,,matteo-pessina,M. Pessina,M,32,183,659,M,350210,EUR,861580800,F,32,32,False,49.0,45.0,1.0,,0.0,18.0,20.0,31.0,,4.0,1.0,8.0,,,,90.0,60.0,6.9,8.0,0.0179859,0,,,True,27.0,2.0,2.0,2.0,2.0,,,1.0,,,1.0,,,1.0,2.0,,1.0,,,,,,,,,,
