match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,player_id,player_name,length,playerName,reason,rescinded,confirmed,description
13199638,FT,1.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
13199638,,,,,90,7.0,,1,,,substitution,123430016.0,False,False,regular,,,,,,,,
13199638,,1.0,2.0,,90,6.0,,1,,,goal,193489837.0,,False,regular,991011.0,Jude Bellingham,,,,,,
13199638,,,,,90,0.0,,1,,,injuryTime,,,,,,,9.0,,,,,
13199638,,,,,88,,,3,,,substitution,123430000.0,False,True,regular,,,,,,,,
13199638,,,,,88,,,3,,,substitution,123429999.0,False,True,regular,,,,,,,,
13199638,,,,,87,,,4,,,card,121819377.0,,False,yellow,15466.0,Luka Modrić,,Luka Modrić,Foul,False,,
13199638,,1.0,1.0,,85,,,6,,,goal,193489631.0,,False,regular,15466.0,Luka Modrić,,,,,,
13199638,,,,,80,,,11,,,substitution,123429971.0,False,False,regular,,,,,,,,
13199638,,,,,79,,,12,,,card,121819373.0,,False,red,868812.0,Vinícius Júnior,,Vinícius Júnior,Violent conduct,False,,
13199638,,,,,78,,,13,,,card,121819372.0,,False,yellow,255239.0,Lucas Vázquez,,Lucas Vázquez,Argument,False,,
13199638,,,,,78,,,13,,,card,121819371.0,,True,yellow,97951.0,Stole Dimitrievski,,Stole Dimitrievski,Argument,False,,
13199638,,,,,78,,,13,,,varDecision,30408.0,,False,cardUpgrade,868812.0,Vinícius Júnior,,,,,False,
13199638,,,,,69,,,22,,,card,121819364.0,,True,yellow,790833.0,Sergi Canós,,Sergi Canós,Foul,False,,
13199638,,,,,68,,,23,,,substitution,123429953.0,False,False,regular,,,,,,,,
13199638,,,,,68,,,23,,,substitution,123429954.0,False,False,regular,,,,,,,,
13199638,,,,,68,,,23,,,substitution,123429952.0,False,True,regular,,,,,,,,
13199638,,,,,67,,,24,,,substitution,123429951.0,False,True,regular,,,,,,,,
13199638,,,,,60,,,31,,,varDecision,30407.0,,False,goalAwarded,826643.0,Kylian Mbappé,,,,,False,
13199638,,,,,55,,,36,,,inGamePenalty,118509614.0,,False,missed,991011.0,Jude Bellingham,,,woodwork,,,Woodwork
13199638,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
13199638,,,,,45,0.0,,1,,,injuryTime,,,,,,,3.0,,,,,
13199638,,,,,36,,,10,,,card,121819323.0,,False,yellow,547838.0,Dani Ceballos,,Dani Ceballos,Argument,False,,
13199638,,1.0,0.0,,27,,,19,,,goal,193486275.0,,True,regular,909119.0,Hugo Duro,,,,,,
