match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_fouls,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_hitWoodwork,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_outfielderBlock,stat_penaltyWon,stat_bigChanceMissed,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_totalOffside
12765003,home,Vitória SC,Bruno Varela,bruno-varela,B. Varela,G,14,191,625,M,138895,EUR,783907200,G,14,14,False,True,18.0,14.0,8.0,4.0,0.0,14.0,15.0,3.0,4.0,1.0,1.0,4.0,90.0,24.0,7.0,4.0,6.369e-05,0,0.0091000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765003,home,Vitória SC,Bruno Gaspar,bruno-gaspar,B. Gaspar,D,76,180,168,M,252819,EUR,735350400,D,76,76,False,,36.0,32.0,2.0,,0.0,8.0,11.0,34.0,1.0,1.0,,,90.0,60.0,7.3,12.0,0.255904,0,,,,28.0,9.0,4.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,
12765003,home,Vitória SC,Óscar Rivas,oscar-rivas,Ó. Rivas,D,4,190,112,M,1168093,EUR,954115200,D,15,15,False,,35.0,27.0,6.0,3.0,0.0,18.0,22.0,13.0,4.0,,,,90.0,45.0,7.6,8.0,0.00372,1,,Óscar Rivas,,9.0,,,2.0,2.0,5.0,,,2.0,2.0,2.0,2.0,,,2.0,1.0,1.0,1.0,0.4412,0.9669,,,,,,,,,,,,,,,,
12765003,home,Vitória SC,Toni Borevković,toni-borevkovic,T. Borevković,D,24,194,271,M,886843,EUR,866592000,D,24,24,False,,37.0,33.0,3.0,2.0,0.0,24.0,25.0,12.0,6.0,,,,90.0,45.0,6.9,5.0,0.00321743,1,,,,9.0,,,1.0,1.0,3.0,,,3.0,1.0,,,1.0,,1.0,1.0,,1.0,0.1043,0.1435,1.0,1.0,,,,,,,,,,,,,,
12765003,home,Vitória SC,João Mendes,joao-mendes,J. Mendes,D,13,179,180,M,1133568,EUR,955584000,D,13,13,False,,49.0,38.0,6.0,2.0,0.0,13.0,16.0,36.0,5.0,,,,90.0,77.0,7.5,15.0,0.0318621,1,,,,25.0,3.0,,,,3.0,,,4.0,2.0,3.0,3.0,,2.0,,,,,0.0158,,,,1.0,,,,,,,,,,,,,
12765003,home,Vitória SC,Tiago Silva,tiago-silva,T. Silva,M,77,170,349,M,252095,EUR,738979200,M,10,10,False,,72.0,62.0,7.0,2.0,0.0,14.0,16.0,60.0,7.0,,,,64.0,84.0,8.3,13.0,0.164747,2,,,,49.0,4.0,1.0,,,3.0,,,,1.0,1.0,1.0,,3.0,,1.0,1.0,2.0,0.8011,0.9908,,,1.0,1.0,,,,,,,,,,,,
12765003,home,Vitória SC,Manuel Silva,manuel-silva,M. Silva,M,16,190,1056,M,1085740,EUR,992304000,M,6,6,False,,69.0,60.0,6.0,4.0,1.0,17.0,18.0,52.0,7.0,,,,90.0,81.0,8.1,10.0,0.0545726,1,,,,43.0,1.0,,2.0,3.0,10.0,1.0,,,2.0,4.0,3.0,,4.0,6.0,,,,0.0371,,,,1.0,,1.0,,,,,,,,,,,
12765003,home,Vitória SC,Telmo Arcanjo,telmo-arcanjo,T. Arcanjo,M,18,180,562,M,1035280,EUR,993081600,M,18,18,False,,40.0,37.0,1.0,1.0,0.0,3.0,3.0,43.0,4.0,1.0,,,71.0,61.0,7.9,8.0,0.175995,5,,,,37.0,6.0,3.0,1.0,3.0,5.0,,1.0,,,,,,4.0,2.0,2.0,,1.0,0.1319,0.0717,2.0,2.0,2.0,,,1.0,2.0,,,,,,,,,
12765003,home,Vitória SC,Kaio César,kaio-cesar,Kaio César,M,37,168,5030,M,1396009,EUR,1076803200,M,11,11,False,,33.0,25.0,5.0,2.0,0.0,8.0,9.0,25.0,9.0,1.0,,,64.0,46.0,7.5,12.0,0.0350935,3,,Kaio César,,17.0,1.0,,1.0,5.0,2.0,,3.0,,1.0,,,,,,2.0,,1.0,0.0961,0.0658,1.0,1.0,1.0,,,,,1.0,,,,,,,,
12765003,home,Vitória SC,João Mendes,joao-mendes,J. Mendes,M,10,183,227,M,857376,EUR,782697600,F,17,17,False,,29.0,22.0,,,0.0,2.0,2.0,32.0,2.0,,,,85.0,52.0,7.1,21.0,0.0309187,1,,,,20.0,5.0,,,6.0,3.0,1.0,4.0,1.0,1.0,3.0,3.0,4.0,1.0,,1.0,,,0.0277,0.0485,1.0,,,,,,1.0,,,,,,,,,
12765003,home,Vitória SC,Jesús Ramírez,jesus-ramirez,J. Ramírez,F,9,187,1090,M,987597,EUR,894240000,F,9,9,False,,9.0,9.0,,,0.0,5.0,5.0,4.0,1.0,,,,85.0,27.0,7.1,4.0,0.0708257,6,,,,4.0,,,3.0,3.0,5.0,,,,,2.0,1.0,4.0,,2.0,3.0,,,0.3249,0.3474,1.0,1.0,1.0,,,2.0,,,,,,,,,,
12765003,home,Vitória SC,Tomás Händel,tomas-handel,T. Händel,M,20,180,931,M,1131048,EUR,975283200,M,8,8,True,,15.0,14.0,,,0.0,4.0,5.0,10.0,2.0,1.0,,,26.0,16.0,6.4,2.0,0.0244134,0,,Tomás Händel,,10.0,,,,4.0,,2.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
12765003,home,Vitória SC,Gustavo Silva,gustavo-silva,G. Silva,F,11,180,414,M,1468082,EUR,928195200,F,71,71,True,,7.0,4.0,,,0.0,1.0,1.0,7.0,1.0,,,,26.0,21.0,6.8,7.0,0.135563,2,,,,4.0,1.0,1.0,,2.0,1.0,,2.0,,1.0,1.0,,2.0,1.0,,,,,0.1308,,,,2.0,,1.0,,,,,,,,,,,
12765003,home,Vitória SC,Zé Carlos,ze-carlos,Z. Carlos,M,6,172,109,M,1138915,EUR,1004400000,M,28,28,True,,9.0,7.0,,,0.0,1.0,2.0,7.0,1.0,,,,19.0,14.0,6.7,2.0,0.00260659,0,,Zé Carlos,,6.0,,,,,3.0,,,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,
12765003,home,Vitória SC,Nuno Santos,nuno-santos,N. Santos,M,10,180,2205,M,930552,EUR,920332800,M,77,77,True,,3.0,2.0,1.0,,0.0,1.0,1.0,3.0,1.0,,,,8.0,6.0,6.3,4.0,0.00060028,0,,,,1.0,1.0,,,2.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
