match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_interceptionWon,stat_wasFouled,stat_keyPass,stat_totalCross,stat_accurateCross,stat_unsuccessfulTouch,stat_dispossessed,stat_totalContest,stat_wonContest,stat_fouls,stat_shotOffTarget,stat_expectedGoals,player_sofascoreId,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_punches,stat_bigChanceCreated,stat_bigChanceMissed
12421238,home,FCV Dender,Michael Verrips,,,michael-verrips,M. Verrips,G,34,195,102,M,583506,EUR,849571200,G,34,34,False,33.0,15.0,29.0,12.0,0.0,4.0,6.0,11.0,27.0,11.0,4.0,2.0,2.0,90.0,41.0,7.5,19.0,0.0023535,0,0.7228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421238,home,FCV Dender,Gilles Ruyssen,,,gilles-ruyssen,G. Ruyssen,D,22,186,38,M,329415,EUR,771897600,D,22,22,False,35.0,28.0,8.0,2.0,0.0,17.0,18.0,11.0,17.0,3.0,,,,90.0,54.0,7.6,7.0,0.00895047,0,,True,4.0,1.0,6.0,1.0,12.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
12421238,home,FCV Dender,Kobe Cools,,,kobe-cools,K. Cools,D,21,192,41,M,793987,EUR,869788800,D,21,21,False,28.0,21.0,9.0,4.0,0.0,13.0,15.0,8.0,13.0,1.0,,,,90.0,43.0,7.2,7.0,0.00224766,0,,,,1.0,3.0,,8.0,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12421238,home,FCV Dender,Joedrick Pupe,,,pupe-joedrick,J. Pupe,D,23,189,67,M,891609,EUR,865382400,D,3,3,False,38.0,29.0,10.0,6.0,0.0,15.0,18.0,15.0,21.0,5.0,,,,90.0,55.0,7.4,12.0,0.0756533,0,,,,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12421238,home,FCV Dender,David Hrnčár,,,david-hrncar,D. Hrnčár,M,20,186,104,M,924664,EUR,881712000,M,20,20,False,29.0,18.0,7.0,1.0,0.0,7.0,9.0,14.0,28.0,3.0,,,,90.0,57.0,7.2,20.0,0.15352,0,,,2.0,2.0,4.0,,4.0,,1.0,1.0,1.0,2.0,1.0,4.0,8.0,3.0,2.0,1.0,,,,,,,,,,,,,
12421238,home,FCV Dender,Roman Kvet,,,roman-kvet,R. Kvet,M,16,187,92,M,858926,EUR,882316800,M,16,16,False,24.0,20.0,,,0.0,3.0,3.0,18.0,23.0,5.0,,,,36.0,33.0,5.9,7.0,0.0233694,0,,,2.0,3.0,4.0,,1.0,,1.0,1.0,1.0,,,,2.0,1.0,2.0,,1.0,1.0,3.0,,,,,,,,,,
12421238,home,FCV Dender,Nathan Rodes,,,rodes-nathan,N. Rodes,M,18,191,34,M,882003,EUR,881798400,M,18,18,False,40.0,32.0,6.0,2.0,0.0,16.0,17.0,16.0,24.0,7.0,,,,90.0,55.0,7.6,10.0,0.0203239,4,,,7.0,2.0,12.0,,3.0,,4.0,2.0,,,,,1.0,,1.0,,1.0,1.0,2.0,4.0,0.2015,,,,,,,,
12421238,home,FCV Dender,Ragnar Oratmangoen,,,ragnar-oratmangoen,R. Oratmangoen,M,11,181,5722,M,899651,EUR,885340800,M,26,26,False,36.0,26.0,3.0,2.0,0.0,8.0,10.0,18.0,26.0,7.0,,,,69.0,47.0,6.8,13.0,0.033727,0,,,,4.0,4.0,,,,1.0,,2.0,2.0,2.0,,,,1.0,1.0,2.0,1.0,,,,0ratmangoen,,,,,,,
12421238,home,FCV Dender,Fabio Ferraro,Fabio Ferraro,,fabio-ferraro,F. Ferraro,M,88,180,86,M,1145225,EUR,1031011200,M,88,88,False,23.0,19.0,3.0,2.0,0.0,3.0,4.0,17.0,22.0,1.0,,,,90.0,44.0,7.0,12.0,0.0426129,0,,,,5.0,1.0,,3.0,2.0,,,4.0,2.0,1.0,,3.0,1.0,4.0,1.0,,,,,,,,,,,,,
12421238,home,FCV Dender,Mohamed Berte,Mohamed Berte,,mohamed-berte,M. Berte,F,90,175,98,M,1122525,EUR,1017014400,F,90,90,False,6.0,4.0,,,0.0,1.0,1.0,3.0,5.0,3.0,,,,43.0,11.0,6.8,4.0,0.044796,1,,,,2.0,2.0,,,,1.0,1.0,,,1.0,1.0,,,,,2.0,,1.0,1.0,0.1096,,1.0,,,,,,
