match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,stat_expectedGoals,stat_keyPass,captain,stat_bigChanceMissed,stat_hitWoodwork,stat_unsuccessfulTouch,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_outfielderBlock,stat_clearanceOffLine,stat_goalAssist
11450170,home,Antalyaspor,Helton Leite,,,helton-leite,H. Leite,G,23,196,372,M,329081,EUR,657504000,G,1,1,False,23.0,23.0,1.0,1.0,23.0,23.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,90.0,30.0,6.6,3.779e-05,0,-0.3366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450170,home,Antalyaspor,Erdoğan Yeşilyurt,,,erdogan-yesilyurt,E. Yeşilyurt,D,17,178,77,M,142541,EUR,752544000,D,17,17,False,61.0,43.0,5.0,2.0,24.0,33.0,1.0,7.0,,5.0,,,,90.0,95.0,7.0,0.0647839,1,,19.0,30.0,2.0,2.0,7.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,22.0,0.0192,1.0,,,,,,,,,,,,,,,,
11450170,home,Antalyaspor,Veysel Sarı,,,veysel-sari,V. Sarı,D,89,185,109,M,98276,EUR,585792000,D,89,89,False,85.0,74.0,15.0,11.0,50.0,54.0,2.0,4.0,3.0,4.0,,,,90.0,97.0,7.2,0.0305917,1,,24.0,31.0,,2.0,4.0,,2.0,1.0,,1.0,3.0,1.0,1.0,,1.0,13.0,0.2271,,True,1.0,1.0,1.0,,,,,,,,,,,,
11450170,home,Antalyaspor,Bahadır Öztürk,,,bahadir-ozturk,B. Öztürk,D,5,185,36,M,790783,EUR,812505600,D,3,3,False,69.0,61.0,7.0,6.0,41.0,47.0,3.0,6.0,2.0,7.0,,,,90.0,75.0,7.0,0.0086097,0,,20.0,22.0,,2.0,3.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,8.0,,,,,,,,,,,,,,,,,,
11450170,home,Antalyaspor,Güray Vural,,,guray-vural,G. Vural,D,77,177,69,M,43559,EUR,581990400,D,11,11,False,52.0,46.0,2.0,2.0,16.0,20.0,,1.0,1.0,3.0,,,,90.0,75.0,7.1,0.107289,4,,31.0,39.0,7.0,,2.0,,1.0,1.0,,1.0,1.0,,,,1.0,14.0,0.1983,1.0,,1.0,,,1.0,1.0,2.0,1.0,0.0755,,,,,,,
11450170,home,Antalyaspor,Jakub Kałuziński,,,jakub-kaluzinski,J. Kałuziński,M,18,185,896,M,1019026,EUR,1036022400,M,18,18,False,81.0,73.0,12.0,9.0,40.0,44.0,2.0,5.0,,6.0,,,,90.0,94.0,8.1,0.0724058,3,,33.0,38.0,1.0,2.0,4.0,1.0,,,1.0,3.0,2.0,1.0,1.0,2.0,1.0,11.0,0.1491,2.0,,,,2.0,,,,,,,,,,,,
11450170,home,Antalyaspor,Sagiv Jehezkel,Sagiv,Jehezkel,sagiv-jehezkel,S. Jehezkel,D,11,184,114,M,1513792,EUR,795744000,M,29,29,False,20.0,15.0,,,4.0,5.0,,2.0,,7.0,,,,81.0,39.0,6.9,0.0228502,2,,11.0,17.0,2.0,2.0,12.0,1.0,5.0,2.0,,1.0,,,,,3.0,16.0,0.4483,1.0,,,1.0,3.0,,3.0,1.0,,0.51,1.0,1.0,,,,,
11450170,home,Antalyaspor,Ramzi Safuri,,,ramzi-safuri,R. Safuri,M,8,184,208,M,186949,EUR,814233600,M,16,16,False,45.0,41.0,4.0,3.0,13.0,13.0,,11.0,2.0,3.0,,,,88.0,75.0,8.3,0.0541777,1,,29.0,39.0,7.0,1.0,4.0,,5.0,4.0,,1.0,,3.0,2.0,4.0,1.0,14.0,0.0149,3.0,,,,,1.0,1.0,,,,,,,,,,
11450170,home,Antalyaspor,Dario Šarić,,,dario-saric,D. Šarić,M,88,180,555,M,848385,EUR,864950400,M,8,8,False,34.0,30.0,,,12.0,12.0,1.0,4.0,,3.0,,,,90.0,55.0,7.1,0.063767,5,,18.0,26.0,4.0,,6.0,1.0,2.0,2.0,,3.0,1.0,1.0,,,5.0,14.0,0.4135,2.0,,,,5.0,,1.0,,2.0,,,,,,,,
11450170,home,Antalyaspor,Sam Larsson,,,sam-larsson,S. Larsson,M,23,179,231,M,229800,EUR,734400000,M,10,10,False,42.0,30.0,1.0,1.0,16.0,17.0,1.0,6.0,,7.0,,,,89.0,58.0,6.8,0.0318316,0,,14.0,26.0,1.0,1.0,5.0,,4.0,2.0,,,1.0,3.0,,,1.0,19.0,,,,,,3.0,,1.0,,,,,,,,,,
