match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_totalCross,stat_challengeLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_fouls,stat_expectedGoals,stat_wasFouled,stat_dispossessed,stat_clearanceOffLine,stat_unsuccessfulTouch,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_bigChanceMissed
12437056,home,Newcastle United,Nick Pope,,,nick-pope,N. Pope,G,1,198,4628,M,npope29,162653,EUR,703641600,G,22,22,False,27.0,5.0,24.0,2.0,0.0,3.0,6.0,2.0,21.0,1.0,1.0,4.0,7.0,2.0,4.0,1.0,1.0,90.0,34.0,6.8,22.0,0.00039777,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437056,home,Newcastle United,Valentino Livramento,,,valentino-livramento,V. Livramento,D,21,181,4840,M,,980634,EUR,1037059200,D,21,21,False,23.0,18.0,2.0,,0.0,11.0,15.0,7.0,8.0,2.0,7.0,,7.0,,,,,90.0,46.0,7.7,7.0,0.0194839,0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,
12437056,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3172,M,,101882,EUR,693187200,D,5,5,False,32.0,22.0,12.0,4.0,0.0,9.0,11.0,13.0,22.0,2.0,3.0,7.0,3.0,,,,,90.0,47.0,7.1,11.0,0.0215177,1,,2.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,0.0572,,,,,,,,,,,,,,,
12437056,home,Newcastle United,Dan Burn,,,dan-burn,D. Burn,D,33,201,4473,M,,99090,EUR,705369600,D,33,33,False,23.0,16.0,4.0,,0.0,13.0,16.0,3.0,7.0,3.0,4.0,3.0,,,,,,90.0,27.0,6.7,7.0,0.00053372,0,3.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
12437056,home,Newcastle United,Lewis Hall,Lewis Hall,,lewis-hall,L. Hall,D,3,179,4167,M,lewishall_10,1136730,EUR,1094601600,D,20,20,False,35.0,25.0,7.0,1.0,0.0,14.0,18.0,11.0,17.0,4.0,10.0,8.0,7.0,,,,,90.0,62.0,8.1,13.0,0.00581346,0,1.0,4.0,,,1.0,4.0,3.0,,,,,2.0,1.0,,2.0,2.0,1.0,,,,,,,,,,,,
12437056,home,Newcastle United,Sean Longstaff,,,sean-longstaff,S. Longstaff,M,8,187,1652,M,,866191,EUR,878169600,M,36,36,False,19.0,14.0,1.0,1.0,0.0,7.0,10.0,7.0,9.0,,7.0,,3.0,,,,,90.0,31.0,7.0,6.0,0.00636745,1,2.0,5.0,,,1.0,6.0,3.0,,,1.0,1.0,,2.0,0.0228,1.0,,,1.0,,,,,,,,,,,
12437056,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,37.0,28.0,4.0,1.0,0.0,18.0,21.0,10.0,16.0,2.0,12.0,1.0,8.0,,,,,89.0,64.0,6.7,17.0,0.0181483,2,,9.0,2.0,2.0,,1.0,,,,,1.0,,2.0,0.0445,7.0,7.0,,1.0,True,1.0,,,,,,,,,
12437056,home,Newcastle United,Joe Willock,,,joe-willock,J. Willock,M,28,186,2651,M,,888550,EUR,935107200,M,28,28,False,13.0,11.0,1.0,1.0,0.0,1.0,1.0,10.0,13.0,,5.0,,2.0,,,,,65.0,28.0,7.3,6.0,0.018813,2,2.0,7.0,1.0,1.0,,2.0,2.0,1.0,1.0,,,1.0,3.0,0.0649,2.0,2.0,,1.0,,1.0,1.0,0.3419,,,,,,,
12437056,home,Newcastle United,Anthony Gordon,,,gordon-anthony,A. Gordon,F,10,183,15696,M,AGordon,914902,EUR,982972800,F,10,10,False,26.0,16.0,3.0,,1.0,5.0,10.0,12.0,23.0,1.0,5.0,1.0,4.0,,,,,85.0,42.0,7.4,17.0,0.15951,0,,2.0,,,1.0,3.0,2.0,2.0,7.0,,,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,,
12437056,home,Newcastle United,Alexander Isak,,,alexander-isak,A. Isak,F,9,193,100485,M,AlexIsak,823941,EUR,937872000,F,14,14,False,20.0,15.0,,,0.0,5.0,7.0,10.0,13.0,2.0,3.0,,1.0,,,,,90.0,30.0,7.3,10.0,0.0392574,2,4.0,7.0,3.0,1.0,,,,,,,,,1.0,0.2907,1.0,,,3.0,,,2.0,0.7441,,,1.0,,,,
