match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,player_firstName,player_lastName,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_outfielderBlock,captain,stat_wasFouled,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_goals,stat_dispossessed,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside
10438195,home,FC Porto,Diogo Costa,diogo-costa,D. Costa,G,99,186,12694,M,diogomcosta99,843115,EUR,937699200,G,99,99,False,38.0,28.0,14.0,6.0,28.0,31.0,7.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,90.0,46.0,6.8,10.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438195,home,FC Porto,João Mário,joao-mario,J. Mário,D,17,178,3148,M,,902031,EUR,946857600,D,23,23,False,47.0,38.0,2.0,,14.0,18.0,36.0,3.0,6.0,3.0,5.0,,,,,,,90.0,78.0,7.5,16.0,3.0,1,,,1.0,26.0,7.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,
10438195,home,FC Porto,Fábio Cardoso,fabio-cardoso,F. Cardoso,D,15,187,510,M,,252815,EUR,766713600,D,2,2,False,68.0,60.0,5.0,2.0,45.0,48.0,20.0,3.0,3.0,3.0,3.0,,,,,,,90.0,74.0,6.8,8.0,,0,,,,15.0,,,2.0,,,,,,,,,,2.0,1.0,,,,,,,,,
10438195,home,FC Porto,Iván Marcano,ivan-marcano,I. Marcano,D,,189,542,M,,26056,EUR,551404800,D,5,5,False,55.0,51.0,8.0,6.0,33.0,35.0,20.0,2.0,2.0,5.0,2.0,,,,,,,81.0,64.0,7.0,4.0,,1,,,,18.0,,,2.0,,,,1.0,1.0,,,,2.0,,1.0,True,,,,,,,,
10438195,home,FC Porto,Wendell,wendell,Wendell,D,18,176,3234,M,,335033,EUR,743126400,D,22,22,False,38.0,34.0,3.0,2.0,21.0,21.0,18.0,1.0,3.0,2.0,2.0,,,,,,,81.0,53.0,6.6,6.0,,0,,,,13.0,1.0,,3.0,,,,,1.0,2.0,,1.0,2.0,1.0,,,,,,,,,,
10438195,home,FC Porto,Marko Grujić,marko-grujic,M. Grujić,M,4,190,1584,M,,280835,EUR,829353600,M,16,16,False,32.0,30.0,1.0,1.0,15.0,15.0,17.0,3.0,7.0,1.0,1.0,,,,,,,64.0,41.0,7.2,2.0,,0,,,,15.0,,,4.0,,,,,3.0,3.0,3.0,,3.0,1.0,,,1.0,,,,,,,
10438195,home,FC Porto,Matheus Uribe,mateus-uribe,M. Uribe,M,8,182,1621,M,,247773,EUR,669513600,M,8,8,False,64.0,56.0,5.0,4.0,32.0,34.0,30.0,1.0,3.0,1.0,8.0,,,,,,,90.0,75.0,6.9,10.0,2.0,2,,,,24.0,,,6.0,2.0,,,,,2.0,2.0,2.0,4.0,,,,,2.0,,,,,,
10438195,home,FC Porto,Otávio,otavio,Otávio,M,25,171,6972,M,otavio,244801,EUR,792288000,M,25,25,False,56.0,50.0,8.0,8.0,14.0,15.0,41.0,1.0,5.0,,3.0,,,,,,,90.0,70.0,8.2,9.0,2.0,3,,,,36.0,,,9.0,4.0,,,,,2.0,2.0,3.0,3.0,2.0,,,2.0,3.0,1.0,1.0,,,,
10438195,home,FC Porto,Mehdi Taremi,mehdi-taremi,M. Taremi,F,99,187,20235,M,mehditaremi9,812533,EUR,711417600,M,9,9,False,27.0,21.0,,,8.0,8.0,19.0,3.0,7.0,1.0,3.0,,,,,,,89.0,44.0,7.3,10.0,2.0,2,,,,13.0,,,6.0,2.0,1.0,,1.0,,2.0,1.0,2.0,1.0,2.0,,,2.0,1.0,,1.0,1.0,,,
10438195,home,FC Porto,Wenderson Galeno,wenderson-galeno,W. Galeno,M,13,178,4340,M,w_galeno90,845754,EUR,877478400,M,13,13,False,25.0,20.0,,,6.0,7.0,18.0,1.0,6.0,,4.0,,,,,,,90.0,42.0,8.7,9.0,3.0,4,,,1.0,14.0,,,5.0,1.0,,,1.0,2.0,1.0,,2.0,3.0,1.0,,,4.0,2.0,,2.0,,1.0,1.0,
