match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_challengeLost,stat_shotOffTarget,stat_keyPass,stat_goalAssist,stat_dispossessed,stat_unsuccessfulTouch,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_punches,stat_totalOffside
10909925,home,Boreham Wood,Nathan Ashmore,nathan-ashmore,N. Ashmore,G,1,188.0,7,M,140459,EUR,635644800.0,G,1,1,False,True,29.0,6.0,28.0,5.0,1.0,2.0,5.0,27.0,11.0,2.0,1.0,1.0,1.0,90.0,34.0,6.4,23.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909925,home,Boreham Wood,David Agbontohoma,david-agbontohoma,D. Agbontohoma,D,,190.0,10,M,994517,EUR,1001808000.0,D,26,26,False,,19.0,9.0,7.0,2.0,5.0,11.0,5.0,9.0,4.0,,,,,90.0,46.0,7.0,16.0,1,,,1.0,1.0,2.0,5.0,4.0,10.0,1.0,7.0,1.0,4.0,3.0,1.0,2.0,,,,,,,,,,,,,
10909925,home,Boreham Wood,Will Evans,will-evans,W. Evans,D,5,188.0,8,M,134355,EUR,686966400.0,D,5,5,False,,23.0,11.0,7.0,4.0,6.0,11.0,5.0,12.0,3.0,,,,,90.0,39.0,7.0,12.0,1,,,,,,6.0,3.0,10.0,,9.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,
10909925,home,Boreham Wood,Oluwafemi Ilesanmi,oluwafemi-ilesanmi,O. Ilesanmi,D,3,185.0,14,M,860446,EUR,671932800.0,D,3,3,False,,27.0,13.0,10.0,3.0,7.0,10.0,7.0,21.0,5.0,,,,,90.0,68.0,6.7,27.0,1,,,4.0,1.0,5.0,3.0,10.0,7.0,,5.0,2.0,1.0,1.0,3.0,3.0,,1.0,1.0,1.0,2.0,,,,,,,,
10909925,home,Boreham Wood,Cameron Coxe,cameron-coxe,C. Coxe,M,2,185.0,12,M,892949,EUR,913939200.0,M,22,22,False,,17.0,9.0,6.0,1.0,3.0,5.0,6.0,14.0,2.0,,,,,90.0,33.0,6.4,15.0,0,,,2.0,,1.0,1.0,4.0,2.0,,,,,,1.0,2.0,1.0,,,,,2.0,,,,,,,
10909925,home,Boreham Wood,George Broadbent,george-broadbent,G. Broadbent,M,8,175.0,16,M,1049862,EUR,970272000.0,M,8,8,False,,35.0,14.0,12.0,2.0,3.0,7.0,12.0,29.0,3.0,,,,,90.0,45.0,6.6,21.0,2,,,1.0,1.0,4.0,1.0,4.0,1.0,,3.0,1.0,,,,,,2.0,2.0,,,,,,,,,,
10909925,home,Boreham Wood,Jack Payne,jack-payne,J. Payne,M,4,175.0,4,M,43355,EUR,691891200.0,M,17,17,False,,21.0,7.0,9.0,1.0,3.0,7.0,4.0,16.0,3.0,,,,,90.0,32.0,6.4,17.0,1,,,2.0,,3.0,2.0,4.0,3.0,,1.0,,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,
10909925,home,Boreham Wood,Dennon Lewis,lewis-dennon,D. Lewis,M,,178.0,21,M,847106,EUR,863136000.0,M,15,15,False,,16.0,12.0,1.0,,5.0,5.0,7.0,15.0,2.0,,,,,60.0,29.0,6.1,10.0,0,,,4.0,,1.0,2.0,5.0,2.0,,2.0,,,,,2.0,,,,,,,,2.0,,,,,
10909925,home,Boreham Wood,Zak Brunt,zak-brunt,Z. Brunt,M,8,176.0,35,M,1049851,EUR,1005955200.0,F,20,20,False,,17.0,8.0,2.0,,2.0,2.0,8.0,20.0,1.0,,,,,60.0,29.0,7.0,13.0,0,,,5.0,2.0,4.0,1.0,5.0,5.0,,,,1.0,,3.0,2.0,,,1.0,,,1.0,1.0,,,,,,
10909925,home,Boreham Wood,Lee Ndlovu,lee-ndlovu,L. Ndlovu,F,39,178.0,48,M,859921,EUR,786844800.0,F,9,9,False,,11.0,6.0,1.0,,1.0,2.0,5.0,9.0,,,,,,90.0,33.0,7.0,15.0,2,,,,,6.0,4.0,12.0,8.0,1.0,1.0,,,,2.0,,,,1.0,,5.0,4.0,,3.0,2.0,1.0,1.0,,
