match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_goalAssist,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_errorLeadToAShot,stat_keyPass,stat_accurateCross,stat_interceptionWon,stat_fouls,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_errorLeadToAGoal,stat_blockedScoringAttempt,stat_totalOffside,stat_goals,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11450164,home,Hatayspor,Erce Kardeşler,erce-kardesler,E. Kardeşler,G,31,186.0,93,M,758606,EUR,763603200,G,1,1,False,34.0,21.0,16.0,3.0,19.0,20.0,2.0,14.0,1.0,1.0,10.0,1.0,1.0,1.0,90.0,44.0,6.5,13.0,0.00314197,0,0.0274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450164,home,Hatayspor,Kamil Ahmet Çörekçi,kamil-ahmet-corekci,K. A. Çörekçi,D,22,173.0,57,M,124728,EUR,696902400,D,2,2,False,36.0,28.0,7.0,5.0,18.0,22.0,10.0,16.0,1.0,3.0,6.0,,,,76.0,61.0,7.1,14.0,0.0282956,1,,,,True,2.0,1.0,3.0,2.0,1.0,6.0,1.0,1.0,1.0,3.0,1.0,0.0192,,,,,,,,,,,,,,,,,,,,
11450164,home,Hatayspor,Guy-Marcelin Kilama,guy-marcelin-kilama,G. M. Kilama,D,,180.0,314,M,944222,EUR,928022400,D,3,3,False,65.0,59.0,6.0,1.0,47.0,48.0,12.0,18.0,,2.0,4.0,,,,76.0,79.0,7.0,10.0,0.0043384,0,,,,,1.0,2.0,3.0,,,4.0,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,
11450164,home,Hatayspor,Nikola Maksimović,nikola-maksimovic,N. Maksimović,D,15,193.0,266,M,68076,EUR,691027200,D,19,19,False,59.0,51.0,7.0,4.0,38.0,40.0,13.0,19.0,4.0,6.0,4.0,,,,90.0,67.0,6.6,10.0,0.0105313,0,,Nikola,Maksimović,,,1.0,3.0,2.0,,3.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,
11450164,home,Hatayspor,Faouzi Ghoulam,faouzi-ghoulam,F. Ghoulam,D,,188.0,1996,M,133236,EUR,665366400,D,13,13,False,31.0,22.0,2.0,2.0,15.0,16.0,10.0,25.0,3.0,3.0,4.0,,,,90.0,67.0,7.1,23.0,0.147673,0,,Faouzi,Ghoulam,,10.0,2.0,5.0,1.0,,5.0,1.0,,,,,,,1.0,,,,,1.0,3.0,2.0,1.0,,,,,,,,,,
11450164,home,Hatayspor,Armin Hodžić,armin-hodzic,A. Hodžić,M,,188.0,68,M,928333,EUR,951782400,M,18,18,False,22.0,12.0,2.0,,4.0,7.0,8.0,15.0,8.0,11.0,3.0,,,,90.0,38.0,6.9,14.0,0.145084,3,,,,,,2.0,6.0,1.0,1.0,3.0,,1.0,,1.0,3.0,0.3248,,1.0,1.0,,,,,,,1.0,1.0,2.0,0.5207,,,,,,,
11450164,home,Hatayspor,Görkem Sağlam,gorkem-saglam,G. Sağlam,M,61,175.0,118,M,795001,EUR,892252800,M,5,5,False,51.0,45.0,8.0,5.0,30.0,31.0,15.0,21.0,,1.0,7.0,,,,82.0,61.0,6.8,9.0,0.0121868,0,,,,,1.0,,2.0,2.0,,2.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,
11450164,home,Hatayspor,Giorgi Aburjania,giorgi-aburjania,G. Aburjania,M,29,187.0,128,M,156569,EUR,789004800,M,29,29,False,39.0,33.0,3.0,2.0,15.0,16.0,18.0,24.0,,3.0,3.0,,,,90.0,52.0,6.3,9.0,0.0143766,0,,,,,1.0,1.0,3.0,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,
11450164,home,Hatayspor,Ömer Faruk Beyaz,omer-faruk-beyaz,Ö. F. Beyaz,M,99,171.0,399,M,1022881,EUR,1062115200,F,7,7,False,15.0,11.0,1.0,,4.0,6.0,7.0,11.0,,4.0,5.0,,,,64.0,30.0,6.6,11.0,0.00325059,0,,,,,2.0,,4.0,2.0,,1.0,,3.0,2.0,3.0,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,
11450164,home,Hatayspor,Renat Dadaşov,renat-dadasov,R. Dadaşov,F,77,186.0,1648,M,836941,EUR,926899200,F,9,9,False,10.0,6.0,,,1.0,2.0,5.0,8.0,1.0,2.0,1.0,,,,63.0,17.0,6.8,7.0,0.0344285,1,,,,,,3.0,5.0,1.0,,,,,,3.0,,0.0845,,,1.0,1.0,,,2.0,,,1.0,,,,,1.0,1.0,,,,
