match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_blockedScoringAttempt,captain,stat_challengeLost,player_sofascoreId,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_clearanceOffLine
10670585,home,1. FC Union Berlin,Lennart Grill,,,lennart-grill,L. Grill,G,22,191,100,M,836710,EUR,917222400,G,37,37,False,44.0,27.0,24.0,7.0,21.0,21.0,6.0,23.0,1.0,4.0,1.0,1.0,1.0,90.0,48.0,7.1,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10670585,home,1. FC Union Berlin,Danilho Doekhi,,,danilho-doekhi,D. Doekhi,D,5,187,773,M,830803,EUR,899164800,D,5,5,False,59.0,50.0,3.0,,34.0,37.0,17.0,23.0,,3.0,,,,90.0,71.0,7.2,11.0,1,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10670585,home,1. FC Union Berlin,Robin Knoche,,,robin-knoche,R. Knoche,D,31,190,151,M,130433,EUR,706492800,D,31,31,False,84.0,66.0,15.0,7.0,41.0,46.0,25.0,38.0,3.0,10.0,,,,90.0,99.0,7.2,22.0,1,,,1.0,2.0,4.0,3.0,,4.0,,,2.0,,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10670585,home,1. FC Union Berlin,Diogo Leite,,,leite-diogo,D. Leite,D,4,188,994,M,855663,EUR,917049600,D,4,4,False,75.0,65.0,8.0,5.0,35.0,42.0,30.0,33.0,,4.0,,,,90.0,87.0,7.7,11.0,4,,,3.0,6.0,4.0,8.0,1.0,1.0,,,,2.0,,2.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,
10670585,home,1. FC Union Berlin,Julian Ryerson,,,julian-ryerson,J. Ryerson,D,26,183,3457,M,800951,EUR,879724800,M,6,6,False,42.0,31.0,4.0,1.0,16.0,18.0,16.0,29.0,,7.0,,,,90.0,81.0,6.9,23.0,0,5.0,1.0,,,2.0,2.0,,2.0,1.0,1.0,5.0,1.0,,1.0,1.0,1.0,,,1.0,,True,,,,,,,,,,,
10670585,home,1. FC Union Berlin,András Schäfer,,,andras-schafer,A. Schäfer,M,13,179,2403,M,877302,EUR,923961600,M,13,13,False,35.0,25.0,2.0,,8.0,11.0,17.0,27.0,,2.0,,,,72.0,50.0,6.3,18.0,0,3.0,,2.0,3.0,6.0,4.0,,,,,2.0,1.0,,,2.0,1.0,,,,,,1.0,,,,,,,,,,
10670585,home,1. FC Union Berlin,Paul Seguin,,,paul-seguin,P. Seguin,M,30,186,138,M,253687,EUR,796435200,M,14,14,False,52.0,42.0,9.0,4.0,20.0,22.0,22.0,30.0,,10.0,,,,90.0,63.0,7.0,12.0,1,,,2.0,,4.0,3.0,,3.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,,
10670585,home,1. FC Union Berlin,Janik Haberer,,,janik-haberer,J. Haberer,M,19,187,177,M,168985,EUR,765244800,M,19,19,False,29.0,27.0,2.0,2.0,8.0,8.0,19.0,24.0,1.0,3.0,,,,85.0,39.0,7.0,7.0,2,3.0,,2.0,3.0,3.0,4.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,
10670585,home,1. FC Union Berlin,Tymoteusz Puchacz,,,tymoteusz-puchacz,T. Puchacz,M,27,180,3578,M,867493,EUR,917049600,M,26,26,False,43.0,28.0,4.0,3.0,12.0,13.0,20.0,40.0,,5.0,,,,71.0,77.0,8.0,30.0,1,10.0,4.0,1.0,1.0,3.0,3.0,,,1.0,1.0,1.0,1.0,1.0,4.0,,1.0,,1.0,,,,,puszka.27,1.0,,,,,,,,
10670585,home,1. FC Union Berlin,Sheraldo Becker,,,sheraldo-becker,S. Becker,F,23,180,1512,M,352544,EUR,792288000,F,27,27,False,18.0,17.0,,,3.0,3.0,15.0,20.0,,3.0,,,,63.0,33.0,7.7,8.0,4,5.0,1.0,3.0,,6.0,2.0,1.0,,,,1.0,,1.0,1.0,1.0,3.0,2.0,3.0,,,,,,,1.0,1.0,,,,,,
10670585,home,1. FC Union Berlin,Sven Michel,,,sven-michel,S. Michel,F,11,178,166,M,246431,EUR,648000000,F,11,11,False,41.0,30.0,,,4.0,4.0,26.0,39.0,2.0,4.0,,,,84.0,56.0,7.8,19.0,3,2.0,,7.0,7.0,11.0,9.0,2.0,,1.0,1.0,2.0,1.0,,4.0,3.0,1.0,,1.0,,,,,,1.0,,,1.0,,,,,
10670585,home,1. FC Union Berlin,Tim Skarke,,,tim-skarke,T. Skarke,M,21,179,195,M,800252,EUR,842054400,M,21,21,True,9.0,8.0,,,4.0,4.0,4.0,5.0,,2.0,,,,27.0,12.0,6.6,3.0,1,,,,,2.0,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10670585,home,1. FC Union Berlin,Niko Giesselmann,,,niko-giesselmann,N. Giesselmann,D,,179,72,M,123915,EUR,685843200,D,23,23,True,9.0,6.0,,,2.0,3.0,5.0,8.0,1.0,,,,,19.0,14.0,6.9,4.0,0,2.0,1.0,1.0,1.0,1.0,2.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
10670585,home,1. FC Union Berlin,Genki Haraguchi,,,genki-haraguchi,G. Haraguchi,M,78,177,396,M,48243,EUR,673747200,M,24,24,True,12.0,8.0,,,4.0,5.0,4.0,7.0,,2.0,,,,18.0,13.0,6.5,5.0,0,,,,2.0,1.0,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
10670585,home,1. FC Union Berlin,Kevin Behrens,,,kevin-behrens,K. Behrens,F,91,184,494,M,164171,EUR,665539200,F,17,17,True,3.0,2.0,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,9.0,9.0,6.8,2.0,1,,,2.0,2.0,3.0,2.0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
10670585,home,1. FC Union Berlin,Morten Thorsby,,,morten-thorsby,M. Thorsby,M,2,189,710,M,280991,EUR,831254400,M,2,2,True,2.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,8.0,6.0,6.8,1.0,0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10670585,home,1. FC Union Berlin,Frederik Rønnow,,,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10670585,home,1. FC Union Berlin,Paul Jaeckel,,,paul-jaeckel,P. Jaeckel,D,3,189,74,M,856668,EUR,901065600,D,3,3,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10670585,home,1. FC Union Berlin,Rani Khedira,,,rani-khedira,R. Khedira,M,8,188,961,M,149479,EUR,759628800,M,8,8,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10670585,home,1. FC Union Berlin,Jamie Leweling,,,leweling-jamie,J. Leweling,M,18,184,1958,M,990201,EUR,983145600,F,40,40,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10670585,away,1. FC Heidenheim,Vitus Eicher,,,vitus-eicher,V. Eicher,G,,190,27,M,96098,EUR,657763200,G,22,22,False,31.0,23.0,15.0,7.0,21.0,23.0,2.0,8.0,1.0,6.0,,5.0,,90.0,44.0,7.1,9.0,0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,5.0,1.0,1.0,,
10670585,away,1. FC Heidenheim,Lennard Maloney,,,lennard-maloney,L. Maloney,M,15,187,257,M,893962,EUR,939340800,D,33,33,False,56.0,33.0,15.0,5.0,26.0,34.0,7.0,22.0,6.0,3.0,,,,90.0,74.0,6.9,24.0,0,,,5.0,7.0,5.0,12.0,,,4.0,2.0,1.0,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,
10670585,away,1. FC Heidenheim,Patrick Mainka,,,patrick-mainka,P. Mainka,D,6,194,321,M,254429,EUR,784080000,D,6,6,False,44.0,37.0,8.0,4.0,34.0,37.0,3.0,7.0,10.0,1.0,,,,90.0,64.0,6.7,9.0,0,,,3.0,5.0,5.0,8.0,,,3.0,2.0,1.0,,1.0,,1.0,,,,1.0,,True,,,,,,,,,,1.0,
10670585,away,1. FC Heidenheim,Tim Siersleben,,,tim-siersleben,T. Siersleben,D,4,187,118,M,988252,EUR,952560000,D,4,4,False,55.0,40.0,16.0,5.0,32.0,40.0,8.0,15.0,6.0,7.0,,,,90.0,76.0,6.7,17.0,0,,,1.0,2.0,2.0,6.0,,1.0,2.0,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,
10670585,away,1. FC Heidenheim,Marnon Busch,,,marnon-busch,M. Busch,D,2,182,76,M,168861,EUR,786844800,M,2,2,False,27.0,13.0,9.0,2.0,9.0,15.0,4.0,17.0,2.0,11.0,,,,79.0,45.0,6.4,19.0,0,5.0,,4.0,1.0,5.0,2.0,,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
10670585,away,1. FC Heidenheim,Andreas Geipl,Andreas,Geipl,andreas-geipl,A. Geipl,M,8,180,13,M,142221,EUR,703814400,M,8,8,False,42.0,29.0,8.0,2.0,13.0,18.0,17.0,25.0,,8.0,,,,90.0,57.0,6.9,15.0,3,1.0,1.0,2.0,3.0,5.0,7.0,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,
10670585,away,1. FC Heidenheim,Norman Theuerkauf,,,norman-theuerkauf,N. Theuerkauf,D,,183,29,M,15004,EUR,538444800,M,30,30,False,10.0,6.0,3.0,2.0,3.0,4.0,4.0,7.0,5.0,2.0,,,,60.0,20.0,6.6,4.0,0,1.0,1.0,3.0,1.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10670585,away,1. FC Heidenheim,Jonas Föhrenbach,,,jonas-fohrenbach,J. Föhrenbach,D,19,185,79,M,311676,EUR,822614400,M,19,19,False,36.0,24.0,10.0,3.0,19.0,23.0,5.0,14.0,1.0,5.0,,,,90.0,61.0,7.4,14.0,0,1.0,,,,,2.0,,2.0,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,1.0
10670585,away,1. FC Heidenheim,Kevin Sessa,,,sessa-kevin,K. Sessa,M,8,175,67,M,929806,EUR,962841600,F,16,16,False,9.0,6.0,,,1.0,2.0,6.0,9.0,,2.0,,,,60.0,18.0,6.5,6.0,1,2.0,1.0,4.0,1.0,8.0,2.0,1.0,1.0,,,1.0,1.0,2.0,1.0,,1.0,,,,,,1.0,,,,,1.0,,,,,
10670585,away,1. FC Heidenheim,Tim Kleindienst,,,tim-kleindienst,T. Kleindienst,F,11,194,2513,M,228981,EUR,809827200,F,10,10,False,12.0,5.0,,,3.0,5.0,2.0,7.0,1.0,4.0,,,,60.0,26.0,6.4,15.0,1,,,1.0,1.0,4.0,2.0,,1.0,1.0,1.0,4.0,,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,
10670585,away,1. FC Heidenheim,Jan-Niklas Beste,,,jan-niklas-beste,J. Beste,D,19,177,1026,M,836711,EUR,915408000,F,37,37,False,15.0,7.0,4.0,,2.0,6.0,5.0,11.0,,4.0,,,,60.0,22.0,6.4,11.0,0,2.0,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,
10670585,away,1. FC Heidenheim,Dženis Burnić,,,dzenis-burnic,D. Burnić,M,7,185,723,M,844447,EUR,895795200,M,20,20,True,9.0,8.0,,,3.0,3.0,5.0,7.0,,1.0,,,,30.0,13.0,6.7,3.0,0,1.0,,,,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10670585,away,1. FC Heidenheim,Adrian Beck,,,adrian-beck,A. Beck,M,21,186,110,M,845742,EUR,865814400,M,21,21,True,9.0,6.0,,,2.0,3.0,4.0,6.0,,3.0,,,,30.0,13.0,6.7,4.0,0,,,2.0,,3.0,3.0,,,2.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,
10670585,away,1. FC Heidenheim,Christian Kühlwetter,Christian,Kühlwetter,christian-kuhlwetter,C. Kühlwetter,M,30,182,58,M,326695,EUR,830044800,F,24,24,True,11.0,6.0,1.0,1.0,3.0,4.0,3.0,8.0,1.0,1.0,,,,30.0,17.0,7.2,6.0,1,1.0,,4.0,2.0,5.0,2.0,1.0,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,1.0
10670585,away,1. FC Heidenheim,Stefan Schimmer,,,stefan-schimmer,S. Schimmer,F,9,185,104,M,842922,EUR,767491200,F,9,9,True,10.0,6.0,1.0,1.0,1.0,1.0,5.0,9.0,,1.0,,,,30.0,11.0,6.7,4.0,1,,,,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10670585,away,1. FC Heidenheim,Marvin Rittmüller,Marvin,Rittmüller,marvin-rittmuller,M. Rittmüller,M,29,177,31,M,939669,EUR,920678400,D,18,18,True,10.0,9.0,1.0,1.0,3.0,3.0,6.0,7.0,,1.0,,,,11.0,13.0,6.5,2.0,0,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
10670585,away,1. FC Heidenheim,Kevin Müller,,,kevin-muller,K. Müller,G,22,190,180,M,121908,EUR,668995200,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10670585,away,1. FC Heidenheim,Denis Thomalla,,,denis-thomalla,D. Thomalla,M,,186,60,M,122578,EUR,713923200,F,11,11,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10670585,away,1. FC Heidenheim,Florian Pick,,,florian-pick,F. Pick,M,20,176,70,M,206620,EUR,810518400,M,17,17,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10670585,away,1. FC Heidenheim,Melvin Ramusović,Melvin Ramusovic,,melvin-ramusovic,M. Ramusović,M,5,184,10,M,1046802,EUR,992908800,M,28,28,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
