match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,captain,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_blockedScoringAttempt,stat_keyPass,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_challengeLost,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_errorLeadToAGoal,stat_ownGoals,stat_errorLeadToAShot
14025199,home,Manchester City,Gianluigi Donnarumma,gianluigi-donnarumma,G. Donnarumma,G,25,196,69953,M,donnarumma,824509,EUR,919900800,G,25,25,False,17.0,15.0,4.0,2.0,0.0,15.0,16.0,1.0,3.0,1.0,90.0,20.0,6.5,2.0,8.337e-05,-0.0003,0,-0.3864,0.02,0.0,-0.09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025199,home,Manchester City,Matheus Nunes,matheus-nunes,M. Nunes,D,27,183,19609,M,matheusnunes,945122,EUR,904176000,D,27,27,False,86.0,75.0,5.0,,0.0,24.0,27.0,59.0,3.0,,90.0,107.0,7.5,14.0,0.0437418,,2,,0.19,0.07,-0.02,,,,51.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0.1821,0.5705,0.51,,,,,,,,,,,,,,,,,,,
14025199,home,Manchester City,Rúben Dias,ruben-dias,R. Dias,D,3,188,40519,M,RúbenD,318941,EUR,863568000,D,3,3,False,86.0,83.0,3.0,2.0,0.0,35.0,36.0,50.0,4.0,,90.0,93.0,6.9,3.0,0.0278741,,0,,0.21,0.25,-0.15,,,,48.0,,,,1.0,1.0,3.0,,,,,4.0,,,1.0,,,,True,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
14025199,home,Manchester City,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50085,M,JGvardiol,964994,EUR,1011744000,D,24,24,False,74.0,69.0,1.0,,0.0,18.0,20.0,54.0,3.0,,70.0,88.0,6.9,6.0,0.187954,,2,,0.4,0.28,-0.07,,,,51.0,1.0,1.0,3.0,,3.0,,,,,,5.0,1.0,,,0.0374,,-0.18,,,,,,2.0,2.0,,,,,,,,,,,,
14025199,home,Manchester City,Nico O'Reilly,nico-o-reilly,N. O’Reilly,D,33,193,15962,M,,1142703,EUR,1111363200,D,33,33,False,50.0,39.0,3.0,,0.0,11.0,14.0,36.0,4.0,,83.0,79.0,6.6,17.0,0.170423,,1,,0.16,0.35,0.24,,Nico,O’Reilly,28.0,2.0,1.0,8.0,1.0,12.0,6.0,1.0,,,,,2.0,1.0,1.0,0.0327,,0.0,,2.0,4.0,2.0,,1.0,2.0,3.0,1.0,,,,,,,,,,
14025199,home,Manchester City,Nico González,nico-gonzalez,N. González,M,14,186,19859,M,nico14,954056,EUR,1010016000,M,14,14,False,85.0,77.0,3.0,2.0,0.0,22.0,25.0,60.0,6.0,,90.0,93.0,7.4,8.0,0.228022,,1,,0.15,0.22,-0.05,,,,55.0,,,,4.0,,6.0,,,,,3.0,,,,0.0476,,0.0,,,1.0,1.0,1.0,1.0,2.0,,,1.0,,,,,,,,,
14025199,home,Manchester City,Savinho,savio,Savinho,M,26,176,52457,M,Savinho,1046795,EUR,1081555200,M,26,26,False,22.0,20.0,1.0,1.0,0.0,4.0,4.0,18.0,1.0,,62.0,34.0,6.8,6.0,0.0599911,,1,,0.09,0.29,-0.05,,,,16.0,1.0,,,,2.0,3.0,2.0,1.0,,,,,1.0,,0.0273,,-0.05,,,,,2.0,,,1.0,1.0,,1.0,,,,,,,,
14025199,home,Manchester City,Tijjani Reijnders,tijjani-reijnders,T. Reijnders,M,4,185,38485,M,tijjanireijnders,893549,EUR,901670400,M,4,4,False,57.0,52.0,,,0.0,15.0,17.0,40.0,2.0,,83.0,73.0,6.8,9.0,0.0554621,,3,,-0.07,0.38,0.15,,,,37.0,1.0,,,,3.0,4.0,4.0,1.0,1.0,,2.0,,,,0.1428,0.0103,-0.42,,1.0,1.0,1.0,,1.0,,2.0,3.0,,,,,,,,,,
14025199,home,Manchester City,Phil Foden,phil-foden,P. Foden,M,47,171,175652,M,Foden,859765,EUR,959472000,M,47,47,False,63.0,53.0,2.0,1.0,0.0,11.0,13.0,50.0,5.0,,90.0,80.0,6.4,20.0,0.167042,,0,,-0.39,0.15,0.0,,,,42.0,11.0,3.0,1.0,,3.0,2.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,1.0,,3.0,1.0,1.0,,,,,,,,,,
14025199,home,Manchester City,Jérémy Doku,jeremy-doku,J. Doku,M,11,173,69678,M,Dokss,934386,EUR,1022457600,M,11,11,False,42.0,36.0,1.0,1.0,1.0,2.0,2.0,40.0,2.0,,90.0,73.0,8.9,18.0,0.276272,,3,,0.87,1.0,-0.02,,,,34.0,5.0,2.0,,1.0,8.0,11.0,13.0,,3.0,,,,1.0,1.0,0.344,0.5973,0.12,,,1.0,1.0,2.0,,3.0,2.0,8.0,1.0,,1.0,,,,,,,
