match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_challengeLost,stat_unsuccessfulTouch,stat_accurateCross,stat_dispossessed,player_sofascoreId,stat_punches,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside
14288920,home,Santa Clara,Gabriel Batista,,,gabriel-batista,G. Batista,G,1,188.0,348,M,822526,EUR,896832000,G,1,1,False,True,33.0,12.0,29.0,8.0,0.0,5.0,5.0,7.0,28.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,90.0,43.0,6.6,22.0,0.002371,50.713308262193,8.0,35.595,11.865,0.6109,1.0,0,0.4515,0.04,0.03,-0.26,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288920,home,Santa Clara,Lucas Soares,,,lucas-soares,L. Soares,M,42,176.0,85,M,991358,EUR,894240000,D,42,42,False,,22.0,13.0,2.0,1.0,0.0,6.0,10.0,7.0,12.0,7.0,2.0,6.0,,1.0,,,,,,90.0,47.0,6.6,14.0,0.00702851,108.00996930922,12.0,74.34,22.155,,,2,,-0.08,0.18,-0.14,,3.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,1.0,0.0484,34.597559165625,2.0,-0.04,,,,,,,,,,,,,,
14288920,home,Santa Clara,Sidney Lima,Sidney,,sidney-lima,S. Lima,D,23,182.0,139,M,1131145,EUR,853459200,D,23,23,False,,26.0,22.0,6.0,3.0,0.0,16.0,16.0,6.0,10.0,4.0,6.0,6.0,,1.0,,,,,,90.0,43.0,7.2,5.0,0.0241015,88.110013158869,8.0,73.29,23.1,,1.0,0,,0.16,0.12,0.58,,1.0,,5.0,,,,,3.0,4.0,,42.883619817855,2.0,,2.0,1.0,1.0,3.0,,,,,,,,,,
14288920,home,Santa Clara,Luís Rocha,,,luis-rocha,L. Rocha,D,13,186.0,44,M,141012,EUR,524275200,D,13,13,False,,29.0,23.0,8.0,4.0,0.0,14.0,16.0,9.0,13.0,2.0,2.0,4.0,,,,,,,,90.0,37.0,6.6,6.0,0.00505249,44.004409039638,5.0,22.365,14.28,,,0,,0.09,0.04,-0.09,,,,1.0,,,,,2.0,1.0,,,,,,,2.0,1.0,,,,,,,,,,
14288920,home,Santa Clara,Henrique Silva,,,henrique-silva,H. Silva,D,94,,53,M,1459627,EUR,1129507200,D,94,94,False,,47.0,42.0,9.0,4.0,0.0,31.0,31.0,11.0,16.0,7.0,10.0,6.0,,2.0,,,,,,90.0,66.0,6.9,6.0,0.00974008,110.86514988236,13.0,71.19,17.64,,1.0,0,,0.18,0.09,-0.03,,,2.0,7.0,1.0,1.0,,,2.0,2.0,,17.653101710464,1.0,,4.0,1.0,,,1.0,1.0,,,,,,,,
14288920,home,Santa Clara,Paulo Victor,Paulo Victor,,paulo-victor,P. Victor,D,64,180.0,200,M,1108505,EUR,987120000,D,64,64,False,,32.0,26.0,3.0,1.0,0.0,8.0,10.0,18.0,22.0,9.0,2.0,1.0,,5.0,,,,,,83.0,63.0,7.0,11.0,0.0247996,97.609192586366,11.0,58.17,14.595,,1.0,1,,-0.04,0.08,-0.16,,3.0,,2.0,3.0,3.0,1.0,,1.0,,0.0367,,,-0.21,,,,1.0,2.0,,1.0,,,,,,,
14288920,home,Santa Clara,Pedro Ferreira,,,ferreira-pedro,P. Ferreira,M,8,183.0,121,M,851277,EUR,883958400,M,8,8,False,,12.0,7.0,1.0,1.0,0.0,4.0,7.0,3.0,5.0,3.0,1.0,2.0,,1.0,,,,,,72.0,24.0,6.5,9.0,0.00247078,,,,,,1.0,0,,0.0,,-0.09,,2.0,1.0,4.0,,,,,1.0,1.0,,,,,,,1.0,1.0,2.0,1.0,,1.0,,,,,,
14288920,home,Santa Clara,Adriano Firmino,,,adriano-firmino,A. Firmino,M,6,187.0,127,M,989383,EUR,941673600,M,6,6,False,,51.0,43.0,2.0,1.0,0.0,15.0,18.0,28.0,33.0,2.0,,3.0,,,,,,,,90.0,63.0,6.5,14.0,0.0167643,85.661293711784,13.0,49.875,19.11,,,2,,0.17,0.1,-0.03,,1.0,1.0,6.0,,,1.0,1.0,1.0,3.0,0.0215,32.025475978052,2.0,0.0,,,,1.0,,2.0,,3.0,,,,,,
14288920,home,Santa Clara,José Tavares,José Tavares,,jose-tavares,J. Tavares,M,65,178.0,31,M,2155276,EUR,1054512000,M,65,65,False,,37.0,32.0,2.0,1.0,0.0,16.0,19.0,16.0,18.0,6.0,1.0,7.0,,3.0,,,,,,90.0,54.0,6.4,11.0,0.00880617,66.347679984419,10.0,41.265,15.33,,,0,,-0.06,0.05,-0.02,,1.0,,11.0,1.0,,,,3.0,4.0,,,,,1.0,,2.0,2.0,2.0,1.0,,3.0,,,,,,
14288920,home,Santa Clara,Vinícius Lopes,,,vinicius-lopes,V. Lopes,F,70,175.0,316,M,1001753,EUR,926035200,M,70,70,False,,16.0,10.0,,,0.0,3.0,4.0,7.0,12.0,8.0,1.0,2.0,,2.0,,,,,,90.0,32.0,6.4,9.0,0.00998325,49.225838491225,6.0,24.36,10.5,,,3,,-0.1,0.32,0.13,,,1.0,8.0,4.0,3.0,1.0,2.0,2.0,2.0,0.0774,12.051931629411,1.0,-0.45,4.0,,,1.0,,1.0,,1.0,,,,,,
