match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,player_firstName,player_lastName,player_sofascoreId,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goalAssist,stat_goals,captain,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_lastManTackle,stat_totalOffside
11068551,home,Beşiktaş JK,Mert Günok,mert-gunok,M. Günok,G,34,196,4070,M,39573,EUR,604713600,G,34,34,False,29.0,19.0,12.0,2.0,18.0,22.0,1.0,7.0,1.0,6.0,1.0,2.0,3.0,1.0,1.0,90.0,38.0,6.9,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11068551,home,Beşiktaş JK,Onur Bulut,onur-bulut,O. Bulut,D,6,179,562,M,142494,EUR,766454400,D,4,4,False,29.0,21.0,6.0,3.0,6.0,10.0,16.0,20.0,2.0,3.0,,,,,,90.0,61.0,7.3,13.0,0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,
11068551,home,Beşiktaş JK,Tayyip Talha Sanuç,tayyip-talha-sanuc,T. T. Sanuç,D,23,188,911,M,851909,EUR,945388800,D,3,3,False,45.0,40.0,4.0,2.0,29.0,32.0,11.0,13.0,2.0,7.0,,,,,,90.0,63.0,7.4,6.0,1,,,3.0,2.0,11.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,1.0,,,,,,,,,,,,
11068551,home,Beşiktaş JK,Omar Colley,omar-colley,O. Colley,D,15,190,966,M,238408,EUR,719798400,D,6,6,False,60.0,53.0,2.0,2.0,40.0,43.0,13.0,17.0,6.0,8.0,,,,,,90.0,68.0,6.7,7.0,0,,,2.0,3.0,3.0,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,
11068551,home,Beşiktaş JK,Arthur Masuaku,arthur-masuaku,A. Masuaku,D,27,179,10350,M,174975,EUR,752630400,D,25,25,False,58.0,50.0,8.0,5.0,28.0,31.0,22.0,29.0,,4.0,,,,,,89.0,81.0,6.9,12.0,0,2.0,,,3.0,5.0,2.0,,,,2.0,1.0,1.0,,1.0,1.0,1.0,,3.0,3.0,,,,masuaku26,,,,,,,,,
11068551,home,Beşiktaş JK,Amir Hadžiahmetović,amir-hadziahmetovic,A. Hadžiahmetović,M,20,179,1356,M,795421,EUR,857779200,M,19,19,False,59.0,52.0,6.0,2.0,32.0,35.0,21.0,29.0,3.0,7.0,,,,,,90.0,80.0,7.2,12.0,0,5.0,1.0,1.0,5.0,7.0,2.0,,,,,3.0,2.0,,1.0,,2.0,2.0,3.0,2.0,,,,,,,,,,,,,
11068551,home,Beşiktaş JK,Nathan Redmond,nathan-redmond,N. Redmond,M,,173,416,M,115346,EUR,762912000,M,15,15,False,29.0,21.0,3.0,1.0,6.0,9.0,16.0,22.0,1.0,6.0,,,,,,84.0,56.0,6.9,16.0,6,2.0,1.0,,9.0,5.0,,2.0,,,,1.0,,3.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,,,,1.0,1.0,,,,,,,
11068551,home,Beşiktaş JK,Salih Uçan,salih-ucan,S. Uçan,M,8,182,1367,M,135695,EUR,757814400,M,8,8,False,26.0,21.0,5.0,4.0,8.0,8.0,13.0,19.0,1.0,6.0,,,,,,60.0,37.0,7.6,9.0,1,1.0,,1.0,5.0,3.0,2.0,,,,,,,1.0,1.0,,3.0,1.0,3.0,1.0,,,,,1.0,,1.0,1.0,,,,,
11068551,home,Beşiktaş JK,Gedson Fernandes,gedson-fernandes,G. Fernandes,M,83,184,5232,M,862055,EUR,915840000,M,83,83,False,38.0,31.0,,,11.0,13.0,20.0,25.0,1.0,4.0,,,,,,89.0,59.0,7.6,9.0,1,,,,6.0,12.0,1.0,,,,,4.0,3.0,1.0,3.0,3.0,1.0,1.0,6.0,5.0,,,,gedson_83,1.0,,,,,,,,
11068551,home,Beşiktaş JK,Cenk Tosun,cenk-tosun,C. Tosun,F,23,183,2904,M,72127,EUR,676252800,M,9,9,False,22.0,18.0,2.0,1.0,6.0,7.0,12.0,17.0,2.0,4.0,,,,,,84.0,42.0,6.2,11.0,5,2.0,,1.0,7.0,3.0,1.0,2.0,,,,2.0,1.0,2.0,,2.0,,1.0,1.0,,1.0,,,,4.0,,,,True,1.0,1.0,,
11068551,home,Beşiktaş JK,Vincent Aboubakar,vincent-aboubakar,V. Aboubakar,F,45,184,11201,M,116869,EUR,696038400,F,10,10,False,26.0,22.0,,,7.0,7.0,15.0,19.0,,5.0,,,,,,90.0,48.0,7.5,14.0,4,,,3.0,10.0,6.0,,4.0,,,,1.0,1.0,2.0,,,2.0,4.0,4.0,2.0,1.0,,,aboubakarvincent,2.0,1.0,,1.0,,,,,
11068551,home,Beşiktaş JK,Tayfur Bingöl,tayfur-bingol,T. Bingöl,M,75,180,459,M,255957,EUR,726710400,M,88,88,True,14.0,13.0,1.0,,8.0,9.0,5.0,5.0,,3.0,,,,,,30.0,22.0,6.2,6.0,1,,,,4.0,,,2.0,,,,,,1.0,,,,,2.0,,,,,,1.0,,,,,,,,
