match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_totalContest,stat_keyPass,captain,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_challengeLost,stat_totalOffside,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceMissed,stat_errorLeadToAShot,stat_hitWoodwork,player_sofascoreId
12499522,home,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,26.0,16.0,14.0,4.0,0.0,13.0,15.0,3.0,11.0,3.0,12.0,1.0,2.0,4.0,1.0,2.0,2.0,90.0,41.0,7.0,11.0,0.00092271,0,0.2513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499522,home,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,772,M,830803,EUR,899164800,D,5,5,False,43.0,36.0,6.0,2.0,0.0,24.0,28.0,12.0,15.0,6.0,1.0,,,,,,,90.0,51.0,6.5,8.0,0.0239348,0,,,,3.0,2.0,4.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12499522,home,1. FC Union Berlin,Leopold Querfeld,querfeld-leopold,L. Querfeld,D,14,190,1226,M,1086547,EUR,1071878400,D,14,14,False,58.0,49.0,11.0,7.0,0.0,38.0,38.0,11.0,20.0,6.0,5.0,,,,,,,90.0,71.0,6.9,10.0,0.0103088,2,,,,2.0,4.0,2.0,4.0,,,,1.0,1.0,2.0,0.0957,,,,,,,,,,,,,,,,,,,,
12499522,home,1. FC Union Berlin,Kevin Vogt,kevin-vogt,K. Vogt,D,7,194,163,M,48660,EUR,685584000,D,2,2,False,47.0,45.0,6.0,5.0,0.0,33.0,34.0,12.0,13.0,3.0,3.0,,,,,,,83.0,58.0,6.7,4.0,0.0112666,0,,,,1.0,,3.0,2.0,2.0,2.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12499522,home,1. FC Union Berlin,Christopher Trimmel,christopher-trimmel,C. Trimmel,M,28,189,354,M,48557,EUR,541123200,M,28,28,False,26.0,17.0,8.0,3.0,1.0,5.0,8.0,16.0,24.0,5.0,3.0,,,,,,,72.0,56.0,7.6,16.0,0.465616,1,,,,1.0,,3.0,2.0,2.0,1.0,,1.0,,1.0,0.0161,,6.0,True,6.0,4.0,2.0,,,,,,,,,,,,,,
12499522,home,1. FC Union Berlin,András Schäfer,andras-schafer,A. Schäfer,M,13,179,2407,M,877302,EUR,923961600,M,13,13,False,29.0,22.0,,,0.0,12.0,15.0,10.0,18.0,2.0,2.0,,,,,,,83.0,50.0,7.0,15.0,0.0132239,1,,,,1.0,1.0,5.0,7.0,3.0,2.0,1.0,1.0,,2.0,0.0212,2.0,,,4.0,,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,
12499522,home,1. FC Union Berlin,Rani Khedira,rani-khedira,R. Khedira,M,8,188,962,M,149479,EUR,759628800,M,8,8,False,35.0,30.0,3.0,3.0,0.0,21.0,23.0,9.0,14.0,1.0,6.0,,,,,,,90.0,46.0,6.7,8.0,0.00691161,0,,,,1.0,,4.0,2.0,,,,,,3.0,,,,,2.0,,,,,1.0,2.0,3.0,1.0,,,,,,,,
12499522,home,1. FC Union Berlin,Janik Haberer,janik-haberer,J. Haberer,M,19,187,178,M,168985,EUR,765244800,M,19,19,False,31.0,26.0,2.0,1.0,0.0,14.0,15.0,13.0,17.0,1.0,5.0,,,,,,,72.0,40.0,7.2,6.0,0.210567,1,,,,3.0,,4.0,3.0,1.0,1.0,,,,,0.028,,2.0,,1.0,1.0,1.0,,,,2.0,,,1.0,1.0,0.1577,,,,,
12499522,home,1. FC Union Berlin,Tom Rothe,rothe-tom,T. Rothe,M,15,192,809,M,1210666,EUR,1099008000,M,15,15,False,23.0,16.0,6.0,1.0,1.0,9.0,10.0,7.0,13.0,3.0,4.0,,,,,,,90.0,51.0,8.2,10.0,0.0213663,3,,,,2.0,5.0,6.0,6.0,1.0,1.0,3.0,1.0,,2.0,0.1082,,1.0,,,,1.0,,,1.0,,1.0,1.0,,2.0,0.3019,1.0,,,,
12499522,home,1. FC Union Berlin,Benedict Hollerbach,benedict-hollerbach,B. Hollerbach,F,17,181,519,M,975800,EUR,990057600,F,16,16,False,26.0,19.0,,,0.0,4.0,4.0,15.0,26.0,,3.0,,,,,,,90.0,59.0,6.4,24.0,0.0296286,6,,,,2.0,1.0,13.0,3.0,1.0,1.0,2.0,1.0,2.0,,0.5975,5.0,1.0,,4.0,,3.0,1.0,,6.0,,2.0,2.0,,3.0,0.3274,,1.0,,,
