match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,length,playerName,reason,rescinded,player_id,player_name,description,confirmed,from
14994246,FT,2.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,,
14994246,,,,,90,3.0,,1,,,substitution,125218827.0,False,True,regular,,,,,,,,,
14994246,,,,,90,3.0,,1,,,substitution,125218828.0,False,True,regular,,,,,,,,,
14994246,,,,,90,,,1,,,substitution,125218821.0,False,False,regular,,,,,,,,,
14994246,,,,,90,0.0,,1,,,injuryTime,,,,,4.0,,,,,,,,
14994246,,,,,89,,,2,,,substitution,125218820.0,False,False,regular,,,,,,,,,
14994246,,,,,88,,,3,,,card,124407855.0,,False,yellowRed,,Matej Maglica,Foul,False,1082797.0,Matej Maglica,,,
14994246,,,,,85,,,6,,,substitution,125218780.0,False,True,regular,,,,,,,,,
14994246,,,,,84,,,7,,,substitution,125218781.0,False,False,regular,,,,,,,,,
14994246,,,,,84,,,7,,,inGamePenalty,118589855.0,,True,missed,,,woodwork,,171961.0,Vincenzo Grifo,Woodwork,,
14994246,,,,,82,,,9,,,varDecision,92344.0,,True,penaltyNotAwarded,,,,,979820.0,Philipp Treu,,False,
14994246,,2.0,0.0,,69,,,22,,,goal,331061744.0,,True,regular,,,,,280009.0,Lucas Höler,,,
14994246,,,,,68,,,23,,,substitution,125218721.0,False,False,regular,,,,,,,,,
14994246,,,,,68,,,23,,,substitution,125218715.0,False,False,regular,,,,,,,,,
14994246,,,,,66,,,25,,,card,124407811.0,,False,yellow,,Matej Maglica,Foul,False,1082797.0,Matej Maglica,,,
14994246,,,,,64,,,27,,,substitution,125218706.0,False,True,regular,,,,,,,,,
14994246,,,,,64,,,27,,,substitution,125218702.0,False,True,regular,,,,,,,,,
14994246,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,,
14994246,,,,,45,0.0,,1,,,injuryTime,,,,,2.0,,,,,,,,
14994246,,1.0,0.0,,42,,,4,,,goal,331056246.0,,True,penalty,,,,,171961.0,Vincenzo Grifo,,,penalty
