match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_interceptionWon,stat_totalContest,stat_wonContest,stat_accurateCross,stat_challengeLost,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_fouls,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_lastManTackle,player_sofascoreId,stat_penaltyConceded,stat_punches,stat_penaltyWon,stat_errorLeadToAShot,stat_hitWoodwork,stat_bigChanceMissed,stat_penaltyMiss
12530759,home,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192.0,4886,M,754330,EUR,828662400,G,1,1,False,True,24.0,14.0,19.0,9.0,0.0,9.0,10.0,5.0,14.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,5.0,90.0,33.0,8.6,10.0,0.00744833,0,2.0145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530759,home,Trabzonspor,Pedro Malheiro,pedro-malheiro,P. Malheiro,D,79,179.0,416,M,1131249,EUR,980035200,D,79,79,False,,54.0,45.0,7.0,4.0,0.0,18.0,19.0,27.0,36.0,,2.0,3.0,6.0,1.0,5.0,,,,,,90.0,74.0,7.0,14.0,0.0246174,0,,,,1.0,3.0,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12530759,home,Trabzonspor,Stefan Savić,stefan-savic,S. Savić,D,15,186.0,1710,M,76265,EUR,663292800,D,15,15,False,,53.0,49.0,11.0,8.0,0.0,23.0,23.0,26.0,30.0,,4.0,1.0,6.0,2.0,6.0,,,,,,90.0,63.0,7.4,7.0,0.0180549,0,,,,,1.0,2.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
12530759,home,Trabzonspor,Arseniy Batagov,arsenii-batahov,A. Batagov,D,44,185.0,941,M,981395,EUR,1015286400,D,44,44,False,,48.0,45.0,5.0,2.0,0.0,25.0,25.0,20.0,23.0,1.0,2.0,1.0,3.0,5.0,4.0,,,,,,90.0,56.0,7.2,3.0,0.094735,0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12530759,home,Trabzonspor,Mustafa Eskihellaç,mustafa-eskihellac,M. Eskihellaç,D,19,175.0,571,M,899069,EUR,862790400,D,19,19,False,,62.0,56.0,5.0,3.0,0.0,22.0,22.0,35.0,42.0,,,6.0,9.0,2.0,5.0,,,,,,90.0,95.0,7.8,12.0,0.175902,1,,,,2.0,1.0,3.0,1.0,2.0,1.0,,4.0,6.0,5.0,1.0,4.0,1.0,0.0503,1.0,,,,,,,,,,,,,,,,
12530759,home,Trabzonspor,John Lundstram,john-lundstram,J. Lundstram,M,5,181.0,401,M,149815,EUR,761529600,M,5,5,False,,47.0,40.0,4.0,3.0,0.0,20.0,20.0,20.0,27.0,2.0,1.0,5.0,4.0,1.0,3.0,,,,,,90.0,58.0,7.8,7.0,0.0142226,4,,,,,,3.0,2.0,,,,,,,,2.0,2.0,0.4513,,1.0,1.0,1.0,1.0,1.0,0.4511,,,,,,,,,,
12530759,home,Trabzonspor,Umut Güneş,umut-gunes,U. Güneş,M,20,177.0,131,M,876782,EUR,953164800,M,23,23,False,,12.0,12.0,,,0.0,3.0,3.0,9.0,9.0,,,2.0,3.0,,4.0,,,,,,45.0,18.0,6.9,,0.0146664,2,,,,,,,,,2.0,,,1.0,1.0,,1.0,2.0,0.2457,,,,,,1.0,,,,,,,,,,,
12530759,home,Trabzonspor,Edin Višća,edin-visca,E. Višća,M,7,172.0,1000,M,109779,EUR,635212800,M,7,7,False,,32.0,24.0,2.0,2.0,0.0,9.0,10.0,17.0,27.0,2.0,1.0,10.0,6.0,,3.0,,,,,,89.0,60.0,7.4,18.0,0.204113,3,,,,5.0,3.0,5.0,4.0,2.0,,,2.0,2.0,,2.0,3.0,2.0,0.2484,1.0,1.0,,,,,0.2422,,,,,,,,,,
12530759,home,Trabzonspor,Oleksandr Zubkov,oleksandr-zubkov,O. Zubkov,M,22,182.0,1318,M,353282,EUR,839030400,M,22,22,False,,19.0,16.0,3.0,2.0,0.0,5.0,6.0,11.0,17.0,,,1.0,2.0,2.0,3.0,,,,,,45.0,29.0,6.8,9.0,0.113827,0,,,,4.0,,2.0,1.0,2.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
12530759,home,Trabzonspor,Anthony Nwakaeme,anthony-nwakaeme,A. N. Nwakaeme,M,9,185.0,824,M,139455,EUR,606441600,M,9,9,False,,44.0,39.0,2.0,2.0,1.0,12.0,13.0,28.0,33.0,3.0,1.0,7.0,6.0,1.0,6.0,,,,,,89.0,68.0,7.8,14.0,0.230376,2,,,,2.0,3.0,4.0,2.0,4.0,1.0,,1.0,1.0,,1.0,,1.0,0.0728,4.0,,1.0,,,,,1.0,1.0,,,,,,,,
