match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wasFouled,stat_keyPass,captain,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_expectedGoals,stat_challengeLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_dispossessed,stat_bigChanceMissed,stat_clearanceOffLine,stat_blockedScoringAttempt,stat_penaltyWon
12437884,home,Sevilla,Ørjan Nyland,,,orjan-nyland,Ø. Nyland,G,13,192,1050,M,22209,EUR,652924800,G,13,13,False,43.0,26.0,22.0,5.0,0.0,21.0,23.0,5.0,20.0,1.0,2.0,1.0,8.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,90.0,54.0,6.7,17.0,0.00169938,0,-0.3602,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437884,home,Sevilla,José Ángel Carmona,,,jose-angel-carmona,J. Á. Carmona,D,2,183,1021,M,1015240,EUR,1012262400,D,2,2,False,30.0,26.0,1.0,,0.0,9.0,10.0,19.0,23.0,,5.0,2.0,3.0,3.0,2.0,,,,,,,90.0,49.0,6.7,8.0,0.0260066,0,,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12437884,home,Sevilla,Loïc Badé,,,loic-bade,L. Badé,D,5,191,3177,M,1006489,EUR,955411200,D,22,22,False,59.0,52.0,7.0,4.0,0.0,42.0,46.0,10.0,13.0,4.0,6.0,4.0,5.0,,,,,,,,,90.0,72.0,6.7,8.0,0.00388808,2,,,,2.0,1.0,1.0,1.0,1.0,,True,1.0,2.0,1.0,1.0,1.0,1.0,0.1519,,,,,,,,,,,
12437884,home,Sevilla,Kike Salas,,,kike-salas,K. Salas,D,4,186,890,M,1097719,EUR,1019433600,D,4,4,False,49.0,41.0,8.0,5.0,0.0,34.0,35.0,7.0,15.0,3.0,9.0,6.0,4.0,4.0,3.0,,,,,,,90.0,74.0,7.6,12.0,0.00766402,1,,1.0,,5.0,1.0,1.0,3.0,1.0,,,2.0,1.0,2.0,1.0,,2.0,0.0639,1.0,,,,,,,,,,
12437884,home,Sevilla,Adrià Pedrosa,,,adria-pedrosa,A. Pedrosa,D,3,176,847,M,928672,EUR,895017600,D,3,3,False,25.0,21.0,3.0,2.0,0.0,9.0,10.0,12.0,17.0,,4.0,5.0,1.0,4.0,3.0,,,,,,,45.0,42.0,7.1,7.0,0.0140346,1,,2.0,,2.0,1.0,,,,,,,1.0,,,,1.0,0.029,,,,,,,,,,,
12437884,home,Sevilla,Albert Sambi Lokonga,,,albert-sambi-lokonga,A. S. Lokonga,M,6,183,3626,M,901892,EUR,940550400,M,12,12,False,31.0,28.0,2.0,,0.0,9.0,10.0,19.0,21.0,,2.0,1.0,1.0,,,,,,,,,69.0,38.0,6.7,6.0,0.0214705,0,,,,2.0,,,,2.0,2.0,,1.0,,,3.0,,1.0,,,,,,,,,,,,
12437884,home,Sevilla,Lucien Agoumé,,,lucien-agoume,L. Agoumé,M,18,185,2096,M,960006,EUR,1013212800,M,18,18,False,51.0,47.0,4.0,4.0,0.0,30.0,30.0,17.0,21.0,2.0,6.0,4.0,5.0,4.0,3.0,,,,,,,89.0,63.0,8.1,5.0,0.250424,1,,,,4.0,1.0,,,,1.0,,,,,,,3.0,0.0449,,1.0,1.0,1.0,0.371,,,,,,
12437884,home,Sevilla,Djibril Sow,,,djibril-sow,D. Sow,M,20,184,1941,M,799054,EUR,855187200,M,20,20,False,46.0,46.0,,,0.0,28.0,28.0,18.0,18.0,1.0,4.0,3.0,4.0,1.0,,,,,,,,90.0,61.0,6.8,3.0,0.0154154,1,,,,2.0,1.0,,2.0,2.0,,,,1.0,,2.0,,,0.037,1.0,,,,,,,,,,
12437884,home,Sevilla,Dodi Lukebakio,,,dodi-lukebakio,D. Lukebakio,M,11,187,4874,M,823631,EUR,875059200,F,11,11,False,23.0,16.0,2.0,1.0,0.0,3.0,4.0,15.0,24.0,,4.0,2.0,5.0,,,,,,,,,90.0,46.0,7.0,19.0,0.165966,1,,5.0,2.0,9.0,5.0,3.0,,1.0,3.0,,1.0,,,3.0,,2.0,0.0443,,,1.0,,0.1489,DLukebakio,4.0,,,,
12437884,home,Sevilla,Akor Adams,,,akor-adams,A. Adams,F,9,190,25542,M,946381,EUR,949104000,F,15,15,False,18.0,14.0,1.0,1.0,0.0,6.0,7.0,8.0,11.0,2.0,3.0,,3.0,,,,,,,,,90.0,25.0,6.7,6.0,0.030381,2,,,,9.0,1.0,1.0,,,,,8.0,,,2.0,,1.0,0.4316,,,2.0,,0.2733,,,1.0,,,
