match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,isHome,incidentClass,player_id,player_name,playerName,rescinded,from,confirmed,reason,length,injury
12451052,FT,0.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
12451052,,0.0,2.0,,90,11.0,,1,,,goal,189263821.0,False,regular,909318.0,Mohamed Bayo,,,,,,,
12451052,,,,,90,9.0,,1,,,card,121672335.0,False,yellow,935564.0,Jonathan David,Jonathan David,False,,,,,
12451052,,0.0,1.0,,90,8.0,,1,,,goal,189263769.0,False,penalty,935564.0,Jonathan David,,,penalty,,,,
12451052,,,,,90,6.0,,1,,,varDecision,29035.0,False,penaltyAwarded,909318.0,Mohamed Bayo,,,,True,,,
12451052,,,,,90,2.0,,1,,,card,121672630.0,False,yellow,51665.0,Benjamin André,Benjamin André,False,,,Argument,,
12451052,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,,,6.0,
12451052,,,,,89,,,2,,,card,121672325.0,False,yellow,122810.0,Aïssa Mandi,Aïssa Mandi,False,,,Argument,,
12451052,,,,,86,,,5,,,card,121672321.0,True,yellow,369650.0,Jonathan Gradit,Jonathan Gradit,False,,,Foul,,
12451052,,,,,83,,,8,,,substitution,123224890.0,True,regular,,,,,,,,,False
12451052,,,,,83,,,8,,,substitution,123224888.0,False,regular,,,,,,,,,False
12451052,,,,,75,,,16,,,card,121672301.0,False,yellow,128587.0,Thomas Meunier,Thomas Meunier,False,,,Foul,,
12451052,,,,,71,,,20,,,substitution,123224856.0,True,regular,,,,,,,,,False
12451052,,,,,71,,,20,,,substitution,123224855.0,True,regular,,,,,,,,,False
12451052,,,,,71,,,20,,,substitution,123224854.0,True,regular,,,,,,,,,False
12451052,,,,,66,,,25,,,substitution,123224809.0,False,regular,,,,,,,,,False
12451052,,,,,66,,,25,,,substitution,123224808.0,False,regular,,,,,,,,,False
12451052,,,,,64,,,27,,,card,121672265.0,True,yellow,1387163.0,Tom Pouilly,Tom Pouilly,False,,,Foul,,
12451052,,,,,62,,,29,,,substitution,123224794.0,False,injury,,,,,,,,,True
12451052,,,,,46,,,45,,,substitution,123224718.0,True,injury,,,,,,,,,True
12451052,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
12451052,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,,1.0,
12451052,,,,,20,,,26,,,card,121672106.0,False,yellow,834308.0,Gabriel Gudmundsson,Gabriel Gudmundsson,False,,,Foul,,
12451052,,,,,13,,,33,,,card,121672080.0,True,yellow,231946.0,Adrien Thomasson,Adrien Thomasson,False,,,Foul,,
12451052,,,,,-5,,,6,,,card,121672338.0,True,yellow,788061.0,M'Bala Nzola,M'Bala Nzola,False,,,Unallowed field entering,,
