match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_shotOffTarget,stat_keyPass,stat_blockedScoringAttempt,stat_totalOffside,player_firstName,player_lastName,stat_onTargetScoringAttempt,captain,stat_bigChanceCreated,player_sofascoreId,stat_bigChanceMissed,stat_outfielderBlock
10438146,home,Sporting Braga,Matheus,matheus,Matheus,G,1,190,1473,M,603946,EUR,711504000,G,1,1,False,38.0,26.0,24.0,12.0,19.0,21.0,7.0,17.0,1.0,2.0,13.0,1.0,1.0,2.0,2.0,90.0,52.0,7.6,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10438146,home,Sporting Braga,Victor Gómez,victor-gomez,V. Gómez,D,2,169,297,M,877918,EUR,954547200,D,2,2,False,44.0,31.0,7.0,6.0,18.0,24.0,15.0,25.0,1.0,7.0,8.0,2.0,,,,90.0,72.0,7.1,20.0,0,5.0,2.0,2.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,
10438146,home,Sporting Braga,Vítor Tormena,vitor-tormena,V. Tormena,D,3,192,192,M,892426,EUR,820713600,D,3,3,False,40.0,27.0,9.0,3.0,22.0,25.0,5.0,15.0,1.0,1.0,7.0,,,,,90.0,49.0,6.8,13.0,0,,,3.0,3.0,,,,,5.0,1.0,,,,,,,,,,,,,,,,
10438146,home,Sporting Braga,Sikou Niakaté,sikou-niakate,S. Niakaté,D,4,186,1565,M,868235,EUR,931564800,D,4,4,False,41.0,30.0,6.0,3.0,24.0,27.0,6.0,14.0,3.0,8.0,4.0,2.0,,,,90.0,50.0,6.8,12.0,0,,,2.0,6.0,1.0,1.0,1.0,1.0,3.0,,2.0,1.0,,2.0,,,,,,,,,,,,
10438146,home,Sporting Braga,Nuno Sequeira,nuno-sequeira,N. Sequeira,D,6,184,53,M,170117,EUR,651024000,D,6,6,False,44.0,34.0,2.0,1.0,11.0,13.0,23.0,40.0,2.0,7.0,6.0,2.0,,,,90.0,82.0,7.1,24.0,1,9.0,,1.0,5.0,1.0,,2.0,2.0,3.0,2.0,1.0,,2.0,3.0,1.0,2.0,,,,,,,,,,
10438146,home,Sporting Braga,Iuri Medeiros,iuri-medeiros,I. Medeiros,M,45,174,247,M,252613,EUR,773798400,M,45,45,False,28.0,22.0,6.0,5.0,3.0,4.0,20.0,28.0,1.0,8.0,3.0,4.0,,,,76.0,48.0,6.8,13.0,2,4.0,1.0,,4.0,1.0,1.0,4.0,3.0,,,,,1.0,1.0,,1.0,2.0,1.0,,,,,,,,
10438146,home,Sporting Braga,Mutassim Al-Musrati,mutassim-al-musrati,M. Al-Musrati,M,73,189,2821,M,868958,EUR,828748800,M,8,8,False,56.0,44.0,12.0,11.0,24.0,29.0,20.0,27.0,4.0,7.0,12.0,,,,,90.0,67.0,7.3,14.0,1,,,1.0,5.0,3.0,,1.0,,1.0,3.0,3.0,1.0,1.0,,,1.0,1.0,,,,,,,,,
10438146,home,Sporting Braga,André Horta,andre-horta,A. Horta,M,6,174,845,M,775699,EUR,847324800,M,10,10,False,37.0,34.0,5.0,3.0,15.0,15.0,20.0,25.0,,4.0,3.0,,,,,77.0,53.0,7.0,7.0,2,3.0,1.0,,4.0,1.0,,2.0,2.0,,,2.0,1.0,,4.0,2.0,1.0,,,,,,,,,,
10438146,home,Sporting Braga,Bruma,bruma,Bruma,F,7,173,2690,M,97012,EUR,782956800,M,27,27,False,22.0,19.0,,,3.0,3.0,16.0,20.0,,5.0,4.0,1.0,,,,64.0,41.0,7.2,10.0,1,1.0,,,4.0,2.0,,3.0,1.0,1.0,4.0,3.0,3.0,3.0,,,1.0,,1.0,,,1.0,,,,,
10438146,home,Sporting Braga,Ricardo Horta,ricardo-horta,R. Horta,M,21,173,2145,M,314380,EUR,779587200,F,21,21,False,33.0,26.0,4.0,4.0,4.0,5.0,24.0,31.0,,9.0,1.0,4.0,,,,90.0,55.0,8.0,12.0,5,3.0,2.0,,6.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,2.0,True,1.0,,,
