match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_penaltyConceded,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalCross,stat_accurateCross,captain,stat_totalOffside,stat_goals,stat_savedShotsFromInsideTheBox,stat_bigChanceMissed,stat_outfielderBlock,stat_bigChanceCreated
10411672,home,Empoli,Guglielmo Vicario,guglielmo-vicario,G. Vicario,G,1,194,7123,M,guglielmovicario,553606,EUR,844646400,G,13,13,False,43.0,38.0,6.0,1.0,38.0,40.0,3.0,1.0,1.0,4.0,1.0,1.0,90.0,48.0,6.0,5.0,0.0,0.0,0.00014149,0,-0.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411672,home,Empoli,Tyronne Ebuehi,tyronne-ebuehi,T. Ebuehi,D,24,187,664,M,,580512,EUR,819072000,D,24,24,False,38.0,34.0,3.0,2.0,20.0,21.0,17.0,,2.0,4.0,,,60.0,49.0,6.2,7.0,0.1947,0.0,0.00640012,2,,,,14.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10411672,home,Empoli,Ardian Ismajli,ardian-ismajli,A. Ismajli,D,44,188,1151,M,,840414,EUR,844041600,D,34,34,False,81.0,69.0,5.0,3.0,49.0,53.0,28.0,1.0,4.0,6.0,,,90.0,96.0,6.7,12.0,0.0,0.0,0.00678293,0,,,,20.0,,,,2.0,3.0,6.0,1.0,3.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,
10411672,home,Empoli,Sebastiano Luperto,sebastiano-luperto,S. Luperto,D,6,191,784,M,,352736,EUR,841968000,D,33,33,False,87.0,78.0,10.0,4.0,57.0,58.0,29.0,4.0,4.0,13.0,,,90.0,96.0,6.7,9.0,0.0,0.0,0.00475013,0,,,,21.0,,,,,1.0,3.0,,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10411672,home,Empoli,Fabiano Parisi,fabiano-parisi,F. Parisi,D,65,178,788,M,,972886,EUR,973728000,D,65,65,False,18.0,14.0,1.0,,5.0,6.0,12.0,,,3.0,,,21.0,21.0,3.2,4.0,0.0,0.0,0.00337632,0,,,,9.0,,,,1.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,
10411672,home,Empoli,Jean-Daniel Akpa Akpro,jean-daniel-akpa-akpro,J. A. Akpro,M,11,180,386,M,,164511,EUR,718761600,M,11,11,False,21.0,20.0,,,8.0,8.0,13.0,,2.0,1.0,,,60.0,29.0,6.6,2.0,0.0607,0.0481,0.00630386,2,,,,12.0,1.0,,,1.0,,2.0,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,
10411672,home,Empoli,Răzvan Marin,razvan-marin,R. Marin,M,18,178,3932,M,,279563,EUR,832809600,M,18,18,False,75.0,68.0,10.0,6.0,26.0,26.0,59.0,1.0,3.0,4.0,,,90.0,99.0,8.0,17.0,0.1396,0.0373,0.231915,4,,,,44.0,1.0,2.0,,1.0,,6.0,1.0,1.0,,3.0,3.0,2.0,6.0,,,1.0,1.0,1.0,10.0,2.0,,,,,,,
10411672,home,Empoli,Filippo Bandinelli,filippo-bandinelli,F. Bandinelli,M,25,180,70,M,,812332,EUR,796435200,M,25,25,False,46.0,38.0,3.0,1.0,19.0,20.0,29.0,,5.0,5.0,,,85.0,58.0,6.7,12.0,0.0382,0.0,0.157201,1,,,,22.0,1.0,1.0,1.0,,,2.0,3.0,,,2.0,2.0,,3.0,,1.0,,,,3.0,3.0,True,,,,,,
10411672,home,Empoli,Tommaso Baldanzi,tommaso-baldanzi,T. Baldanzi,M,8,170,2264,M,,1012172,EUR,1048377600,M,35,35,False,7.0,6.0,,,2.0,3.0,4.0,,,1.0,,,26.0,8.0,6.6,1.0,0.0776,0.0576,0.0085846,1,,,,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
10411672,home,Empoli,Francesco Caputo,francesco-caputo,F. Caputo,F,9,181,857,M,,43905,EUR,555206400,F,19,19,False,17.0,13.0,,,5.0,5.0,12.0,4.0,5.0,1.0,,,85.0,28.0,7.0,9.0,0.1866,0.1645,0.0892486,3,,,,8.0,1.0,2.0,4.0,,2.0,4.0,,,,,,2.0,,,,,1.0,,,,,2.0,,,,,
