match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalContest,stat_bigChanceCreated,stat_clearanceOffLine,stat_interceptionWon,stat_keyPass,captain,stat_totalCross,stat_dispossessed,stat_challengeLost,stat_unsuccessfulTouch,stat_wonContest,player_sofascoreId,stat_totalOffside,stat_accurateCross,stat_bigChanceMissed,stat_errorLeadToAShot,stat_goodHighClaim
12499771,home,Holstein Kiel,Timon Weiner,timon-weiner,T. Weiner,G,1,191,134,M,1140362,EUR,916617600,G,1,1,False,34.0,15.0,25.0,6.0,0.0,9.0,12.0,6.0,22.0,1.0,1.0,1.0,8.0,1.0,3.0,4.0,90.0,41.0,7.5,19.0,0.00290567,0,0.8726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499771,home,Holstein Kiel,Marko Ivezić,marko-ivezic,M. Ivezić,D,6,191,161,M,1105869,EUR,1007251200,D,6,6,False,26.0,20.0,5.0,3.0,0.0,18.0,21.0,2.0,5.0,3.0,5.0,2.0,3.0,,,,90.0,36.0,7.2,6.0,0.00167444,1,,,,1.0,1.0,1.0,2.0,2.0,1.0,0.0116,,,,,,,,,,,,,,,,,,,,,,
12499771,home,Holstein Kiel,Patrick Erras,patrick-erras,P. Erras,D,4,196,77,M,254003,EUR,790646400,D,4,4,False,55.0,48.0,14.0,9.0,0.0,35.0,38.0,13.0,17.0,4.0,4.0,8.0,4.0,,,,90.0,66.0,7.9,7.0,0.016835,2,,,,8.0,,,,,3.0,0.4266,5.0,1.0,1.0,1.0,0.7456,,,,,,,,,,,,,,,,,
12499771,home,Holstein Kiel,Max Geschwill,geschwill-max,M. Geschwill,D,28,182,46,M,963073,EUR,994464000,D,14,14,False,37.0,30.0,2.0,1.0,1.0,22.0,25.0,8.0,12.0,1.0,6.0,2.0,5.0,2.0,,,90.0,59.0,8.2,11.0,0.479352,0,,,,4.0,,2.0,3.0,3.0,,,3.0,,,,,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,
12499771,home,Holstein Kiel,Timo Becker,timo-becker,T. Becker,D,5,186,174,M,814735,EUR,859248000,M,17,17,False,13.0,9.0,,,0.0,4.0,5.0,5.0,9.0,1.0,1.0,1.0,1.0,,,,45.0,21.0,6.4,7.0,0.00313326,0,,,,2.0,,,,,1.0,,,,,,,,,,,,True,1.0,1.0,,,,,,,,,
12499771,home,Holstein Kiel,Armin Gigović,armin-gigovic,A. Gigović,M,37,187,1508,M,988893,EUR,1018051200,M,37,37,False,15.0,12.0,,,0.0,5.0,7.0,7.0,10.0,,,2.0,3.0,,,,45.0,22.0,6.2,7.0,0.00612228,0,,,,4.0,,,,,,,,,,,,1.0,,,,,,2.0,1.0,2.0,,,,,,,,
12499771,home,Holstein Kiel,Magnus Knudsen,magnus-knudsen,M. Knudsen,M,4,175,118,M,977919,EUR,992563200,M,24,24,False,32.0,26.0,4.0,1.0,0.0,11.0,12.0,15.0,20.0,,2.0,1.0,5.0,,,,90.0,43.0,6.7,10.0,0.0385824,0,,,,4.0,,,2.0,2.0,2.0,,2.0,,,,,,,,1.0,,,,,,2.0,,,,,,,
12499771,home,Holstein Kiel,Nicolai Remberg,nicolai-remberg,N. Remberg,M,21,187,305,M,1064305,EUR,961372800,M,22,22,False,39.0,27.0,10.0,3.0,0.0,14.0,15.0,13.0,25.0,3.0,9.0,4.0,3.0,2.0,,,90.0,54.0,7.0,14.0,0.047028,0,,,,3.0,,,4.0,3.0,1.0,,1.0,,,,,1.0,,,1.0,1.0,,1.0,,1.0,,1.0,,,,,,
12499771,home,Holstein Kiel,Tymoteusz Puchacz,tymoteusz-puchacz,T. Puchacz,M,27,180,3583,M,867493,EUR,917049600,M,27,27,False,16.0,14.0,1.0,,0.0,9.0,9.0,5.0,11.0,1.0,3.0,3.0,5.0,,,,78.0,37.0,6.7,14.0,0.00355667,1,,,,6.0,1.0,,2.0,1.0,1.0,0.0075,,,,,,4.0,,,1.0,1.0,,4.0,,1.0,2.0,,puszka.27,1.0,,,,
12499771,home,Holstein Kiel,Steven Skrzybski,steven-skrzybski,S. Skrzybski,F,7,173,278,M,122573,EUR,722044800,F,7,7,False,23.0,16.0,2.0,,0.0,5.0,8.0,12.0,20.0,,7.0,,2.0,1.0,,,78.0,53.0,7.5,21.0,0.0304398,2,,,,8.0,,,2.0,,2.0,0.0264,2.0,2.0,,,0.113,6.0,1.0,,,2.0,,5.0,1.0,2.0,5.0,4.0,,,1.0,,,
