match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_aerialWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_aerialLost,stat_dispossessed,stat_wonTackle,stat_fouls,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_punches,player_sofascoreId,stat_blockedScoringAttempt,stat_goals
12499485,home,1. FC Heidenheim,Kevin Müller,kevin-muller,K. Müller,G,22,190,180,M,121908,EUR,668995200,G,1,1,False,43.0,33.0,18.0,8.0,0.0,26.0,31.0,7.0,12.0,1.0,10.0,5.0,7.0,1.0,1.0,90.0,58.0,7.0,10.0,0.0123554,0,-0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499485,home,1. FC Heidenheim,Haktab Omar Traore,haktab-omar-traore,H. O. Traore,D,23,184,112,M,920022,EUR,886550400,D,23,23,False,25.0,21.0,3.0,2.0,0.0,12.0,13.0,9.0,14.0,3.0,4.0,,,,,90.0,43.0,6.1,10.0,0.00749291,0,,,,2.0,1.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12499485,home,1. FC Heidenheim,Patrick Mainka,patrick-mainka,P. Mainka,D,6,194,320,M,254429,EUR,784080000,D,6,6,False,55.0,50.0,5.0,3.0,0.0,42.0,43.0,8.0,12.0,5.0,2.0,,,,,90.0,66.0,6.3,5.0,0.0127599,0,,,,,1.0,1.0,,,,,True,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
12499485,home,1. FC Heidenheim,Benedikt Gimber,benedikt-gimber,B. Gimber,D,5,185,137,M,798936,EUR,856310400,D,5,5,False,36.0,30.0,5.0,1.0,0.0,26.0,27.0,4.0,9.0,5.0,2.0,,,,,90.0,52.0,6.0,9.0,0.00106034,0,,,,,6.0,3.0,,1.0,1.0,,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12499485,home,1. FC Heidenheim,Marnon Busch,marnon-busch,M. Busch,D,2,182,76,M,168861,EUR,786844800,D,2,2,False,36.0,26.0,12.0,4.0,0.0,20.0,21.0,7.0,17.0,2.0,4.0,,,,,90.0,53.0,6.5,11.0,0.0251398,0,,,,2.0,1.0,6.0,,5.0,,,,1.0,1.0,1.0,1.0,,,3.0,,1.0,,,,,,,,,,,,,
12499485,home,1. FC Heidenheim,Niklas Dorsch,dorsch-niklas,N. Dorsch,M,30,175,332,M,794995,EUR,884822400,M,39,39,False,16.0,13.0,4.0,2.0,0.0,9.0,9.0,4.0,8.0,,1.0,,,,,45.0,21.0,6.3,4.0,0.00356293,0,,,,1.0,2.0,3.0,,2.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
12499485,home,1. FC Heidenheim,Jan Schöppner,jan-schoppner,J. Schöppner,M,3,190,163,M,933707,EUR,929145600,M,3,3,False,17.0,11.0,2.0,,0.0,7.0,9.0,4.0,8.0,1.0,,,,,,45.0,24.0,6.1,7.0,0.00123498,0,,,,,4.0,3.0,1.0,2.0,,1.0,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,
12499485,home,1. FC Heidenheim,Frans Krätzig,frans-kratzig,F. Krätzig,M,13,177,2029,M,1142249,EUR,1042502400,M,13,13,False,20.0,18.0,1.0,1.0,0.0,11.0,13.0,8.0,11.0,1.0,,,,,,88.0,39.0,6.6,6.0,0.0860391,0,,,,4.0,2.0,5.0,,4.0,,1.0,,,1.0,,2.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,
12499485,home,1. FC Heidenheim,Adrian Beck,adrian-beck,A. Beck,M,21,186,112,M,845742,EUR,865814400,M,21,21,False,32.0,28.0,1.0,,0.0,19.0,20.0,9.0,12.0,1.0,10.0,,,,,90.0,43.0,6.3,7.0,0.007589,2,,,,,5.0,3.0,3.0,1.0,1.0,,,,1.0,,1.0,2.0,1.0,,,,,,2.0,2.0,0.0524,,,,,,,,
12499485,home,1. FC Heidenheim,Sirlord Conteh,sirlord-conteh,S. Conteh,F,31,178,175,M,800400,EUR,836870400,F,31,31,False,11.0,9.0,2.0,2.0,0.0,7.0,7.0,2.0,4.0,1.0,,,,,,70.0,16.0,6.3,3.0,0.00153466,2,,,,,3.0,1.0,,,1.0,,,1.0,1.0,,,2.0,,,,,,,,1.0,0.5234,2.0,1.0,1.0,0.6485,,,,
