match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_shotOffTarget,stat_dispossessed,stat_totalContest,stat_wonContest,stat_ownGoals,stat_keyPass,stat_clearanceOffLine,stat_totalOffside,stat_blockedScoringAttempt,stat_goals,stat_bigChanceCreated,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
12764427,home,IF Elfsborg,Isak Pettersson,,,isak-pettersson,I. Pettersson,G,31,181,80,M,837153,EUR,865555200,G,31,31,False,34.0,23.0,17.0,6.0,0.0,18.0,19.0,5.0,15.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,90.0,41.0,6.6,11.0,0.00214357,0,-0.3436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764427,home,IF Elfsborg,Buhari Ibrahim,,,ibrahim-buhari,I. Buhari,D,29,190,121,M,1217910,EUR,1002499200,D,29,29,False,31.0,20.0,7.0,3.0,0.0,10.0,11.0,11.0,23.0,2.0,5.0,4.0,,,,,90.0,57.0,7.3,17.0,0.0361929,1,,3.0,1.0,2.0,7.0,3.0,1.0,5.0,1.0,5.0,3.0,2.0,1.0,2.0,0.0307,0.1271,,,,,,,,,,,,,,,,
12764427,home,IF Elfsborg,Sebastian Holmén,,,sebastian-holmen,S. Holmén,D,8,188,50,M,228833,EUR,704505600,D,8,8,False,55.0,42.0,14.0,5.0,0.0,31.0,33.0,11.0,22.0,2.0,2.0,4.0,,,,,90.0,64.0,7.0,13.0,0.0141594,0,,,,1.0,2.0,,,4.0,2.0,3.0,,,,1.0,,,True,,,,,,,,,,,,,,,
12764427,home,IF Elfsborg,Terry Yegbe,Terry Yegbe,,terry-yegbe,T. Yegbe,D,15,195,360,M,1200442,EUR,980380800,D,2,2,False,61.0,37.0,17.0,3.0,0.0,31.0,36.0,6.0,25.0,3.0,5.0,7.0,,,,,90.0,76.0,6.7,27.0,0.00284127,1,,,,1.0,1.0,,,6.0,,2.0,2.0,,,,0.0163,,,1.0,,,,,,,,,,,,,,
12764427,home,IF Elfsborg,Simon Hedlund,,,simon-hedlund,S. Hedlund,M,15,175,121,M,94627,EUR,731808000,M,15,15,False,16.0,9.0,2.0,,0.0,3.0,5.0,6.0,12.0,1.0,6.0,6.0,1.0,,,,90.0,38.0,6.6,13.0,0.0071801,0,,1.0,,1.0,10.0,4.0,,1.0,,3.0,3.0,2.0,2.0,2.0,,,,,1.0,3.0,1.0,,,,,,,,,,,
12764427,home,IF Elfsborg,Timothy Ouma,Timothy,Ouma,ouma-timothy,T. Ouma,M,6,183,654,M,1159176,EUR,1086825600,M,16,16,False,48.0,32.0,2.0,,0.0,16.0,20.0,16.0,28.0,1.0,6.0,10.0,1.0,,,,90.0,66.0,6.5,21.0,0.0434012,1,,,,1.0,5.0,1.0,,2.0,,3.0,2.0,,1.0,1.0,0.0349,,,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,
12764427,home,IF Elfsborg,Andri Baldursson,,,andri-baldursson,A. Baldursson,M,16,187,234,M,932856,EUR,1010620800,M,6,6,False,28.0,17.0,6.0,1.0,0.0,8.0,13.0,10.0,16.0,1.0,7.0,6.0,4.0,,,,90.0,45.0,6.7,12.0,0.0148525,0,,1.0,1.0,1.0,5.0,1.0,,2.0,,2.0,2.0,1.0,,2.0,,,,,,1.0,,,1.0,,,,,,,,,
12764427,home,IF Elfsborg,Niklas Hult,,,niklas-hult,N. Hult,M,23,173,73,M,49866,EUR,634867200,M,23,23,False,35.0,28.0,6.0,1.0,0.0,14.0,15.0,16.0,23.0,2.0,6.0,2.0,,,,,90.0,61.0,7.3,14.0,0.0479215,0,,3.0,2.0,,6.0,1.0,,3.0,1.0,2.0,4.0,3.0,,3.0,,,,,1.0,1.0,,,,1.0,,,,,,,,
12764427,home,IF Elfsborg,Arbër Zeneli,,,arber-zeneli,A. Zeneli,F,9,176,393,M,227892,EUR,793670400,F,9,9,False,19.0,15.0,2.0,1.0,0.0,5.0,5.0,10.0,20.0,,2.0,4.0,,,,,76.0,38.0,6.6,16.0,0.0300734,1,,6.0,,,4.0,,,,,1.0,,,,,0.0252,,,1.0,1.0,5.0,2.0,,,,1.0,,,,,,,
12764427,home,IF Elfsborg,Michael Baidoo,,,michael-baidoo,M. Baidoo,F,10,174,621,M,885863,EUR,926640000,F,10,10,False,20.0,13.0,,,0.0,6.0,6.0,7.0,14.0,,2.0,6.0,,,,,76.0,32.0,6.7,12.0,0.0354104,0,,,,2.0,7.0,1.0,,,,1.0,2.0,2.0,2.0,2.0,,,,,2.0,,,,1.0,,,,,,,,,
