match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,player_firstName,stat_aerialLost,stat_interceptionWon,stat_outfielderBlock,player_lastName,stat_totalContest,stat_unsuccessfulTouch,captain,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_challengeLost,stat_totalOffside,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_penaltyConceded
14064439,home,Angers,Hervé Koffi,herve-koffi,H. Koffi,G,12,187.0,15844,M,HKoffi,867299,EUR,845424000,G,12,12,False,27.0,23.0,6.0,2.0,0.0,21.0,22.0,2.0,5.0,1.0,1.0,12.0,1.0,2.0,1.0,3.0,90.0,38.0,6.5,4.0,0.00094408,36.799353544431,7.0,13.86,6.51,0.2594,0,-0.3432,0.07,0.01,-0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064439,home,Angers,Carlens Arcus,carlens-arcus,C. Arcus,D,2,180.0,5908,M,,794373,EUR,835920000,D,2,2,False,48.0,43.0,2.0,,0.0,29.0,31.0,14.0,17.0,4.0,1.0,1.0,1.0,,,,90.0,69.0,6.8,10.0,0.158591,121.8015410997,16.0,44.205,16.8,,0,,0.27,0.04,-0.14,,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14064439,home,Angers,Ousmane Camara,ousmane-camara,O. Camara,D,4,197.0,1730,M,,1049538,EUR,1046908800,D,4,4,False,49.0,47.0,4.0,2.0,0.0,42.0,42.0,5.0,7.0,3.0,5.0,4.0,,,,,90.0,57.0,7.0,3.0,0.0181758,197.21582845689,27.0,100.905,19.32,,0,,0.28,0.14,-0.06,,,,3.0,1.0,,,,,,Ousmane Camara,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14064439,home,Angers,Jordan Lefort,jordan-lefort,J. Lefort,D,21,184.0,183,M,,363042,EUR,741225600,D,21,21,False,87.0,80.0,11.0,6.0,0.0,72.0,75.0,8.0,12.0,,5.0,2.0,,,,,90.0,96.0,6.4,9.0,0.00460211,273.94500168982,39.0,84.42,12.285,,0,,0.08,0.05,-0.15,,1.0,,,3.0,,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
14064439,home,Angers,Jacques Ekomié,jacques-ekomie,J. Ekomie,D,3,179.0,570,M,,1170532,EUR,1061251200,D,3,3,False,37.0,28.0,1.0,,0.0,18.0,23.0,10.0,14.0,6.0,3.0,4.0,2.0,,,,90.0,63.0,6.6,14.0,0.00488207,88.46851988268,10.0,34.335,17.64,,0,,-0.11,0.01,-0.1,,,,1.0,4.0,,3.0,2.0,2.0,,Jacques Ekomie,1.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,
14064439,home,Angers,Haris Belkebla,haris-belkebla,H. Belkebla,M,93,177.0,1877,M,,580642,EUR,759715200,M,93,93,False,56.0,46.0,4.0,1.0,0.0,27.0,28.0,19.0,28.0,4.0,1.0,6.0,1.0,,,,90.0,69.0,6.8,16.0,0.018114,144.49732430387,19.0,13.02,24.045,,1,,0.18,0.17,-0.02,,1.0,,1.0,1.0,,2.0,1.0,,,,1.0,2.0,,,,5.0,True,1.0,0.0256,-0.12,,,,,,,,,,,,,,
14064439,home,Angers,Himad Abdelli,himad-abdelli,H. Abdelli,M,8,185.0,7344,M,,945830,EUR,942796800,M,10,10,False,70.0,64.0,4.0,1.0,0.0,37.0,38.0,27.0,32.0,7.0,1.0,10.0,2.0,,,,89.0,89.0,7.8,10.0,0.0315284,196.6226849446,26.0,120.225,21.105,,4,,0.17,0.29,-0.04,,,,,5.0,,2.0,2.0,1.0,2.0,,1.0,1.0,,,5.0,,,1.0,0.8655,0.35,1.0,3.0,3.0,1.0,1.2889,,,,,,,,,
14064439,home,Angers,Yassin Belkhdim,belkhdim-yassin,Y. Belkhdim,M,14,175.0,1155,M,,1195241,EUR,1013644800,M,14,14,False,19.0,16.0,1.0,,0.0,6.0,7.0,10.0,12.0,4.0,1.0,1.0,1.0,,,,82.0,36.0,7.1,5.0,0.234006,41.891854823436,7.0,21.735,6.3,,5,,0.33,0.19,0.18,,1.0,,,3.0,,3.0,1.0,1.0,1.0,,2.0,1.0,,,,1.0,,2.0,0.377,-0.58,,,2.0,,0.2471,1.0,1.0,,,,,,,
14064439,home,Angers,Louis Mouton,louis-mouton,L. Mouton,M,6,180.0,136,M,,1172936,EUR,1023062400,M,6,6,False,30.0,26.0,2.0,,1.0,9.0,10.0,17.0,20.0,7.0,1.0,5.0,1.0,,,,82.0,47.0,6.6,11.0,0.0373962,91.571884011763,14.0,15.435,21.105,,3,,0.13,0.14,-0.14,,1.0,,2.0,9.0,1.0,4.0,3.0,2.0,3.0,Louis Mouton,,,,,3.0,1.0,,1.0,0.1845,-0.54,2.0,,,,,,2.0,2.0,,,,,,
14064439,home,Angers,Amine Sbai,sbai-amine,A. Sbai,F,7,175.0,374,M,,1392829,EUR,973382400,M,7,7,False,31.0,19.0,3.0,1.0,0.0,4.0,5.0,15.0,26.0,4.0,,3.0,1.0,,,,82.0,53.0,6.9,20.0,0.0672376,297.23651284792,22.0,188.37,28.14,,2,,0.14,0.53,-0.06,,5.0,1.0,,2.0,,1.0,,,5.0,,,1.0,,,3.0,2.0,,1.0,0.0476,-0.38,1.0,2.0,1.0,,0.0441,,,,,,,,,
