match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_keyPass,stat_totalCross,stat_wonContest,stat_shotOffTarget,stat_totalOffside,captain,stat_accurateCross,stat_bigChanceMissed,stat_errorLeadToAShot,stat_bigChanceCreated
11958582,home,Chelsea,Đorđe Petrović,dorde-petrovic,Đ. Petrović,G,1,194.0,8557,M,dj.petrovic12,882604,EUR,939340800,G,28,28,False,24.0,19.0,9.0,4.0,17.0,17.0,2.0,7.0,1.0,6.0,4.0,5.0,1.0,1.0,1.0,90.0,32.0,8.4,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11958582,home,Chelsea,Alfie Gilchrist,alfie-gilchrist,A. Gilchrist,D,14,183.0,4313,M,,1114837,EUR,1069977600,D,42,42,False,48.0,46.0,2.0,,20.0,20.0,26.0,28.0,1.0,5.0,,,,,,65.0,57.0,6.9,4.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11958582,home,Chelsea,Axel Disasi,axel-disasi,A. Disasi,D,4,190.0,10088,M,axel_disasi,827243,EUR,889574400,D,2,2,False,74.0,70.0,7.0,4.0,34.0,34.0,36.0,40.0,2.0,1.0,,,,,,90.0,82.0,7.2,4.0,0,1.0,1.0,3.0,3.0,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
11958582,home,Chelsea,Thiago Silva,thiago-silva,T. Silva,D,3,181.0,42324,M,ThiagoSilva,33541,EUR,464659200,D,6,6,False,80.0,73.0,9.0,4.0,47.0,48.0,26.0,32.0,5.0,5.0,,,,,,90.0,89.0,7.3,7.0,0,1.0,3.0,2.0,4.0,,1.0,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,
11958582,home,Chelsea,Benoît Badiashile,benoit-badiashile,B. Badiashile,D,5,194.0,10530,M,badiashile,904827,EUR,985564800,D,5,5,False,56.0,53.0,3.0,2.0,30.0,31.0,23.0,25.0,3.0,3.0,,,,,,90.0,65.0,7.2,5.0,1,1.0,1.0,2.0,2.0,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,
11958582,home,Chelsea,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178.0,79211,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,60.0,57.0,3.0,3.0,32.0,32.0,25.0,28.0,,5.0,,,,,,90.0,73.0,7.1,6.0,0,1.0,1.0,6.0,7.0,,,,1.0,3.0,1.0,3.0,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,
11958582,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177.0,120639,M,Enzo8,974505,EUR,979689600,M,8,8,False,44.0,41.0,7.0,6.0,18.0,19.0,23.0,25.0,,4.0,,,,,,89.0,56.0,6.9,7.0,0,2.0,1.0,5.0,4.0,,,,1.0,1.0,,2.0,,,,,1.0,,2.0,2.0,,,,,,,,,
11958582,home,Chelsea,Noni Madueke,noni-madueke,N. Madueke,M,20,182.0,40319,M,nonzinoo10,966547,EUR,1015718400,M,11,11,False,39.0,32.0,1.0,1.0,5.0,5.0,27.0,39.0,,4.0,,,,,,77.0,59.0,7.1,18.0,2,,1.0,4.0,5.0,,,,3.0,,,,2.0,,,1.0,,,6.0,,5.0,4.0,1.0,1.0,,,,,
11958582,home,Chelsea,Conor Gallagher,conor-gallagher,C. Gallagher,M,22,182.0,16542,M,conorgallagher92,904970,EUR,949795200,M,23,23,False,28.0,22.0,1.0,,3.0,4.0,20.0,27.0,,5.0,,,,,,90.0,44.0,6.6,14.0,0,,,7.0,2.0,,,1.0,3.0,,,1.0,2.0,,,,2.0,2.0,2.0,1.0,3.0,1.0,,1.0,True,1.0,,,
11958582,home,Chelsea,Raheem Sterling,raheem-sterling,R. Sterling,F,,170.0,36860,M,Sterling7,138534,EUR,786844800,M,7,7,False,19.0,15.0,,,1.0,1.0,15.0,21.0,1.0,4.0,,,,,,77.0,42.0,6.8,14.0,2,,,6.0,6.0,2.0,,,2.0,1.0,,,1.0,,,,,,10.0,1.0,3.0,5.0,,,,1.0,,,
11958582,home,Chelsea,Cole Palmer,cole-palmer,C. Palmer,M,10,185.0,364912,M,ColdPalmer,982780,EUR,1020643200,F,20,20,False,21.0,18.0,2.0,1.0,2.0,2.0,18.0,23.0,1.0,3.0,,,,,,90.0,37.0,7.4,7.0,4,,,1.0,3.0,1.0,,2.0,1.0,,,,,,,2.0,,,4.0,2.0,4.0,3.0,1.0,1.0,,2.0,1.0,,
11958582,home,Chelsea,Ben Chilwell,ben-chilwell,B. Chilwell,D,3,181.0,10805,M,Chilly,802695,EUR,851126400,D,21,21,True,7.0,4.0,1.0,,3.0,5.0,1.0,2.0,1.0,,,,,,,25.0,11.0,6.5,3.0,0,,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
11958582,home,Chelsea,Mykhaylo Mudryk,mykhaylo-mudryk,M. Mudryk,M,10,175.0,54249,M,MMudryk10,958966,EUR,978652800,M,10,10,True,2.0,2.0,,,,,2.0,2.0,,,,,,,,13.0,5.0,6.5,1.0,0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11958582,home,Chelsea,Armando Broja,armando-broja,A. Broja,F,27,191.0,8695,M,armando.broja,996985,EUR,1000080000,F,19,19,True,2.0,,,,,,,2.0,1.0,,,,,,,13.0,6.0,6.6,4.0,0,2.0,3.0,2.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
11958582,home,Chelsea,Carney Chukwuemeka,carney-chukwuemeka,C. Chukwuemeka,M,17,185.0,10388,M,chukwuemeka10,994556,EUR,1066608000,M,17,17,True,,,,,,,,,,,,,,,,1.0,3.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11958582,home,Chelsea,Lucas Bergström,lucas-bergstrom,L. Bergström,G,13,206.0,3145,M,,996903,EUR,1031184000,G,47,47,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11958582,home,Chelsea,Max Merrick,merrick-max,M. Merrick,G,50,,1207,M,,1403054,EUR,1131580800,G,60,60,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Max Merrick,,,,,,,,,,,,,,,
11958582,home,Chelsea,Dylan Williams,dylan-williams,D. Williams,M,19,177.0,743,M,,1097446,EUR,1063324800,D,51,51,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Dylan Williams,,,,,,,,,,,,,,,
11958582,home,Chelsea,Leo Castledine,leo-castledine,L. Castledine,M,23,175.0,1265,M,,1142185,EUR,1124496000,M,54,54,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
