match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_fouls,stat_totalCross,stat_shotOffTarget,captain,stat_wonContest,stat_blockedScoringAttempt,stat_accurateCross,stat_totalOffside,stat_keyPass,stat_dispossessed,stat_goalAssist,stat_bigChanceCreated,player_sofascoreId,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_goals
10438337,home,Vitória SC,Celton Biai,Celton,Biai,celton-biai,C. Biai,G,63,188,249,M,976399,EUR,966124800,G,63,63,False,34.0,9.0,31.0,7.0,6.0,11.0,3.0,23.0,1.0,2.0,10.0,2.0,1.0,3.0,3.0,90.0,44.0,6.6,25.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10438337,home,Vitória SC,Mamadou Tounkara,,,mamadou-tounkara,M. Tounkara,D,29,192,198,M,208636,EUR,1008288000,D,83,83,False,28.0,20.0,4.0,1.0,15.0,18.0,5.0,10.0,3.0,7.0,3.0,,,,,90.0,43.0,6.9,9.0,0,2.0,2.0,5.0,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10438337,home,Vitória SC,Ibrahima Bamba,Ibrahima Bamba,,ibrahima-bamba,I. Bamba,D,22,184,312,M,1131044,EUR,1019433600,D,22,22,False,29.0,19.0,4.0,,13.0,18.0,6.0,11.0,3.0,11.0,4.0,4.0,,,,90.0,47.0,6.7,12.0,0,2.0,5.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,
10438337,home,Vitória SC,Mikel Villanueva,,,mikel-villanueva,M. Villanueva,D,17,192,343,M,836279,EUR,734745600,D,3,3,False,24.0,19.0,6.0,3.0,15.0,16.0,4.0,8.0,2.0,2.0,1.0,,,,,90.0,31.0,6.2,5.0,0,3.0,6.0,1.0,1.0,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,
10438337,home,Vitória SC,Miguel Maga,Miguel Maga,,miguel-maga,M. Maga,D,2,175,180,M,1131047,EUR,1037404800,M,2,2,False,26.0,20.0,3.0,1.0,11.0,14.0,9.0,14.0,2.0,6.0,6.0,2.0,,,,90.0,49.0,6.7,9.0,1,,3.0,3.0,,2.0,1.0,,2.0,,4.0,1.0,2.0,1.0,,,,,,,,,,,,,
10438337,home,Vitória SC,André André,,,andre-andre,A. André,M,11,174,123,M,59777,EUR,620092800,M,21,21,False,11.0,8.0,,,4.0,5.0,4.0,6.0,,2.0,2.0,1.0,,,,45.0,15.0,6.7,4.0,0,,,1.0,,,,,,1.0,,,,,True,1.0,,,,,,,,,,,
10438337,home,Vitória SC,Nicolas Janvier,,,nicolas-janvier,N. Janvier,M,17,171,91,M,802150,EUR,902793600,M,98,98,False,26.0,22.0,1.0,,13.0,15.0,9.0,11.0,,3.0,4.0,,,,,65.0,34.0,6.7,5.0,2,,3.0,,1.0,3.0,2.0,,3.0,,,,,1.0,,,1.0,,,,,,,,,,
10438337,home,Vitória SC,Afonso Freitas,,,afonso-freitas,A. Freitas,D,25,180,35,M,928812,EUR,955065600,M,72,72,False,17.0,14.0,1.0,,7.0,7.0,7.0,10.0,1.0,5.0,4.0,2.0,,,,71.0,29.0,6.3,5.0,0,3.0,6.0,,,3.0,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,
10438337,home,Vitória SC,Rúben Lameiras,,,ruben-lameiras,R. Lameiras,M,22,175,78,M,793154,EUR,788054400,F,7,7,False,12.0,12.0,,,2.0,2.0,11.0,15.0,,2.0,2.0,2.0,,,,65.0,23.0,6.7,6.0,0,,2.0,,,,,2.0,2.0,,,,5.0,,,,,1.0,,,,,,,,,
10438337,home,Vitória SC,André Silva,,,andre-silva,A. Silva,F,17,181,2951,M,925072,EUR,865296000,F,17,17,False,21.0,16.0,1.0,1.0,7.0,8.0,9.0,13.0,1.0,2.0,1.0,,,,,76.0,31.0,6.2,10.0,2,4.0,12.0,,,,,2.0,1.0,4.0,1.0,4.0,,1.0,,1.0,1.0,,1.0,,,,,,,,
