match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,stat_ownGoals,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_dispossessed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,captain,stat_totalContest,stat_keyPass,stat_totalOffside,stat_wonContest,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_goalAssist
11396266,home,VfL Bochum 1848,Andreas Luthe,andreas-luthe,A. Luthe,G,194,48,M,40372,EUR,542332800,G,16,16,False,47.0,23.0,43.0,20.0,5.0,9.0,18.0,38.0,1.0,8.0,1.0,1.0,90.0,51.0,5.3,24.0,0.0158371,0,-1.2963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396266,home,VfL Bochum 1848,Noah Loosli,noah-loosli,N. Loosli,D,185,73,M,789138,EUR,853977600,D,41,41,False,29.0,17.0,7.0,2.0,8.0,10.0,9.0,21.0,2.0,7.0,,,90.0,49.0,5.8,15.0,0.0272556,0,,20,2.0,5.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396266,home,VfL Bochum 1848,Ivan Ordets,ivan-ordets,I. Ordets,D,194,123,M,137673,EUR,710553600,D,20,20,False,40.0,25.0,12.0,4.0,16.0,20.0,9.0,20.0,4.0,6.0,,,90.0,52.0,6.1,15.0,0.0976523,0,,,,8.0,8.0,1.0,1.0,2.0,2.0,,2.0,5.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11396266,home,VfL Bochum 1848,Keven Schlotterbeck,keven-schlotterbeck,K. Schlotterbeck,D,189,405,M,891651,EUR,862185600,D,31,31,False,31.0,26.0,3.0,2.0,19.0,21.0,7.0,11.0,2.0,11.0,,,90.0,47.0,6.7,6.0,0.00572231,2,,31,1.0,3.0,10.0,1.0,2.0,2.0,2.0,,2.0,,6.0,,1.0,1.0,3.0,0.0302,,,,,,,,,,,,,,,,,,,,
11396266,home,VfL Bochum 1848,Bernardo,bernardo,Bernardo,D,186,580,M,828571,EUR,800409600,D,5,5,False,38.0,21.0,3.0,1.0,7.0,7.0,14.0,31.0,2.0,4.0,,,90.0,62.0,6.8,19.0,0.0184976,1,,13,,5.0,9.0,,,4.0,3.0,,1.0,3.0,5.0,,,,,0.0519,1.0,1.0,1.0,0.05,,,,,,,,,,,,,,,,
11396266,home,VfL Bochum 1848,Matúš Bero,matus-bero,M. Bero,M,181,413,M,187207,EUR,810345600,M,19,19,False,12.0,8.0,2.0,1.0,2.0,2.0,6.0,10.0,2.0,4.0,,,72.0,28.0,6.4,9.0,0.00712234,2,,19,,6.0,2.0,,1.0,1.0,,2.0,,4.0,,,2.0,,1.0,0.1057,2.0,,,,,,,,,,,,,,,,,,,
11396266,home,VfL Bochum 1848,Anthony Losilla,anthony-losilla,A. Losilla,M,185,68,M,119179,EUR,510796800,M,8,8,False,31.0,20.0,1.0,1.0,3.0,4.0,17.0,27.0,2.0,3.0,,,90.0,43.0,6.6,14.0,0.136344,1,,,,4.0,3.0,,1.0,1.0,1.0,,1.0,1.0,2.0,,1.0,,,0.0102,,,,,True,2.0,2.0,,,,,,,,,,,,,
11396266,home,VfL Bochum 1848,Takuma Asano,takuma-asano,T. Asano,M,173,2035,M,309546,EUR,784425600,M,11,11,False,17.0,9.0,1.0,,2.0,2.0,7.0,16.0,,3.0,,,88.0,23.0,6.0,11.0,0.0656189,0,,11,1.0,8.0,2.0,2.0,,,,,2.0,2.0,2.0,,,,,,1.0,,,,,1.0,2.0,3.0,,,,,,,,,,,,
11396266,home,VfL Bochum 1848,Kevin Stöger,kevin-stoger,K. Stöger,M,175,715,M,95381,EUR,746409600,M,7,7,False,49.0,34.0,5.0,2.0,12.0,12.0,22.0,42.0,1.0,8.0,,,90.0,78.0,7.3,28.0,0.222534,4,,7,5.0,7.0,8.0,3.0,,2.0,1.0,2.0,,,2.0,,2.0,1.0,2.0,0.0808,3.0,1.0,,0.2984,,4.0,2.0,,3.0,,,,,,,,,,,
11396266,home,VfL Bochum 1848,Maximilian Wittek,maximilian-wittek,M. Wittek,D,173,158,M,254125,EUR,808963200,M,32,32,False,27.0,13.0,5.0,1.0,2.0,4.0,13.0,30.0,1.0,7.0,,,90.0,47.0,7.4,24.0,0.64354,1,,32,7.0,9.0,5.0,2.0,,1.0,1.0,2.0,2.0,3.0,1.0,,,,2.0,0.0578,,1.0,,0.3663,,3.0,3.0,1.0,1.0,,,2.0,1.0,1.0,,,,,,
