match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_fouls,player_firstName,player_lastName,captain,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_sofascoreId,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAShot
11452991,home,Al-Ittihad,Ahmed Bamasud,ahmed-bamasud,A. Bamasud,D,18,175,114,M,893197,EUR,816998400,D,28,28,True,14.0,7.0,4.0,,6.0,9.0,1.0,6.0,,5.0,,,17.0,22.0,6.4,9.0,1,1.0,,3.0,,,,,1.0,,,,,,1.0,2.0,,1.0,,,,,,,1.0,,,,,,,
11452991,home,Al-Ittihad,Sultan Farhan,sultan-farhan,S. Farhan,M,5,180,54,M,908619,EUR,843609600,M,6,6,True,10.0,10.0,,,6.0,6.0,4.0,4.0,,1.0,,,17.0,12.0,6.6,,0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11452991,home,Al-Ittihad,Omar Hawsawi,omar-hawsawi,O. Hawsawi,D,,184,54,M,350072,EUR,496627200,D,4,4,True,8.0,7.0,3.0,2.0,6.0,7.0,1.0,1.0,,1.0,,,16.0,9.0,6.7,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
11452991,home,Al-Ittihad,Talal Abubakr Haji,haji-talal-abubakr,T. A. Haji,F,90,175,455,M,1501473,EUR,1189900800,F,52,52,True,,,,,,,,,,,,,1.0,2.0,,1.0,0,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
11452991,home,Al-Ittihad,Abdullah Al-Mayouf,abdullah-al-mayouf,A. Al-Mayouf,G,,187,197,M,118159,EUR,538358400,G,1,1,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452991,home,Al-Ittihad,Suwailem Al-Manhali,swailem-al-menhali,S. Al-Menhali,D,93,182,54,M,1217919,EUR,1082160000,D,25,25,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452991,home,Al-Ittihad,Farhah Ali Alshamrani,alshamrani-farhah-ali,F. A. Alshamrani,M,29,166,121,M,1501453,EUR,1140998400,M,29,29,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452991,away,Al-Fateh,Jacob Rinne,jacob-rinne,J. Rinne,G,35,188,92,M,289025,EUR,740534400,G,1,1,False,27.0,19.0,12.0,4.0,19.0,22.0,,5.0,,11.0,1.0,2.0,90.0,34.0,6.4,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452991,away,Al-Fateh,Saeed Baattia,saeed-baattia,S. Baattia,D,15,172,25,M,1521953,EUR,969667200,D,12,12,False,24.0,15.0,1.0,,5.0,7.0,10.0,17.0,4.0,5.0,,,80.0,52.0,6.9,19.0,0,1.0,2.0,3.0,8.0,2.0,,6.0,,Saeed Baattia,,,,,,,,,,4.0,1.0,,,,,,,,1.0,,,
11452991,away,Al-Fateh,Jason Denayer,jason-denayer,J. Denayer,D,,184,657,M,352664,EUR,804297600,D,64,64,False,27.0,24.0,1.0,1.0,20.0,22.0,4.0,5.0,1.0,3.0,,,80.0,29.0,6.4,3.0,0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
11452991,away,Al-Fateh,Marwane Saadane,marwane-saadane,M. Saadane,D,17,185,1277,M,847714,EUR,695606400,D,17,17,False,71.0,59.0,16.0,10.0,28.0,33.0,31.0,38.0,1.0,11.0,,,90.0,82.0,7.2,14.0,1,,,4.0,4.0,1.0,,2.0,2.0,,,True,3.0,2.0,,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,1.0
11452991,away,Al-Fateh,Fahd Mohammed Al-Harbi,fahd-mohammed-al-harbi,F. M. Al-Harbi,D,12,182,14,M,974013,EUR,856828800,D,5,5,False,44.0,38.0,5.0,2.0,26.0,30.0,12.0,14.0,5.0,7.0,,,90.0,63.0,7.2,8.0,0,3.0,,6.0,3.0,1.0,,2.0,1.0,,,,1.0,,,2.0,1.0,,,1.0,1.0,,,,,,,,4.0,,,
11452991,away,Al-Fateh,Tawfiq Buhumaid,tawfiq-buhumaid,T. Buhumaid,D,25,179,6,M,871425,EUR,562464000,D,25,25,False,13.0,11.0,2.0,1.0,6.0,7.0,5.0,8.0,1.0,3.0,,,45.0,27.0,6.6,5.0,0,,,3.0,6.0,1.0,,4.0,1.0,,,,2.0,2.0,,1.0,,2.0,,1.0,,,,,1.0,,,,,,,
11452991,away,Al-Fateh,Mourad Batna,batna-mourad,M. Batna,M,11,185,1192,M,880790,EUR,646444800,M,11,11,False,17.0,13.0,,,3.0,3.0,11.0,17.0,,3.0,,,90.0,37.0,7.6,10.0,2,,,3.0,8.0,,,,3.0,,,,2.0,2.0,1.0,1.0,6.0,3.0,1.0,,3.0,2.0,,1.0,1.0,,1.0,,1.0,,1.0,
11452991,away,Al-Fateh,Sofiane Bendebka,sofiane-bendebka,S. Bendebka,M,28,180,1218,M,845609,EUR,713318400,M,28,28,False,26.0,23.0,1.0,,9.0,10.0,14.0,16.0,2.0,5.0,,,90.0,41.0,6.3,6.0,0,,,5.0,6.0,3.0,,4.0,,,,,2.0,,,,2.0,,,1.0,1.0,,,,,,,,,,,
11452991,away,Al-Fateh,Abbas Sadiq Alhassan,abbas-sadiq-alhassan,A. S. Alhassan,M,6,174,52,M,1096520,EUR,1079222400,M,66,66,False,18.0,12.0,2.0,2.0,6.0,9.0,6.0,9.0,1.0,2.0,,,68.0,27.0,6.5,8.0,1,,1.0,5.0,2.0,2.0,,1.0,1.0,Abbas Sadiq Alhassan,,,1.0,,,1.0,,,,1.0,,,,,1.0,,1.0,,,,,
11452991,away,Al-Fateh,Lucas Zelarayán,lucas-zelarayan,L. Zelarayán,M,10,172,1289,M,249061,EUR,708998400,M,10,10,False,15.0,6.0,2.0,,3.0,5.0,4.0,13.0,,3.0,,,68.0,35.0,6.2,19.0,1,1.0,,5.0,5.0,1.0,,,,Lucas,Zelarayán,,5.0,3.0,1.0,,2.0,3.0,1.0,,5.0,1.0,,,1.0,,,,,,,
11452991,away,Al-Fateh,Cristian Tello,cristian-tello,C. Tello,M,,178,644,M,114157,EUR,681868800,F,37,37,False,33.0,31.0,3.0,3.0,15.0,16.0,17.0,18.0,1.0,7.0,,,90.0,44.0,6.6,6.0,0,,,4.0,2.0,1.0,,,,,,,4.0,2.0,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,
11452991,away,Al-Fateh,Mohammed Al Saeed,mohammed-al-saeed,M. A. Saeed,D,81,172,23,M,870365,EUR,847929600,M,18,18,True,34.0,30.0,3.0,2.0,14.0,16.0,16.0,20.0,,1.0,,,45.0,49.0,6.5,9.0,1,,,4.0,2.0,,,,2.0,,,,2.0,,1.0,2.0,2.0,2.0,,,1.0,,,,,,,,,,,
11452991,away,Al-Fateh,Nouh Al-Mousa,nouh-al-mousa,N. Al-Mousa,M,,175,17,M,818614,EUR,667267200,M,8,8,True,26.0,25.0,3.0,2.0,10.0,10.0,15.0,16.0,,1.0,,,22.0,31.0,6.7,3.0,0,,,1.0,3.0,,,3.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,
11452991,away,Al-Fateh,Mohammed Al-Fuhaid,mohammed-al-fuhaid,M. Al-Fuhaid,M,28,171,10,M,818616,EUR,631843200,M,14,14,True,12.0,10.0,1.0,,5.0,5.0,5.0,7.0,,2.0,,,22.0,12.0,6.4,2.0,0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11452991,away,Al-Fateh,Ali Alzubaidi,ali-alzubaidi,A. Alzubaidi,D,2,177,7,M,160903,EUR,726105600,D,2,2,True,14.0,10.0,2.0,1.0,6.0,6.0,5.0,9.0,,2.0,,,10.0,21.0,6.9,4.0,0,,,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,,,
11452991,away,Al-Fateh,Abdullah Almogren,abdullah-almogren,A. Almogren,F,14,173,18,M,948593,EUR,848966400,F,20,20,True,1.0,1.0,,,,,1.0,1.0,,,,,10.0,4.0,6.5,1.0,1,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
11452991,away,Al-Fateh,Mustafa Malaika,mustafa-malaika,M. Malaika,G,1,184,41,M,818855,EUR,516931200,G,26,26,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452991,away,Al-Fateh,Ziyad Aljari,ziyad-aljari,Z. Aljari,D,4,182,17,M,1049202,EUR,1005782400,D,3,3,True,,,,,,,,,,,,,,,,,0,,,,,,,,,Ziyad Aljari,,,,,,,,,,,,,,,,,,,,,,
11452991,away,Al-Fateh,Salem Alnajdi,alnajdi-salem,S. Alnajdi,D,83,178,1037,M,1475427,EUR,1043625600,M,83,83,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452991,away,Al-Fateh,Qasim Lajami,qasim-al-oujami,Q. Lajami,D,87,178,103,M,818668,EUR,830390400,D,87,87,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
