match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_challengeLost,stat_goalAssist,stat_aerialWon,stat_bigChanceCreated,stat_outfielderBlock,stat_keyPass,stat_fouls,stat_blockedScoringAttempt,captain,stat_shotOffTarget,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_ownGoals
11369787,home,KAA Gent,Paul Nardi,,,paul-nardi,P. Nardi,G,16,187.0,112,M,155717,EUR,769219200,G,1,1,False,24.0,23.0,9.0,8.0,21.0,21.0,2.0,3.0,8.0,1.0,1.0,90.0,29.0,6.7,1.0,0.0,0.0,0.00045096,0,-0.2902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369787,home,KAA Gent,Matisse Samoise,,,matisse-samoise,M. Samoise,M,18,180.0,256,M,1046245,EUR,1006300800,D,18,18,False,96.0,80.0,18.0,11.0,36.0,39.0,46.0,62.0,12.0,,,90.0,128.0,7.0,28.0,0.0,0.0,0.0623171,0,,5.0,2.0,6.0,6.0,3.0,5.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11369787,home,KAA Gent,Tsuyoshi Watanabe,,,tsuyoshi-watanabe,T. Watanabe,D,4,187.0,1372,M,942213,EUR,855100800,D,4,4,False,88.0,83.0,12.0,9.0,57.0,58.0,26.0,30.0,7.0,,,90.0,98.0,6.9,5.0,0.0,0.0,0.00677741,0,,,,3.0,2.0,,,,1.0,1.0,2.0,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,
11369787,home,KAA Gent,Jordan Torunarigha,,,jordan-torunarigha,J. Torunarigha,D,25,189.0,608,M,801003,EUR,870912000,D,23,23,False,81.0,80.0,6.0,6.0,61.0,61.0,19.0,20.0,3.0,,,90.0,91.0,7.7,1.0,0.0,0.0,0.018693,0,,,,1.0,4.0,,,,5.0,1.0,1.0,1.0,,1.0,,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,
11369787,home,KAA Gent,Alessio Castro-Montes,,,alessio-castro-montes,A. Castro-Montes,M,21,175.0,290,M,839898,EUR,863827200,D,14,14,False,62.0,44.0,8.0,3.0,20.0,24.0,24.0,39.0,7.0,,,66.0,83.0,6.8,25.0,0.0,0.0,0.0350451,0,,1.0,,6.0,7.0,3.0,5.0,4.0,1.0,1.0,,,,2.0,,1.0,,1.0,,,2.0,1.0,,,,,,,,,,
11369787,home,KAA Gent,Hyun-Seok Hong,,,hyun-seok-hong,H. Hong,M,24,177.0,1224,M,942937,EUR,929491200,M,7,7,False,46.0,33.0,1.0,1.0,9.0,11.0,26.0,39.0,6.0,,,76.0,68.0,7.1,24.0,0.1589,0.0,0.147843,1,,4.0,2.0,6.0,3.0,4.0,2.0,1.0,1.0,,2.0,,3.0,,1.0,,1.0,,,,3.0,,1.0,,,,,,,,,
11369787,home,KAA Gent,Sven Kums,,,sven-kums,S. Kums,M,,176.0,162,M,45990,EUR,572832000,M,24,24,False,61.0,58.0,3.0,3.0,17.0,17.0,43.0,50.0,9.0,,,90.0,74.0,7.1,9.0,0.0,0.0,0.146642,0,,6.0,2.0,3.0,3.0,,1.0,,,1.0,1.0,1.0,,1.0,,2.0,,1.0,,,1.0,,,True,,,,,,,,
11369787,home,KAA Gent,Julien De Sart,,,julien-de-sart,J. De Sart,M,4,187.0,181,M,149795,EUR,788140800,M,13,13,False,60.0,50.0,14.0,9.0,19.0,21.0,31.0,41.0,9.0,,,90.0,73.0,7.3,14.0,0.0232,0.0,0.177754,1,,2.0,,5.0,2.0,,1.0,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,,,1.0,,,,,,,
11369787,home,KAA Gent,Hugo Cuypers,,,hugo-cuypers,H. Cuypers,F,9,185.0,1408,M,836289,EUR,855273600,F,11,11,False,28.0,23.0,3.0,2.0,7.0,7.0,16.0,21.0,6.0,,,90.0,43.0,7.5,6.0,0.6539,1.5106,0.0317004,6,,,,11.0,5.0,1.0,1.0,1.0,1.0,,,,,1.0,5.0,4.0,,3.0,,,,1.0,1.0,,2.0,1.0,3.0,1.0,3.0,,,
11369787,home,KAA Gent,Gift Orban,,,gift-orban,G. Orban,F,16,178.0,5532,M,1217613,EUR,1026864000,F,20,20,False,17.0,11.0,1.0,,4.0,4.0,9.0,18.0,2.0,,,76.0,33.0,8.0,14.0,0.2548,0.95,0.117603,3,,5.0,2.0,7.0,1.0,4.0,,,,,1.0,,1.0,,2.0,1.0,,,2.0,,2.0,,,,2.0,,1.0,1.0,,giftorban,,
