match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,captain,stat_unsuccessfulTouch,stat_outfielderBlock,stat_interceptionWon,player_sofascoreId,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_blockedScoringAttempt,stat_totalOffside,stat_goals,stat_errorLeadToAGoal
14065120,home,Eintracht Frankfurt,Michael Zetterer,michael-zetterer,M. Zetterer,G,23,187,476,M,190161,EUR,805507200,G,23,23,False,33.0,25.0,12.0,4.0,0.0,22.0,24.0,3.0,9.0,2.0,2.0,1.0,17.0,3.0,1.0,1.0,1.0,1.0,90.0,50.0,7.1,8.0,0.00075018,0.0118,0,0.0867,0.07,0.02,0.25,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065120,home,Eintracht Frankfurt,Rasmus Kristensen,rasmus-kristensen,R. Kristensen,D,13,186,1615,M,921789,EUR,868579200,D,13,13,False,90.0,82.0,10.0,5.0,0.0,50.0,51.0,32.0,39.0,,7.0,3.0,5.0,,,,,,90.0,113.0,7.7,11.0,0.0236719,,0,,0.4,0.14,0.21,,1.0,2.0,8.0,2.0,1.0,1.0,1.0,5.0,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
14065120,home,Eintracht Frankfurt,Robin Koch,robin-koch,R. Koch,D,4,190,1832,M,581302,EUR,837561600,D,4,4,False,106.0,102.0,5.0,2.0,0.0,77.0,78.0,25.0,28.0,3.0,5.0,5.0,2.0,,,,,,90.0,118.0,7.5,7.0,0.013297,,0,,0.26,0.16,0.31,,,1.0,2.0,,,,,2.0,1.0,,1.0,True,2.0,,,,,,,,,,,,,,,,,,
14065120,home,Eintracht Frankfurt,Arthur Theate,arthur-theate,A. Theate,D,3,186,2196,M,965778,EUR,959212800,D,3,3,False,75.0,69.0,5.0,2.0,0.0,50.0,51.0,19.0,24.0,1.0,3.0,10.0,2.0,,,,,,90.0,95.0,7.4,8.0,0.013024,,0,,0.18,0.08,0.48,,,2.0,3.0,,,1.0,,2.0,2.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,
14065120,home,Eintracht Frankfurt,Ellyes Skhiri,ellyes-skhiri,E. Skhiri,M,15,185,4745,M,591706,EUR,800064000,M,15,15,False,56.0,47.0,5.0,1.0,0.0,26.0,28.0,21.0,28.0,,2.0,1.0,6.0,,,,,,90.0,68.0,6.6,10.0,0.011838,,0,,0.09,0.04,-0.04,,,1.0,4.0,2.0,1.0,,,,,2.0,,,,,2.0,ellyes_skhiri,,,,,,,,,,,,,,,
14065120,home,Eintracht Frankfurt,Ritsu Doan,ritsu-doan,R. Doan,M,20,172,5674,M,790965,EUR,897955200,M,20,20,False,29.0,25.0,,,0.0,9.0,9.0,16.0,20.0,2.0,5.0,,,,,,,,86.0,47.0,7.0,11.0,0.0898692,,2,,0.27,0.26,-0.06,,2.0,,6.0,1.0,3.0,2.0,2.0,1.0,1.0,,2.0,,2.0,,2.0,doanritsu,1.0,1.0,1.0,0.251,0.1396,-0.26,,,,,,,,,
14065120,home,Eintracht Frankfurt,Farès Chaïbi,fares-chaibi,F. Chaïbi,M,8,183,17688,M,1192318,EUR,1038441600,M,8,8,False,45.0,33.0,5.0,3.0,1.0,19.0,22.0,14.0,23.0,,3.0,1.0,6.0,,,,,,86.0,59.0,7.1,14.0,0.0904576,,0,,0.12,0.03,0.19,,1.0,,1.0,,1.0,,,3.0,2.0,,,,,,1.0,fareschaibi28,,,,,,,,,1.0,1.0,1.0,,,,
14065120,home,Eintracht Frankfurt,Can Uzun,can-uzun,C. Uzun,M,42,186,10657,M,1440948,EUR,1131667200,M,42,42,False,35.0,28.0,5.0,4.0,0.0,16.0,17.0,12.0,18.0,1.0,4.0,,1.0,,,,,,71.0,46.0,6.8,10.0,0.0203252,,4,,0.07,0.1,-0.04,,1.0,,2.0,1.0,1.0,,,1.0,1.0,2.0,,,1.0,,,can.uzun10,,1.0,1.0,0.2521,0.0225,-0.54,Can Uzun,,,,,2.0,,,
14065120,home,Eintracht Frankfurt,Nathaniel Brown,nathaniel-brown,N. Brown,D,21,179,1784,M,1159759,EUR,1055721600,M,21,21,False,35.0,27.0,4.0,1.0,0.0,17.0,21.0,10.0,14.0,,3.0,,4.0,,,,,,90.0,53.0,6.5,13.0,0.0849678,,1,,0.25,0.03,-0.07,,,1.0,6.0,1.0,2.0,3.0,3.0,,,,2.0,,3.0,,1.0,,1.0,,1.0,0.7111,0.5043,-0.41,,,,,1.0,,,,
14065120,home,Eintracht Frankfurt,Ansgar Knauff,ansgar-knauff,A. Knauff,M,7,180,2079,M,997012,EUR,1010620800,F,7,7,False,16.0,13.0,,,0.0,4.0,4.0,9.0,12.0,2.0,4.0,,2.0,,,,,,71.0,30.0,7.0,11.0,0.386605,,0,,0.47,0.09,0.0,,1.0,,6.0,,4.0,1.0,,1.0,1.0,1.0,1.0,,3.0,,,,,,,,,,,,1.0,1.0,4.0,,1.0,,
