match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,playerName,reason,rescinded,player_id,player_name,confirmed,length,from
14566658,FT,5.0,3.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
14566658,,,,,90,4.0,,1,,,substitution,125189748.0,False,True,regular,,,,,,,,
14566658,,,,,90,3.0,,1,,,card,124383843.0,,True,red,Lucas Hernández,Violent conduct,False,352370.0,Lucas Hernández,,,
14566658,,,,,90,2.0,,1,,,varDecision,91971.0,,True,cardUpgrade,,,,352370.0,Lucas Hernández,False,,
14566658,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,,,4.0,
14566658,,,,,84,,,7,,,substitution,125189737.0,False,False,regular,,,,,,,,
14566658,,,,,84,,,7,,,substitution,125189727.0,False,False,regular,,,,,,,,
14566658,,,,,83,,,8,,,substitution,125189736.0,False,False,regular,,,,,,,,
14566658,,,,,79,,,12,,,substitution,125189703.0,False,True,regular,,,,,,,,
14566658,,,,,79,,,12,,,substitution,125189702.0,False,True,regular,,,,,,,,
14566658,,5.0,3.0,,76,,,15,,,goal,330451520.0,,True,penalty,,,,902029.0,Vitinha,,,penalty
14566658,,,,,76,,,15,,,substitution,125189692.0,False,False,regular,,,,,,,,
14566658,,,,,76,,,15,,,substitution,125189691.0,False,False,regular,,,,,,,,
14566658,,4.0,3.0,,72,,,19,,,goal,330451377.0,,False,regular,,,,871706.0,Randal Kolo Muani,,,
14566658,,4.0,2.0,,65,,,26,,,goal,330450969.0,,True,regular,,,,979480.0,Willian Pacho,,,
14566658,,3.0,2.0,,59,,,32,,,goal,330450667.0,,True,regular,,,,784655.0,Fabián Ruiz,,,
14566658,,,,,56,,,35,,,substitution,125189549.0,False,True,regular,,,,,,,,
14566658,,2.0,2.0,,53,,,38,,,goal,330450377.0,,True,regular,,,,902029.0,Vitinha,,,
14566658,,1.0,2.0,,50,,,41,,,goal,330449844.0,,False,regular,,,,871706.0,Randal Kolo Muani,,,
14566658,,,,,46,,,45,,,substitution,125189520.0,False,True,regular,,,,,,,,
14566658,HT,1.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
14566658,,,,,45,2.0,,1,,,card,124383687.0,,False,yellow,Lucas Bergvall,Foul,False,1391251.0,Lucas Bergvall,,,
14566658,,1.0,1.0,,45,,,1,,,goal,330448150.0,,True,regular,,,,902029.0,Vitinha,,,
14566658,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,,2.0,
14566658,,0.0,1.0,,35,,,11,,,goal,330446977.0,,False,regular,,,,840217.0,Richarlison,,,
