match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,player_firstName,player_lastName,stat_dispossessed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_keyPass,stat_challengeLost,stat_goalAssist,stat_accurateCross,player_sofascoreId,captain,stat_bigChanceCreated,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
10408508,home,Celta Vigo,Agustín Marchesín,agustin-marchesin,A. Marchesín,G,1,188,1571,M,47339,EUR,574473600,G,1,1,False,31.0,25.0,10.0,4.0,24.0,25.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,90.0,36.0,6.3,6.0,0.0,0.0,0.00029729,0,-1.1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408508,home,Celta Vigo,Óscar Mingueza,oscar-mingueza,Ó. Mingueza,M,3,184,3812,M,859773,EUR,926553600,D,3,3,False,65.0,55.0,6.0,1.0,31.0,36.0,24.0,31.0,5.0,1.0,9.0,1.0,,,,90.0,91.0,6.6,18.0,0.0,0.0,0.0383218,0,,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
10408508,home,Celta Vigo,Joseph Aidoo,joseph-aidoo,J. Aidoo,D,4,184,857,M,796320,EUR,812332800,D,15,15,False,73.0,67.0,4.0,3.0,49.0,52.0,18.0,21.0,6.0,4.0,5.0,1.0,,,,90.0,84.0,7.0,6.0,0.0306,0.0,0.00769678,1,,,4.0,,,,3.0,3.0,,,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10408508,home,Celta Vigo,Unai Núñez,unai-nunez,U. Núñez,D,4,186,733,M,892521,EUR,854582400,D,4,4,False,93.0,85.0,5.0,2.0,49.0,52.0,36.0,42.0,10.0,4.0,12.0,4.0,,,,90.0,110.0,7.0,11.0,0.0194,0.0,0.0112519,1,,1.0,4.0,,,3.0,1.0,1.0,2.0,1.0,3.0,5.0,,1.0,,,,,,,,,,,,,,,,,
10408508,home,Celta Vigo,Javi Galán,javi-galan,J. Galán,D,20,172,2472,M,825133,EUR,785203200,D,17,17,False,48.0,36.0,1.0,1.0,17.0,20.0,19.0,31.0,8.0,,5.0,1.0,,,,90.0,80.0,6.4,21.0,0.1371,0.0,0.0274324,1,,3.0,6.0,7.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
10408508,home,Celta Vigo,Carles Pérez,carles-perez,C. Pérez,M,7,172,1038,M,794950,EUR,887587200,M,7,7,False,16.0,14.0,1.0,,7.0,7.0,7.0,10.0,4.0,,1.0,2.0,,,,57.0,26.0,6.3,6.0,0.0,0.0,0.00614734,0,,1.0,4.0,1.0,,,2.0,2.0,,,1.0,,,,,,,2.0,,,,,,,,,,,,,
10408508,home,Celta Vigo,Óscar Rodríguez,oscar-rodriguez,Ó. Rodríguez,M,14,174,618,M,794948,EUR,898992000,M,5,5,False,57.0,50.0,6.0,5.0,22.0,24.0,28.0,35.0,5.0,1.0,4.0,,,,,90.0,71.0,7.5,10.0,0.0655,0.0689,0.0266299,2,,2.0,3.0,,,1.0,5.0,5.0,1.0,4.0,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,
10408508,home,Celta Vigo,Fran Beltrán,fran-beltran,F. Beltrán,M,8,170,770,M,835484,EUR,918000000,M,8,8,False,55.0,50.0,2.0,1.0,20.0,21.0,30.0,34.0,,1.0,2.0,,,,,90.0,62.0,6.6,6.0,0.0244,0.0,0.0595698,1,,,3.0,,,2.0,,,1.0,,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,
10408508,home,Celta Vigo,Franco Cervi,franco-cervi,F. Cervi,M,11,165,1013,M,557008,EUR,769910400,M,11,11,False,31.0,25.0,1.0,,7.0,8.0,19.0,29.0,5.0,,6.0,1.0,,,,86.0,51.0,6.9,17.0,0.0,0.0,0.14645,0,,6.0,4.0,2.0,2.0,1.0,2.0,1.0,6.0,,1.0,,,,,,,,,,2.0,3.0,1.0,1.0,,,,,,,
10408508,home,Celta Vigo,Iago Aspas,iago-aspas,I. Aspas,F,10,176,5000,M,19356,EUR,554774400,F,10,10,False,41.0,29.0,,,8.0,10.0,21.0,32.0,4.0,1.0,2.0,4.0,,,,90.0,57.0,8.1,16.0,0.2135,0.7041,0.255508,3,,1.0,,,,,,,3.0,,,,1.0,,,,,,2.0,,4.0,,,,i.aspas10,True,1.0,1.0,,,
10408508,home,Celta Vigo,Jørgen Strand Larsen,jorgen-strand-larsen,J. S. Larsen,F,22,193,4810,M,876599,EUR,949795200,F,18,18,False,8.0,6.0,,,1.0,1.0,5.0,7.0,3.0,,,2.0,,,,57.0,14.0,6.6,4.0,0.164,0.0,0.0105651,2,,,6.0,,,,,,2.0,3.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,,
