match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_bigChanceCreated,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_accurateCross,stat_blockedScoringAttempt,stat_totalOffside,captain,stat_goals,stat_errorLeadToAShot,player_firstName,player_lastName,player_sofascoreId,stat_goalAssist
11408415,home,SC Farense,Ricardo Velho,ricardo-velho,R. Velho,G,24,188,499,M,845792,EUR,903571200,G,33,33,False,26.0,19.0,16.0,9.0,13.0,13.0,6.0,13.0,2.0,7.0,2.0,4.0,7.0,1.0,1.0,1.0,90.0,41.0,9.4,7.0,0.00159537,0,1.3008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408415,home,SC Farense,Pastor,pastor,Pastor,D,2,176,138,M,1046354,EUR,951004800,D,28,28,False,23.0,15.0,4.0,2.0,6.0,6.0,9.0,19.0,1.0,3.0,,,,,,,90.0,54.0,6.8,12.0,0.00628896,1,,2.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.2252,0.4892,,,,,,,,,,,,,,,,,,
11408415,home,SC Farense,Gonçalo Silva,goncalo-silva,G. Silva,D,37,184,75,M,169729,EUR,675993600,D,37,37,False,44.0,30.0,9.0,1.0,23.0,28.0,7.0,16.0,10.0,,,,,,,,90.0,60.0,7.2,15.0,0.00129384,0,,,2.0,2.0,2.0,2.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,
11408415,home,SC Farense,Igor Rossi,igor-rossi,I. Rossi,D,,189,32,M,147732,EUR,605491200,D,3,3,False,47.0,40.0,8.0,3.0,30.0,32.0,10.0,15.0,4.0,1.0,,,,,,,90.0,57.0,7.5,7.0,0.00619626,2,,,,3.0,2.0,6.0,,,,,,,,,0.1034,,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,
11408415,home,SC Farense,Talys,talys,Talys,D,,179,45,M,913907,EUR,918604800,D,12,12,False,22.0,19.0,5.0,2.0,9.0,10.0,11.0,17.0,5.0,1.0,,,,,,,90.0,55.0,7.0,15.0,0.0897391,1,,5.0,2.0,1.0,6.0,3.0,,2.0,1.0,1.0,,,1.0,2.0,0.0124,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,
11408415,home,SC Farense,Fabrício Isidoro,fabricio-isidoro,F. Isidoro,M,14,172,31,M,915638,EUR,696556800,M,14,14,False,19.0,18.0,2.0,1.0,10.0,10.0,8.0,10.0,,4.0,,,,,,,70.0,29.0,6.4,6.0,0.00349182,1,,1.0,,,6.0,1.0,1.0,2.0,,,,,,2.0,0.0286,,,,1.0,1.0,,,3.0,,,,,True,,,,,,
11408415,home,SC Farense,Claudio Falcão,claudio-falcao,C. Falcão,D,29,187,132,M,845699,EUR,773193600,M,29,29,False,35.0,23.0,6.0,2.0,13.0,15.0,10.0,20.0,5.0,2.0,,,,,,,90.0,51.0,7.3,14.0,0.0208039,1,,,3.0,2.0,7.0,5.0,,1.0,,,,1.0,,1.0,0.1229,0.2251,,1.0,,3.0,1.0,,3.0,1.0,,,,,1.0,1.0,,,,
11408415,home,SC Farense,Rafael Barbosa,rafael-barbosa,R. Barbosa,M,27,170,124,M,823128,EUR,828057600,M,8,8,False,29.0,24.0,4.0,2.0,12.0,13.0,13.0,22.0,1.0,5.0,,,,,,,80.0,45.0,7.5,13.0,0.0415933,0,,6.0,,,5.0,5.0,,2.0,1.0,1.0,,,1.0,1.0,,,,,,1.0,1.0,3.0,3.0,3.0,1.0,,,,,,,,,
11408415,home,SC Farense,Mohamed Belloumi,mohamed-belloumi,M. Belloumi,F,10,174,4940,M,1125839,EUR,1022889600,F,62,62,False,12.0,8.0,,,,,9.0,13.0,1.0,2.0,,,,,,,69.0,35.0,7.2,12.0,0.253748,3,,1.0,1.0,1.0,5.0,5.0,1.0,,6.0,3.0,1.0,2.0,2.0,4.0,0.5693,0.6579,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,b.m.belooumi.10,1.0
11408415,home,SC Farense,Bruno Duarte,bruno-duarte,B. Duarte,F,17,182,1470,M,878830,EUR,827625600,F,9,9,False,11.0,4.0,1.0,,,1.0,4.0,14.0,1.0,,,,,,,,80.0,26.0,7.5,13.0,0.00200444,5,,4.0,3.0,2.0,6.0,4.0,,2.0,,,,3.0,,,0.787,1.4974,,,,1.0,1.0,1.0,2.0,,,2.0,,,1.0,,,,,
11408415,home,SC Farense,Marco Matias,marco-matias,M. Matias,F,77,177,35,M,77929,EUR,610761600,F,77,77,False,18.0,18.0,1.0,1.0,6.0,6.0,14.0,16.0,,4.0,,,,,,,89.0,37.0,7.7,4.0,0.278855,2,,4.0,,,2.0,6.0,1.0,,1.0,1.0,,1.0,3.0,1.0,0.2406,0.3098,,,1.0,3.0,,2.0,1.0,2.0,2.0,,,,,,,,,
