match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_interceptionWon,stat_fouls,player_firstName,stat_outfielderBlock,captain,stat_aerialWon,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_lastName,stat_blockedScoringAttempt,stat_hitWoodwork,stat_bigChanceCreated,stat_lastManTackle,stat_errorLeadToAShot
13472687,home,Botafogo,Neto,neto,Neto,G,22,190.0,5136,M,Neto_Murara,84844,EUR,616809600,G,22,22,False,25.0,15.0,13.0,4.0,0.0,15.0,17.0,8.0,6.0,1.0,1.0,2.0,90.0,32.0,6.7,11.0,5.813e-05,0,-0.4626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472687,home,Botafogo,Vitinho,vitinho,Vitinho,D,2,175.0,3615,M,,914477,EUR,932688000,D,2,2,False,39.0,32.0,4.0,1.0,0.0,17.0,20.0,19.0,3.0,,,,84.0,64.0,6.7,13.0,0.0138887,1,,15.0,3.0,1.0,4.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0898,,,,,,,,,,,,,,,,,,
13472687,home,Botafogo,Kaio Pantaleão,kaio,K. Pantaleão,D,31,186.0,788,M,,990193,EUR,810518400,D,31,31,False,50.0,45.0,6.0,4.0,0.0,31.0,33.0,17.0,7.0,,,,90.0,60.0,6.9,6.0,0.00604042,1,,14.0,,,1.0,3.0,,,,1.0,3.0,1.0,1.0,,2.0,,0.0396,1.0,1.0,,,,,,,,,,,,,,,,
13472687,home,Botafogo,David Ricardo,david-ricardo,D. Ricardo,D,57,188.0,941,M,,1186587,EUR,1040428800,D,57,57,False,61.0,55.0,13.0,8.0,0.0,46.0,50.0,11.0,2.0,,,,90.0,68.0,7.3,6.0,0.127004,1,,9.0,,1.0,2.0,,,,,1.0,4.0,,,,,,0.0473,,1.0,David Ricardo,1.0,,,,,,,,,,,,,,
13472687,home,Botafogo,Marçal,marcal,Marçal,D,21,178.0,1062,M,,143593,EUR,603849600,D,21,21,False,54.0,51.0,1.0,1.0,0.0,31.0,32.0,22.0,3.0,,,,90.0,79.0,7.1,5.0,0.0333513,0,,20.0,1.0,3.0,7.0,4.0,1.0,,,,7.0,1.0,,1.0,,,,3.0,4.0,,,True,3.0,1.0,,,,,,,,,,,
13472687,home,Botafogo,Newton,newton,Newton,M,28,188.0,888,M,,1463909,EUR,952819200,M,28,28,False,45.0,36.0,6.0,3.0,0.0,21.0,28.0,17.0,3.0,,,,76.0,60.0,7.5,11.0,0.0112514,1,,15.0,1.0,1.0,4.0,6.0,2.0,1.0,1.0,,1.0,4.0,2.0,1.0,1.0,,0.0583,3.0,,Newton,,,,,1.0,1.0,1.0,1.0,0.4914,,,,,,
13472687,home,Botafogo,Danilo,danilo,Danilo,M,8,177.0,5268,M,Danilo,1064039,EUR,988502400,M,35,35,False,43.0,39.0,8.0,6.0,0.0,25.0,25.0,18.0,4.0,,,,90.0,57.0,8.0,7.0,0.340141,3,,14.0,1.0,,2.0,2.0,1.0,,,2.0,1.0,2.0,2.0,1.0,,,0.2292,2.0,,,1.0,,,2.0,,1.0,1.0,1.0,0.0686,,,,,,
13472687,home,Botafogo,Santiago Rodríguez,santiago-rodriguez,S. Rodríguez,M,23,172.0,1846,M,,975216,EUR,947289600,M,23,23,False,39.0,34.0,,,1.0,9.0,10.0,29.0,5.0,,,,84.0,65.0,6.7,19.0,0.18515,1,,25.0,4.0,1.0,14.0,6.0,3.0,7.0,2.0,,1.0,1.0,1.0,2.0,2.0,,0.0215,1.0,2.0,,,,1.0,3.0,1.0,3.0,,,,,1.0,,,,
13472687,home,Botafogo,Jefferson Savarino,jefferson-savarino,J. Savarino,M,10,169.0,6802,M,savarino10,874739,EUR,847670400,M,10,10,False,31.0,29.0,3.0,3.0,0.0,15.0,15.0,16.0,1.0,,,,84.0,48.0,8.0,7.0,0.197068,1,,14.0,6.0,,2.0,4.0,,,,,1.0,,,1.0,4.0,3.0,0.0489,,,,,,,3.0,4.0,2.0,1.0,1.0,0.5372,,,,,,
13472687,home,Botafogo,Jeffinho,jeffinho,Jeffinho,M,47,177.0,1438,M,,1016948,EUR,946512000,M,47,47,False,28.0,26.0,,,1.0,13.0,14.0,14.0,7.0,,,,63.0,46.0,7.1,8.0,0.0363787,3,,13.0,1.0,,7.0,7.0,2.0,7.0,4.0,,,2.0,,,1.0,,0.2078,,,,,,,1.0,,2.0,1.0,,0.354,,2.0,,,,
13472687,home,Botafogo,Arthur Cabral,arthur-cabral,A. Cabral,F,19,186.0,4958,M,arthurcabral9,870762,EUR,893462400,F,98,98,False,7.0,7.0,,,0.0,2.0,2.0,5.0,3.0,,,,90.0,23.0,7.0,4.0,0.0656816,2,,5.0,,2.0,7.0,7.0,,2.0,,2.0,1.0,3.0,1.0,,3.0,1.0,0.2153,,1.0,,,,1.0,2.0,,2.0,,,,,,,,,
13472687,home,Botafogo,Álvaro Montoro,alvaro-montoro,Á. Montoro,M,10,169.0,4507,M,,1650770,EUR,1176768000,M,8,8,True,11.0,10.0,2.0,1.0,0.0,6.0,6.0,5.0,3.0,,,,27.0,24.0,7.6,8.0,0.00483206,2,,4.0,1.0,,1.0,2.0,,2.0,1.0,1.0,,1.0,,2.0,,,0.8165,,,Álvaro Montoro,,,,,,,1.0,1.0,0.4658,,,1.0,,,
13472687,home,Botafogo,Marlon Freitas,marlon-freitas,M. Freitas,M,17,185.0,3107,M,,840202,EUR,796262400,M,17,17,True,9.0,8.0,2.0,1.0,0.0,4.0,5.0,4.0,2.0,,,,14.0,13.0,6.7,1.0,0.00239489,0,,4.0,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
13472687,home,Botafogo,Mateo Ponte,mateo-ponte,M. Ponte,D,4,183.0,1429,M,,1099163,EUR,1053734400,D,4,4,True,3.0,3.0,,,0.0,2.0,2.0,1.0,2.0,,,,11.0,4.0,6.6,,0.00011801,0,,1.0,,,1.0,1.0,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
