match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_bigChanceMissed,player_sofascoreId,stat_goodHighClaim,stat_totalOffside
12764334,home,TSG Hoffenheim,Oliver Baumann,oliver-baumann,O. Baumann,G,1,185,1388,M,40244,EUR,644284800,G,1,1,False,True,37.0,30.0,13.0,6.0,0.0,29.0,31.0,1.0,6.0,1.0,11.0,1.0,3.0,4.0,90.0,47.0,7.7,7.0,0.00047763,0,0.3672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764334,home,TSG Hoffenheim,Pavel Kadeřábek,pavel-kaderabek,P. Kadeřábek,M,3,182,267,M,109296,EUR,704160000,D,3,3,False,,52.0,47.0,,,0.0,28.0,28.0,21.0,32.0,5.0,2.0,,,,90.0,82.0,7.5,13.0,0.245885,0,,,,8.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,
12764334,home,TSG Hoffenheim,Arthur Chaves,arthur-chaves,A. Chaves,D,34,187,470,M,1122806,EUR,980726400,D,35,35,False,,80.0,71.0,7.0,3.0,0.0,55.0,59.0,16.0,21.0,1.0,4.0,,,,64.0,90.0,6.9,10.0,0.00752145,2,,Arthur Chaves,,,,3.0,,5.0,,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,0.0536,0.061,,,,,,,,,
12764334,home,TSG Hoffenheim,Stanley N'Soki,stanley-nsoki,S. N'Soki,D,34,184,416,M,904991,EUR,923616000,D,34,34,False,,106.0,92.0,14.0,6.0,0.0,59.0,62.0,33.0,44.0,6.0,5.0,,,,90.0,119.0,7.4,16.0,0.0305927,1,,,,,,2.0,2.0,3.0,,3.0,1.0,4.0,2.0,,,1.0,,1.0,,0.0804,,1.0,,,,,,,,
12764334,home,TSG Hoffenheim,David Jurásek,david-jurasek,D. Jurásek,D,39,183,1517,M,1030711,EUR,965606400,D,19,19,False,,47.0,36.0,5.0,4.0,0.0,14.0,16.0,23.0,37.0,4.0,2.0,1.0,,,80.0,63.0,7.1,17.0,0.0766462,0,,,,6.0,1.0,1.0,1.0,3.0,1.0,,,1.0,,1.0,2.0,,,,,,,,1.0,1.0,,,,,,
12764334,home,TSG Hoffenheim,Anton Stach,anton-stach,A. Stach,M,18,192,1471,M,889861,EUR,911088000,M,16,16,False,,82.0,72.0,3.0,2.0,0.0,35.0,37.0,38.0,48.0,10.0,7.0,2.0,,,90.0,105.0,8.1,14.0,0.24251,5,,,,3.0,1.0,,5.0,3.0,,1.0,1.0,1.0,,,1.0,3.0,1.0,2.0,2.0,0.1805,0.051,,2.0,2.0,1.0,,,,,
12764334,home,TSG Hoffenheim,Diadié Samassékou,diadie-samassekou,D. Samassékou,M,18,175,1701,M,796358,EUR,821318400,M,18,18,False,,72.0,67.0,1.0,1.0,0.0,33.0,34.0,34.0,38.0,6.0,13.0,4.0,,,90.0,94.0,7.6,9.0,0.0221217,1,,,,,,,,3.0,,,5.0,1.0,1.0,1.0,,,,2.0,1.0,0.0109,,2.0,1.0,1.0,1.0,1.0,,,,
12764334,home,TSG Hoffenheim,Tom Bischof,tom-bischof,T. Bischof,M,20,176,6361,M,1129935,EUR,1119916800,M,7,7,False,,39.0,31.0,4.0,2.0,0.0,13.0,15.0,21.0,27.0,6.0,5.0,3.0,,,64.0,58.0,7.1,13.0,0.119255,0,,,,3.0,3.0,1.0,,5.0,,,,3.0,1.0,3.0,,,,2.0,1.0,,,2.0,1.0,,,,,,,
12764334,home,TSG Hoffenheim,Jacob Bruun Larsen,jacob-bruun-larsen,J. B. Larsen,M,7,183,704,M,809276,EUR,906163200,M,29,29,False,,21.0,18.0,,,0.0,4.0,4.0,14.0,17.0,2.0,2.0,,,,72.0,29.0,6.2,5.0,0.0102896,2,,,,,,2.0,,3.0,,,,1.0,,,,2.0,,1.0,,0.2476,,1.0,1.0,1.0,,,2.0,,,
12764334,home,TSG Hoffenheim,Andrej Kramarić,andrej-kramaric,A. Kramarić,F,27,177,7585,M,67647,EUR,677289600,M,27,27,False,,54.0,44.0,3.0,3.0,0.0,14.0,14.0,33.0,49.0,2.0,6.0,1.0,,,90.0,73.0,7.7,21.0,0.23058,0,,,,9.0,3.0,,1.0,1.0,1.0,,1.0,,,5.0,,,,4.0,1.0,,,,1.0,,,,,andrejkramaric,,
12764334,home,TSG Hoffenheim,Adam Hložek,adam-hlozek,A. Hložek,F,23,186,3083,M,963801,EUR,1027555200,F,23,23,False,,6.0,5.0,,,0.0,,,5.0,6.0,2.0,,2.0,,,45.0,12.0,6.5,2.0,0.00289347,1,,,,,,2.0,,5.0,,,,,,,,,,,2.0,0.0348,,1.0,,,1.0,,,ahlozek,,
12764334,home,TSG Hoffenheim,Max Moerstedt,max-moerstedt,M. Moerstedt,F,33,194,1284,M,1418703,EUR,1137283200,F,33,33,True,,8.0,5.0,,,0.0,,,5.0,8.0,3.0,1.0,1.0,,,45.0,16.0,6.3,6.0,0.0116272,2,,Max Moerstedt,,,,4.0,1.0,8.0,,,,1.0,,,,1.0,1.0,1.0,2.0,0.2873,0.7832,1.0,1.0,,,,1.0,,,
12764334,home,TSG Hoffenheim,Kevin Akpoguma,kevin-akpoguma,K. Akpoguma,D,25,192,334,M,187423,EUR,798249600,D,25,25,True,,36.0,33.0,1.0,,0.0,18.0,19.0,15.0,17.0,5.0,2.0,1.0,,,26.0,43.0,7.1,3.0,0.00640153,0,,,,,,,2.0,1.0,,2.0,,2.0,2.0,,,,,,1.0,,,,,,,,,,,
12764334,home,TSG Hoffenheim,Dennis Geiger,dennis-geiger,D. Geiger,M,8,172,160,M,795004,EUR,897436800,M,8,8,True,,13.0,10.0,,,0.0,3.0,4.0,7.0,9.0,,,,,,26.0,18.0,6.3,7.0,0.04122,0,,,,,,,,4.0,,,,,,,,,,1.0,1.0,,,3.0,,,,,,,,
12764334,home,TSG Hoffenheim,Haris Tabaković,haris-tabakovic,H. Tabaković,F,15,196,2739,M,259803,EUR,772070400,F,26,26,True,,2.0,1.0,,,0.0,,,1.0,2.0,1.0,,,,,18.0,4.0,6.4,2.0,0.00050398,0,,,,,,1.0,1.0,5.0,,1.0,,,,,,,,,3.0,,,,1.0,,,,,,,
12764334,home,TSG Hoffenheim,Alexander Prass,alexander-prass,A. Prass,M,22,180,662,M,978062,EUR,990835200,D,22,22,True,,7.0,5.0,2.0,1.0,0.0,3.0,4.0,2.0,3.0,3.0,,1.0,,,10.0,14.0,6.6,5.0,0.00034662,0,,,,,,,1.0,3.0,,,,1.0,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,
12764334,home,TSG Hoffenheim,Lukas Petersson,lukas-petersson,L. Petersson,G,1,193,76,M,1196091,EUR,1076284800,G,36,36,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764334,home,TSG Hoffenheim,Luca Philipp,luca-philipp,L. Philipp,G,37,192,119,M,943550,EUR,975369600,G,37,37,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764334,home,TSG Hoffenheim,Tim Drexler,drexler-tim,T. Drexler,D,21,185,185,M,1152499,EUR,1110067200,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,Tim Drexler,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764334,home,TSG Hoffenheim,Valentin Gendrey,valentin-gendrey,V. Gendrey,D,15,179,294,M,944899,EUR,961545600,D,15,15,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764334,home,TSG Hoffenheim,Robin Hranáč,robin-hranac,R. Hranáč,D,2,189,294,M,957615,EUR,949104000,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764334,home,TSG Hoffenheim,Florian Micheler,florian-micheler,F. Micheler,M,14,185,68,M,1149349,EUR,1116288000,M,28,28,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764334,home,TSG Hoffenheim,Mergim Berisha,mergim-berisha,M. Berisha,F,20,186,559,M,770083,EUR,894844800,F,10,10,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764334,away,FCSB,Ștefan Târnovanu,stefan-tarnovanu,Ș. Târnovanu,G,32,197,1736,M,914414,EUR,957830400,G,32,32,False,,27.0,10.0,21.0,5.0,0.0,7.0,9.0,3.0,18.0,1.0,9.0,1.0,1.0,3.0,90.0,40.0,7.4,17.0,0.00037533,0,0.8952,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,3.0,
12764334,away,FCSB,Valentin Crețu,valentin-cretu,V. Crețu,D,2,176,426,M,44478,EUR,599702400,D,2,2,False,,17.0,13.0,1.0,,0.0,11.0,13.0,2.0,5.0,3.0,5.0,,,,90.0,38.0,7.0,8.0,0.0367464,0,,,,1.0,,,,2.0,,3.0,,3.0,2.0,,1.0,,,1.0,1.0,,,,,,,,,,,
